company,time,revenue_m
GPRO,2019,1194.7
GPRO,2020,891.9
GPRO,2021,1161.1
GPRO,2022,1093.5
GPRO,2023,1005.5
GPRO,2024,801.5
GPRO,2025,651.5
GRMN,2017,3121.6
GRMN,2018,3347.4
GRMN,2019,3757.5
GRMN,2020,4186.6
GRMN,2021,4982.8
GRMN,2022,4860.3
GRMN,2023,5228.3
GRMN,2024,6296.9
GRMN,2025,7245.5
GS,2011,28811.0
GS,2012,34163.0
GS,2013,34206.0
GS,2014,34528.0
GS,2015,33820.0
GS,2016,30608.0
GS,2017,32073.0
GS,2018,36616.0
GS,2019,36546.0
GS,2020,44560.0
GS,2021,59339.0
GS,2022,47365.0
GS,2023,46254.0
GS,2024,53512.0
GS,2025,58283.0
GSHD,2017,42.7
GSHD,2018,60.1
GSHD,2019,77.5
GSHD,2020,117.0
GSHD,2021,151.3
GSHD,2022,209.4
GSHD,2023,261.3
GSHD,2024,314.5
GSHD,2025,365.3
H,2009,3330.0
H,2010,3527.0
H,2011,3698.0
H,2012,3949.0
H,2013,4184.0
H,2014,4415.0
H,2015,4328.0
H,2016,4429.0
H,2017,4685.0
HCA,2019,51336.0
HCA,2020,51533.0
HCA,2021,58752.0
HCA,2022,60233.0
HCA,2023,64968.0
HCA,2024,70603.0
HCA,2025,75600.0
HD,2008,77349.0
HD,2009,71288.0
HD,2010,66176.0
HLNE,2017,179.8
HLNE,2018,244.0
HLNE,2019,252.2
HLNE,2020,274.0
HLNE,2021,341.6
HLNE,2022,367.9
HLNE,2023,528.8
HLNE,2024,553.8
HLNE,2025,713.0
HOOD,2019,277.5
HOOD,2020,958.0
HOOD,2021,1815.1
HOOD,2022,1358.0
HOOD,2023,1865.0
HOOD,2024,2951.0
HOOD,2025,4473.0
HPK,2019,8.1
HPK,2021,220.1
HPK,2022,755.7
HPK,2023,1111.3
HPK,2024,1069.4
HPK,2025,863.4
IAC,2018,2533.0
IAC,2019,2510.0
IAC,2020,3047.7
IAC,2021,3699.6
IAC,2022,5235.3
IAC,2023,4365.2
IBKR,2008,2182.3
IBKR,2009,1169.8
IBKR,2010,988.3
IBKR,2011,1444.6
IBKR,2012,1192.5
IBKR,2013,1127.9
IBKR,2014,1115.5
IBKR,2015,1256.0
IBKR,2016,1475.0
IBKR,2017,1927.0
IBKR,2018,2366.0
IBKR,2019,2580.0
ICE,2011,1327.0
ICE,2012,1363.0
ICE,2013,1795.0
ICE,2014,4221.0
ICE,2015,4682.0
ICE,2016,5958.0
ICE,2017,5834.0
IEP,2009,8543.0
IEP,2010,9072.0
IEP,2011,11855.0
IEP,2012,15654.0
IEP,2013,20682.0
IEP,2014,19157.0
IEP,2015,15272.0
IEP,2016,16348.0
IEP,2017,21744.0
IEP,2018,11777.0
IEP,2019,8992.0
IEP,2020,6123.0
IEP,2021,11338.0
IEP,2022,14196.0
IEP,2023,10847.0
IEP,2024,10020.0
IEP,2025,9658.0
IMKTA,2017,4002.7
IMKTA,2018,4092.8
IMKTA,2019,4202.0
IMKTA,2020,4610.6
IMKTA,2021,4987.9
IMKTA,2022,5678.8
IMKTA,2023,5892.8
IMKTA,2024,5639.6
IMKTA,2025,5334.0
INTU,2016,4694.0
INTU,2017,5196.0
INTU,2018,5964.0
INTU,2019,6784.0
INTU,2020,7679.0
INTU,2021,9633.0
INTU,2022,12726.0
INTU,2023,14368.0
INTU,2024,16285.0
INTU,2025,18831.0
INVA,2009,24.4
INVA,2010,24.2
INVA,2011,24.5
INVA,2012,135.8
INVA,2013,4.8
INVA,2014,8.4
INVA,2015,53.9
INVA,2016,133.6
INVA,2017,217.2
IOT,2021,249.9
IOT,2022,428.3
IOT,2023,652.5
IOT,2024,937.4
IOT,2025,1249.2
IOT,2026,1618.6
IOVA,2023,1.2
IOVA,2024,164.1
IOVA,2025,263.5
IQV,2011,4327.7
IQV,2012,4865.5
IQV,2013,5099.5
IQV,2014,5460.0
IQV,2015,5737.6
IQV,2016,6878.0
IQV,2017,9739.0
JBHT,2008,3731.9
JBHT,2009,3203.3
JBHT,2010,3793.5
JBHT,2011,4526.8
JBHT,2012,5055.0
JBHT,2013,5584.6
JBHT,2014,6165.4
JBHT,2015,6187.6
JBHT,2016,6555.5
JBHT,2017,7189.6
JNJ,2017,76450.0
JNJ,2018,81581.0
JNJ,2019,82059.0
JNJ,2021,82584.0
JNJ,2022,93775.0
JNJ,2023,85159.0
JNJ,2024,88821.0
JNJ,2025,94193.0
JOBY,2023,1.0
JOBY,2024,0.1
JOBY,2025,53.4
JOUT,2021,751.7
JOUT,2022,743.4
JOUT,2023,663.8
JOUT,2024,592.8
JOUT,2025,592.4
JPM,2007,71372.0
JPM,2008,67252.0
JPM,2009,100434.0
JPM,2010,102694.0
JPM,2011,97234.0
JPM,2012,97031.0
JPM,2013,96606.0
JPM,2014,94205.0
JPM,2015,93543.0
JPM,2016,95668.0
JPM,2017,99624.0
JPM,2018,109029.0
JPM,2019,115627.0
JPM,2020,119543.0
JPM,2021,121649.0
JPM,2022,128695.0
JPM,2023,158104.0
JPM,2024,177556.0
JPM,2025,182447.0
KHC,2014,10922.0
KHC,2016,26487.0
KHC,2017,26232.0
KKR,2016,2040.0
KKR,2017,3557.3
KKR,2018,2395.8
KKR,2019,4220.9
KKR,2020,4230.9
KKR,2021,16236.1
KKR,2022,5721.2
KKR,2023,14499.3
KKR,2024,21878.7
KKR,2025,19464.3
KMI,2009,7185.2
KMI,2010,7852.0
KMI,2011,8264.9
KMI,2012,9973.0
KMI,2013,14070.0
KMI,2014,16226.0
KMI,2015,14403.0
KMI,2016,13058.0
KMI,2017,13705.0
KMI,2018,14144.0
KMI,2019,13209.0
KMI,2020,11700.0
KMI,2021,16610.0
KMI,2022,19200.0
KMI,2023,15334.0
KMI,2024,15100.0
KMI,2025,16937.0
KNX,2009,2571.4
KNX,2010,2929.7
KNX,2011,3333.9
KNX,2012,3493.2
KNX,2013,4118.2
KNX,2014,4298.7
KNX,2015,4229.3
KNX,2016,4031.5
KNX,2017,2425.5
KNX,2018,5344.1
KNX,2019,4843.9
KNX,2020,4673.9
KNX,2021,5998.0
KNX,2022,7428.6
KNX,2023,7141.8
KNX,2024,7410.1
KNX,2025,7469.7
KO,2016,41863.0
KO,2017,36212.0
KO,2018,31856.0
KO,2019,37266.0
KO,2020,33014.0
KO,2021,38655.0
KO,2022,43004.0
KO,2023,45754.0
KO,2024,47061.0
KO,2025,47941.0
KVYO,2021,290.6
KVYO,2022,472.7
KVYO,2023,698.1
KVYO,2024,937.5
KVYO,2025,1234.0
L,2007,14302.0
L,2008,13247.0
L,2009,14117.0
L,2010,14615.0
L,2011,14127.0
L,2012,14552.0
L,2013,15053.0
L,2014,14325.0
L,2015,13415.0
L,2016,13105.0
L,2017,13735.0
L,2018,14066.0
L,2019,14931.0
L,2020,12583.0
L,2021,14657.0
L,2022,14044.0
L,2023,15901.0
L,2024,17510.0
L,2025,18454.0
LAZRQ,2019,12.6
LAZRQ,2020,14.0
LAZRQ,2021,31.9
LAZRQ,2022,40.7
LAZRQ,2023,69.8
LAZRQ,2024,75.4
LEE,2009,842.0
LEE,2010,748.4
LEE,2011,756.1
LEE,2012,710.5
LEE,2013,674.7
LEE,2014,656.7
LEE,2015,648.5
LEE,2016,614.4
LEE,2017,566.9
LEE,2018,544.0
LEN,2008,4575.4
LEN,2009,3119.4
LEN,2010,3074.0
LEN,2011,3095.4
LEN,2012,4104.7
LEN,2013,5935.1
LEN,2014,7779.8
LEN,2015,9474.0
LEN,2016,10950.0
LEN,2017,12646.4
LEN,2018,20571.6
LEN,2019,22259.6
LEN,2020,22488.9
LEN,2021,27130.7
LEN,2022,33671.0
LEN,2023,34233.4
LEN,2024,35441.5
LEN,2025,34186.9
LINE,2023,5342.0
LINE,2024,5340.0
LINE,2025,5355.0
LLY,2007,18633.5
LLY,2008,20371.9
LLY,2009,21836.0
LLY,2010,23076.0
LLY,2011,24286.5
LLY,2012,22603.4
LLY,2013,23113.1
LLY,2014,19615.6
LLY,2015,19958.7
LLY,2016,21222.1
LLY,2017,22871.3
LLY,2018,24555.7
LLY,2019,22319.5
LLY,2020,24539.8
LLY,2021,28318.4
LLY,2022,28541.4
LLY,2023,34124.1
LLY,2024,45042.7
LLY,2025,65179.0
LMND,2018,22.5
LMND,2019,67.3
LMND,2020,94.4
LMND,2021,128.4
LMND,2022,256.7
LMND,2023,429.8
LMND,2024,526.5
LMND,2025,737.9
LUMN,2008,2599.7
LUMN,2009,4974.0
LUMN,2010,7041.5
LUMN,2011,15351.0
LUMN,2012,18376.0
LUMN,2013,18095.0
LUMN,2014,18031.0
LUMN,2015,17900.0
LUMN,2016,17470.0
LUMN,2017,17656.0
LUMN,2018,23443.0
LUMN,2019,22401.0
LUMN,2020,20712.0
LUMN,2021,19687.0
LUMN,2022,17478.0
LUMN,2023,14557.0
LUMN,2024,13108.0
LUMN,2025,12402.0
LUNR,2022,85.9
LUNR,2023,79.5
LUNR,2024,228.0
LUV,2007,9861.0
LUV,2008,11023.0
LUV,2009,10350.0
LUV,2010,12104.0
LUV,2011,15658.0
LUV,2012,17088.0
LUV,2013,17699.0
LUV,2014,18605.0
LUV,2015,19820.0
LUV,2016,20425.0
LUV,2017,21171.0
LVS,2016,11271.0
LVS,2017,12728.0
LVS,2018,13729.0
LVS,2019,13739.0
LVS,2020,3612.0
LVS,2021,4234.0
LVS,2022,4110.0
LVS,2023,10372.0
LVS,2024,11298.0
LVS,2025,13017.0
MASI,2009,307.1
MASI,2010,349.1
MASI,2011,439.0
MASI,2012,493.2
MASI,2013,547.2
MASI,2015,586.6
MASI,2016,694.6
MASI,2017,798.1
MASI,2018,858.3
MASI,2019,937.8
MASI,2021,1143.7
MASI,2022,1239.2
MCY,2008,2414.2
MCY,2009,3121.5
MCY,2010,2775.9
MCY,2011,2777.3
MCY,2012,2783.4
MCY,2013,2821.0
MCY,2014,3011.8
MCY,2015,3009.3
MCY,2016,3227.7
MCY,2017,3416.0
MCY,2018,3380.0
MCY,2019,3972.5
MCY,2020,3784.5
MCY,2021,3993.4
MCY,2022,3643.1
MCY,2023,4629.6
MCY,2024,5475.6
MCY,2025,5992.5
MDLN,2023,23231.0
MDLN,2024,25507.0
MDLN,2025,28432.0
MEDP,2016,421.6
MEDP,2017,436.2
MEDP,2018,704.6
MEDP,2019,861.0
MEDP,2020,925.9
MEDP,2021,1142.4
MEDP,2022,1460.0
MEDP,2023,1885.8
MEDP,2024,2109.1
MEDP,2025,2530.2
META,2010,1974.0
META,2011,3711.0
META,2012,5089.0
META,2013,7872.0
META,2014,12466.0
META,2015,17928.0
META,2016,27638.0
META,2017,40653.0
MHK,2016,8959.1
MHK,2017,9491.3
MHK,2018,9983.6
MHK,2019,9970.7
MHK,2020,9552.2
MHK,2021,11200.6
MHK,2022,11737.1
MHK,2023,11135.1
MHK,2024,10836.9
MHK,2025,10785.4
MNST,2016,3049.4
MNST,2017,3369.0
MNST,2018,3807.2
MNST,2019,4200.8
MNST,2020,4598.6
MNST,2021,5541.4
MNST,2022,6311.1
MNST,2023,7140.0
MNST,2024,7492.7
MNST,2025,8294.3
MORN,2008,502.5
MORN,2009,479.0
MORN,2010,555.4
MORN,2016,798.6
MORN,2017,911.7
MORN,2018,1019.9
MORN,2019,1179.0
MORN,2020,1389.5
MORN,2021,1699.3
MORN,2022,1870.6
MORN,2023,2038.6
MORN,2024,2275.1
MORN,2025,2445.5
MP,2019,73.4
MP,2020,134.3
MP,2021,332.0
MPWR,2009,165.0
MPWR,2010,218.8
MPWR,2011,196.5
MPWR,2012,213.8
MPWR,2013,238.1
MPWR,2014,282.5
MPWR,2015,333.1
MRNA,2016,108.4
MRNA,2017,205.8
MRNA,2018,135.1
MRNA,2019,60.2
MRNA,2020,803.4
MRNA,2021,18471.0
MRNA,2022,19263.0
MRVL,2020,2699.2
MRVL,2021,2968.9
MRVL,2022,4462.4
MRVL,2023,5919.6
MRVL,2024,5507.7
MRVL,2025,5767.3
MRVL,2026,8194.6
MSFT,2008,60420.0
MSFT,2009,58437.0
MSFT,2010,62484.0
MSGE,2021,81.8
MSGE,2022,653.5
MSGE,2023,851.5
MSGE,2024,959.3
MSGE,2025,942.7
MSI,2007,36622.0
MSI,2008,25109.0
MSI,2009,22044.0
MSI,2010,19282.0
MSI,2011,8203.0
MSI,2012,8698.0
MSI,2013,8696.0
MSI,2014,5881.0
MSI,2015,5695.0
MSI,2016,6038.0
MSI,2017,6380.0
MSM,2016,2863.5
MSM,2017,2887.7
MSM,2018,3203.9
MSM,2019,3363.8
MSTR,2009,377.8
MSTR,2010,454.6
MSTR,2011,562.1
MSTR,2012,594.6
MSTR,2013,575.9
MSTR,2014,579.8
MSTR,2015,529.9
MSTR,2016,512.2
MSTR,2017,504.5
MSTR,2018,497.6
MSTR,2019,486.3
MSTR,2020,480.7
MSTR,2021,510.8
MSTR,2022,499.3
MSTR,2023,496.3
MSTR,2024,463.5
MTSI,2010,260.3
MTSI,2011,310.3
MTSI,2012,302.2
MTSI,2017,698.8
MTSI,2018,570.4
MTSI,2019,499.7
MTSI,2020,530.0
MTSI,2021,606.9
MTSI,2022,675.2
MTSI,2023,648.4
MTSI,2024,729.6
MTSI,2025,967.3
MTZ,2009,1623.5
MTZ,2010,2308.0
MTZ,2011,3009.0
MTZ,2012,3726.8
MTZ,2013,4324.8
MTZ,2014,4611.8
MTZ,2015,4208.3
MTZ,2016,5134.7
MTZ,2017,6607.0
MTZ,2018,6909.4
MTZ,2019,7183.2
MTZ,2020,6321.0
MTZ,2021,7951.8
MTZ,2022,9778.0
MTZ,2023,11995.9
MTZ,2024,12303.5
MTZ,2025,14299.2
NET,2017,134.9
NET,2018,192.7
NET,2019,287.0
NET,2020,431.1
NET,2021,656.4
NET,2022,975.2
NET,2023,1296.7
NET,2024,1669.6
NET,2025,2167.9
NFLX,2007,1205.3
NFLX,2008,1364.7
NFLX,2009,1670.3
NFLX,2010,2162.6
NFLX,2011,3204.6
NFLX,2012,3609.3
NFLX,2013,4374.6
NFLX,2014,5504.7
NFLX,2015,6779.5
NFLX,2016,8830.7
NFLX,2017,11692.7
NFLX,2018,15794.3
NFLX,2019,20156.4
NFLX,2020,24996.1
NFLX,2021,29697.8
NFLX,2022,31615.5
NFLX,2023,33723.3
NFLX,2024,39001.0
NFLX,2025,45183.0
NKE,2017,34350.0
NKE,2018,36397.0
NKE,2019,39117.0
NKE,2020,37403.0
NKE,2021,44538.0
NKE,2022,46710.0
NKE,2023,51217.0
NKE,2024,51362.0
NKE,2025,46309.0
NNI,2009,620.2
NNI,2010,603.9
NNI,2011,592.9
NNI,2012,613.9
NNI,2013,644.8
NNI,2014,709.8
NNI,2016,760.7
NNI,2017,770.4
NNI,2018,924.3
NNI,2019,948.7
NNI,2020,619.7
NNI,2021,523.8
NNI,2022,742.8
NNI,2023,1109.8
NNI,2024,973.4
NNI,2025,851.5
NOW,2011,92.6
NOW,2012,243.7
NOW,2013,424.6
NOW,2014,682.6
NOW,2015,1005.5
NOW,2016,1390.5
NOW,2017,1933.0
NP,2023,84.9
NP,2024,119.3
NP,2025,159.6
NVCR,2016,82.9
NVCR,2017,177.0
NVCR,2018,248.1
NVCR,2019,351.3
NVCR,2020,494.4
NVCR,2021,535.0
NVCR,2022,537.8
NVCR,2023,509.3
NVCR,2024,605.2
NVCR,2025,655.4
NVDA,2008,4097.9
NVDA,2009,3424.9
NVDA,2010,3326.4
NVDA,2011,3543.3
NVDA,2012,3997.9
NVDA,2013,4280.2
NVDA,2014,4130.0
NVDA,2015,4681.5
NVDA,2016,5010.0
NVDA,2017,6910.0
NVDA,2018,9714.0
NVDA,2020,10918.0
NVDA,2021,16675.0
NVDA,2022,26914.0
NVDA,2023,26974.0
NVDA,2024,60922.0
NVDA,2025,130497.0
NVDA,2026,215938.0
NVR,2009,2743.8
NVR,2010,3041.9
NVR,2011,2659.1
NVR,2012,3184.7
NVR,2013,4211.3
NVR,2014,4444.6
NVR,2015,5159.0
NVR,2016,5822.5
NVR,2017,6305.8
NVR,2018,7163.7
NVR,2019,7388.7
NVR,2020,7536.9
NVR,2021,8951.0
NVR,2022,10526.4
NVR,2023,9518.2
NVR,2024,10524.5
NVR,2025,10324.0
ONC,2014,13.0
ONC,2015,8.8
ONC,2016,1.1
ONC,2017,238.4
ORCL,2008,22430.0
ORCL,2009,23252.0
ORCL,2010,26820.0
ORCL,2011,35622.0
ORCL,2012,37121.0
ORCL,2013,37180.0
ORCL,2014,38275.0
ORCL,2015,38226.0
ORCL,2016,37047.0
ORCL,2017,37728.0
ORCL,2018,39831.0
ORCL,2019,39506.0
ORCL,2021,40479.0
ORCL,2022,42440.0
ORCL,2023,49954.0
ORCL,2024,52961.0
ORCL,2025,57399.0
OWL,2022,234.0
OWL,2023,387.3
OWL,2024,527.9
OWL,2025,567.8
OXY,2017,12508.0
OXY,2018,15560.0
OXY,2019,20393.0
OXY,2020,17809.0
OXY,2021,25956.0
OXY,2022,36634.0
OXY,2023,28257.0
OXY,2024,26725.0
OXY,2025,21593.0
PACS,2022,2422.0
PACS,2023,3111.5
PACS,2024,4089.7
PACS,2025,5288.9
PANW,2011,118.6
PANW,2012,255.1
PANW,2013,396.1
PANW,2014,598.2
PANW,2015,928.1
PANW,2016,1378.5
PANW,2017,1761.6
PANW,2018,2273.1
PATH,2020,336.2
PATH,2021,607.6
PATH,2022,892.3
PATH,2023,1058.6
PATH,2024,1308.1
PATH,2025,1429.7
PAYC,2012,76.8
PAYC,2013,107.6
PAYC,2014,150.9
PAYC,2015,224.7
PAYC,2016,329.1
PAYC,2017,433.0
PAYX,2008,2066.3
PAYX,2009,2082.8
PAYX,2010,2000.8
PAYX,2011,2084.3
PAYX,2012,2229.8
PAYX,2013,2326.2
PAYX,2014,2518.9
PAYX,2015,2739.6
PAYX,2016,2951.9
PAYX,2017,3151.3
PAYX,2018,3380.9
PAYX,2019,3772.5
PAYX,2020,4040.5
PAYX,2021,4056.8
PAYX,2022,4611.7
PAYX,2023,5007.1
PAYX,2024,5278.3
PAYX,2025,5571.7
PEGA,2009,264.0
PEGA,2010,336.6
PEGA,2011,416.7
PEGA,2012,461.7
PEGA,2013,509.0
PEGA,2014,590.0
PEGA,2015,682.7
PII,2016,4516.6
PII,2017,5428.5
PII,2018,6078.5
PII,2019,6782.5
PII,2020,7027.9
PII,2021,8198.2
PII,2022,8589.0
PII,2023,8934.4
PII,2024,7175.4
PII,2025,7152.0
PINS,2017,472.9
PINS,2018,755.9
PINS,2019,1142.8
PINS,2020,1692.7
PINS,2021,2578.0
PINS,2022,2802.6
PINS,2023,3055.1
PINS,2024,3646.2
PINS,2025,4221.8
PLTR,2018,595.4
PLTR,2019,742.6
PLTR,2020,1092.7
PLTR,2021,1541.9
PLTR,2022,1905.9
PLTR,2023,2225.0
PLTR,2024,2865.5
PLTR,2025,4475.4
POWL,2010,550.7
POWL,2011,562.4
POWL,2012,717.2
POWL,2013,674.8
POWL,2014,647.8
POWL,2015,661.9
POWL,2016,565.2
POWL,2017,395.9
POWL,2018,448.7
PRM,2019,239.3
PRM,2020,339.6
PRM,2021,341.3
PRM,2022,360.5
PRM,2023,322.1
PRM,2024,561.0
PRM,2025,652.9
PROK,2024,0.1
PSA,2007,1787.2
PSA,2008,1720.5
PSA,2009,1627.7
PSA,2010,1646.7
PSA,2011,1752.1
PSA,2012,1826.7
PSA,2013,1981.7
PSA,2014,2195.4
PSA,2015,2381.7
PSA,2016,2560.5
PSA,2017,2668.5
PSA,2018,2754.3
PSA,2019,2846.8
PSA,2020,2915.1
PSA,2021,3415.8
PSA,2022,4182.2
PSA,2023,4517.7
PSA,2024,4695.6
PSA,2025,4824.1
PSTG,2017,739.2
PSTG,2018,1024.8
PSTG,2019,1359.8
PSTG,2020,1643.4
PSTG,2021,1684.2
PSTG,2022,2180.8
PSTG,2023,2753.4
PSTG,2024,2830.6
PSTG,2025,3168.2
QXO,2017,34.9
QXO,2018,41.0
QXO,2019,38.5
QXO,2020,41.2
QXO,2021,41.7
QXO,2022,45.0
QXO,2023,54.5
RBLX,2019,508.4
RBLX,2020,923.9
RBLX,2021,1919.2
RBLX,2022,2225.1
RDI,2009,217.0
RDI,2010,229.3
RDI,2011,245.8
RDI,2012,254.4
RDI,2013,258.2
RDI,2014,254.7
RDI,2015,257.3
RDI,2016,270.5
RDI,2017,279.7
RDI,2018,309.4
RDI,2019,276.8
RDI,2020,77.9
RDI,2021,139.1
RDI,2022,203.1
RDI,2023,222.7
RDI,2024,210.5
REGN,2008,238.5
REGN,2009,379.3
REGN,2010,459.1
REGN,2011,445.8
REGN,2012,1378.5
REGN,2013,2104.7
REGN,2014,2819.6
REGN,2015,4103.7
REGN,2016,4860.4
REGN,2017,5872.2
RHP,2009,872.8
RHP,2010,770.0
RHP,2011,952.1
RHP,2012,986.6
RHP,2013,954.6
RHP,2014,1041.0
RHP,2015,1092.1
RHP,2016,1149.2
RHP,2017,1184.7
RJF,2008,3204.9
RJF,2009,2602.5
RJF,2010,2979.5
RJF,2011,3399.9
RJF,2012,3897.9
RJF,2013,4595.8
RJF,2014,4965.5
RJF,2015,5308.2
RJF,2016,5520.3
RJF,2017,6524.9
RJF,2018,7475.8
RJF,2019,8023.0
RJF,2020,8168.0
RJF,2021,9910.0
RJF,2022,11308.0
RJF,2023,12992.0
RJF,2024,14923.0
RJF,2025,15912.0
RKT,2018,4209.6
RKT,2019,5069.1
RKT,2020,15735.2
RKT,2021,12914.5
RKT,2022,5838.5
RKT,2023,3799.3
RKT,2024,5100.8
RKT,2025,6695.0
RL,2017,6652.8
RL,2018,6182.3
RL,2019,6313.0
RL,2020,6159.8
RL,2021,4400.8
RL,2022,6218.5
RL,2023,6443.6
RL,2024,6631.4
RL,2025,7079.0
RNAC,2014,3.0
RNAC,2015,6.0
RNAC,2016,8.1
RNAC,2023,26.0
RNAC,2024,38.9
RNAC,2025,2.8
ROIV,2021,23.8
ROIV,2022,55.3
ROIV,2023,61.3
ROIV,2024,32.7
ROIV,2025,29.1
ROKU,2016,398.6
ROKU,2017,512.8
ROKU,2018,742.5
ROKU,2019,1128.9
ROKU,2020,1778.4
ROKU,2021,2764.6
ROKU,2022,3126.5
ROKU,2023,3484.6
ROKU,2024,4112.9
ROKU,2025,4737.3
ROL,2016,1573.5
ROL,2017,1674.0
ROL,2018,1821.6
ROL,2019,2015.5
ROL,2020,2161.2
RRR,2017,1642.1
RRR,2018,1681.0
RRR,2019,1856.5
RRR,2020,1182.4
RRR,2021,1617.9
RRR,2022,1663.8
RRR,2023,1724.1
RRR,2024,1939.0
RRR,2025,2011.5
RSI,2019,63.7
RSI,2020,278.5
RSI,2021,488.1
RSI,2022,592.2
RSI,2023,691.2
RSI,2024,924.1
RSI,2025,1134.4
SAM,2009,415.1
SAM,2010,463.8
SAM,2011,513.0
SAM,2012,580.2
SAM,2013,739.1
SAM,2014,903.0
SAM,2015,959.9
SAM,2016,906.4
SAM,2017,863.0
SAM,2018,995.6
SAM,2019,1249.8
SAM,2020,1736.4
SAM,2021,2057.6
SAM,2022,2090.3
SAM,2023,2008.6
SAM,2024,2012.9
SAM,2025,1965.0
SBUX,2009,9774.6
SBUX,2010,10707.4
SBUX,2011,11700.4
SBUX,2012,13299.5
SBUX,2013,14892.2
SBUX,2016,21315.9
SBUX,2017,22386.8
SBUX,2018,24719.5
SBUX,2019,26508.6
SBUX,2020,23518.0
SBUX,2021,29060.6
SBUX,2022,32250.3
SBUX,2023,35975.6
SBUX,2024,36176.2
SBUX,2025,37184.4
SCHW,2007,4994.0
SCHW,2008,5150.0
SCHW,2009,4193.0
SCHW,2010,4248.0
SCHW,2011,4691.0
SCHW,2012,4883.0
SCHW,2013,5435.0
SCHW,2014,6058.0
SCHW,2015,6380.0
SCHW,2016,7478.0
SCHW,2017,8618.0
SCHW,2018,10132.0
SCHW,2019,10721.0
SCHW,2020,11691.0
SCHW,2021,18520.0
SCHW,2022,20762.0
SCHW,2023,18837.0
SCHW,2024,19606.0
SCHW,2025,23921.0
SCVL,2017,1001.1
SCVL,2018,1019.2
SCVL,2019,1029.7
SCVL,2020,1036.6
SCVL,2021,976.8
SCVL,2022,1330.4
SCVL,2023,1262.2
SCVL,2024,1175.9
SCVL,2025,1202.9
SEE,2016,4211.3
SEE,2017,4461.6
SEE,2018,4732.7
SEE,2019,4791.1
SEE,2020,4903.2
SEE,2021,5533.8
SEE,2022,5641.9
SEE,2023,5488.9
SEE,2024,5392.6
SEE,2025,5359.8
SEIC,2008,1247.9
SEIC,2009,1060.5
SEIC,2010,900.8
SEIC,2011,929.7
SEIC,2012,992.5
SEIC,2013,1126.1
SEIC,2014,1266.0
SEIC,2015,1334.2
SEIC,2016,1401.5
SEIC,2017,1526.6
SEIC,2018,1624.2
SEIC,2019,1649.9
SEIC,2020,1684.1
SEIC,2021,1918.3
SEIC,2022,1991.0
SEIC,2023,1919.8
SEIC,2024,2125.2
SEIC,2025,2297.4
SHLS,2019,144.5
SHLS,2020,175.5
SHLS,2021,213.2
SHLS,2022,326.9
SHLS,2023,488.9
SHLS,2024,399.2
SHLS,2025,475.3
SMCI,2015,1954.4
SMCI,2016,2225.0
SMCI,2017,2484.9
SMMT,2019,0.7
SMMT,2020,0.9
SMMT,2021,1.8
SMMT,2022,0.7
SNAP,2015,58.7
SNAP,2016,404.5
SNAP,2017,824.9
SNOW,2019,96.7
SNOW,2020,264.7
SNOW,2021,592.0
SNOW,2022,1219.3
SNOW,2023,2065.7
SNOW,2024,2806.5
SNOW,2025,3626.4
SPG,2007,3650.8
SPG,2008,3783.2
SPG,2009,3775.2
SPG,2010,3957.6
SPG,2011,4306.4
SPG,2012,4880.1
SPG,2013,5170.1
SPG,2014,4870.8
SPG,2015,5266.1
SPG,2016,5435.2
SPG,2017,5538.6
SPG,2018,5657.9
SPG,2019,5755.2
SPG,2020,4607.5
SPG,2021,5116.8
SPG,2022,5291.4
SPG,2023,5658.8
SPG,2024,5963.8
SPG,2025,6364.5
SPNT,2012,233.3
SPNT,2013,473.9
SPNT,2014,530.1
SPNT,2015,574.8
SPNT,2016,689.0
SPNT,2017,939.0
SPNT,2018,370.0
SPNT,2019,982.7
SPNT,2020,889.8
SPNT,2021,2180.7
SPNT,2022,2105.6
SPNT,2023,2737.3
SPNT,2024,2603.8
SPNT,2025,3205.1
SSNC,2014,767.9
SSNC,2015,1000.3
SSNC,2016,1481.4
SSNC,2017,1675.3
STLD,2016,7777.1
STLD,2017,9538.8
STLD,2018,11821.8
STLD,2019,10465.0
STLD,2020,9601.5
STLD,2021,18408.8
STLD,2022,22260.8
STWD,2011,206.5
STWD,2012,307.3
STWD,2013,565.7
STWD,2014,702.9
STWD,2015,735.9
STWD,2016,784.7
STWD,2017,879.9
STWD,2018,1109.3
STWD,2019,1196.4
STWD,2020,1136.2
STWD,2021,1170.1
STWD,2022,1464.7
STWD,2023,2049.9
STWD,2024,1946.8
STWD,2025,1844.3
STZ,2017,7321.1
STZ,2018,7580.3
STZ,2019,8116.0
STZ,2020,8343.5
STZ,2021,8614.9
STZ,2022,8820.7
STZ,2023,9452.6
STZ,2024,9961.8
STZ,2025,10208.7
SYK,2016,11325.0
SYK,2017,12444.0
SYK,2018,13601.0
SYK,2019,14884.0
SYK,2020,14351.0
SYK,2021,17108.0
SYK,2022,18449.0
SYK,2023,20498.0
SYK,2024,22595.0
SYK,2025,25116.0
SYM,2020,92.1
SYM,2021,251.9
SYM,2022,593.3
SYM,2023,1176.9
SYM,2024,1788.2
SYM,2025,2246.9
T,2007,118928.0
T,2008,123443.0
T,2009,123018.0
T,2010,124280.0
T,2011,126723.0
T,2012,127434.0
T,2013,128752.0
T,2014,132447.0
T,2015,146801.0
T,2016,163786.0
T,2017,160546.0
