person,time,worth
german_larrea_mota_velasco,2015,15401
german_larrea_mota_velasco,2016,10239
german_larrea_mota_velasco,2017,15262
german_larrea_mota_velasco,2018,18805
german_larrea_mota_velasco,2019,13832
german_larrea_mota_velasco,2020,11176
german_larrea_mota_velasco,2021,25900
german_larrea_mota_velasco,2022,29567
german_larrea_mota_velasco,2023,24046
german_larrea_mota_velasco,2024,24579
german_larrea_mota_velasco,2025,26226
gernot_langes_swarovski,2014,1453
gernot_langes_swarovski,2017,1106
gernot_langes_swarovski,2018,1304
gernot_langes_swarovski,2019,1040
gernot_langes_swarovski,2020,1016
gerry_harvey,2007,1488
gerry_harvey,2008,1702
gerry_harvey,2010,1517
gerry_harvey,2011,1285
gerry_harvey,2013,1134
gerry_harvey,2014,1341
gerry_harvey,2015,1440
gerry_harvey,2016,1558
gerry_harvey,2017,1990
gerry_harvey,2018,1847
gerry_harvey,2019,1456
gerry_harvey,2020,1016
gerry_harvey,2021,2200
gerry_harvey,2022,2016
gerry_harvey,2023,1536
gerry_harvey,2024,1850
gerry_harvey,2025,2200
ghan_djoe_hiang,2023,904
ghanshyam_sarda,2024,881
ghanshyam_sarda,2025,1008
giammaria_giuliani,2021,1700
giammaria_giuliani,2022,1728
giammaria_giuliani,2023,1446
giammaria_giuliani,2024,1321
giammaria_giuliani,2025,1467
gian_marco_moratti,2014,1565
gian_marco_moratti,2015,1385
gian_marco_moratti,2016,1446
gian_marco_moratti,2017,1437
gian_marco_moratti,2018,1739
giancarlo_devasini,2024,8105
giancarlo_devasini,2025,20540
giancarlo_francesco_civita,2014,1173
gianfelice_mario_rocca,2017,5308
gianfelice_mario_rocca,2018,11956
gianfelice_mario_rocca,2023,2440
gianfelice_mario_rocca,2024,4933
gianfelice_mario_rocca,2025,5318
gianluigi_aponte,2007,2976
gianluigi_aponte,2008,3404
gianluigi_aponte,2014,7043
gianluigi_aponte,2015,8753
gianluigi_aponte,2016,9349
gianluigi_aponte,2017,8295
gianluigi_aponte,2018,10109
gianluigi_aponte,2019,10920
gianluigi_aponte,2020,6604
gianluigi_aponte,2021,10700
gianluigi_aponte,2022,16128
gianluigi_aponte,2023,28204
gianluigi_aponte,2024,29161
gianluigi_aponte,2025,34570
giannis_vardinogiannis,2025,1008
gil_shwed,2001,2371
gil_shwed,2002,1454
gil_shwed,2011,1870
gil_shwed,2012,2188
gil_shwed,2013,1871
gil_shwed,2014,2012
gil_shwed,2015,2437
gil_shwed,2016,2448
gil_shwed,2017,3096
gil_shwed,2018,2826
gil_shwed,2019,3224
gil_shwed,2020,2336
gil_shwed,2021,3000
gil_shwed,2022,3360
gil_shwed,2023,2983
gil_shwed,2024,3876
gil_shwed,2025,5868
gilberto_benetton,2006,3117
gilberto_benetton,2007,3472
gilberto_benetton,2008,3526
gilberto_benetton,2009,1767
gilberto_benetton,2010,2450
gilberto_benetton,2011,2805
gilberto_benetton,2012,2419
gilberto_benetton,2013,2268
gilberto_benetton,2014,3242
gilberto_benetton,2015,3213
gilberto_benetton,2016,3116
gilberto_benetton,2017,2986
gilberto_benetton,2018,3804
gilles_martin,2014,1341
gilles_martin,2015,1274
gilles_martin,2016,1669
gilles_martin,2017,2101
gilles_martin,2018,2826
gilles_martin,2019,1664
gilles_martin,2020,2235
gilles_martin,2021,3900
gilles_martin,2022,3840
gilles_martin,2023,2712
gilles_martin,2024,2466
gilles_martin,2025,2384
gim_seong_gon,2021,1000
gina_rinehart,2007,1240
gina_rinehart,2008,2918
gina_rinehart,2009,2238
gina_rinehart,2010,2334
gina_rinehart,2011,10521
gina_rinehart,2012,20735
gina_rinehart,2013,19278
gina_rinehart,2014,19788
gina_rinehart,2015,13628
gina_rinehart,2016,9794
gina_rinehart,2017,16590
gina_rinehart,2018,18913
gina_rinehart,2019,15808
gina_rinehart,2020,13309
gina_rinehart,2021,23600
gina_rinehart,2022,28991
gina_rinehart,2023,24408
gina_rinehart,2024,27134
gina_rinehart,2025,26868
ginette_moulin,2018,3587
ginette_moulin,2019,2704
ginette_moulin,2020,2336
ginette_moulin,2021,2600
ginette_moulin,2022,2496
ginette_moulin,2023,2350
ginette_moulin,2024,2290
ginette_snow,2025,1467
ginia_rinehart,2018,1413
ginia_rinehart,2019,1040
ginia_rinehart,2020,1219
ginia_rinehart,2021,1700
ginia_rinehart,2022,2112
ginia_rinehart,2023,1808
ginia_rinehart,2024,1850
ginia_rinehart,2025,1834
giorgianna_cuneo_queirolo,2018,1195
giorgio_armani,2001,2519
giorgio_armani,2002,2326
giorgio_armani,2003,2442
giorgio_armani,2004,3009
giorgio_armani,2005,5796
giorgio_armani,2006,5112
giorgio_armani,2007,5580
giorgio_armani,2008,6080
giorgio_armani,2009,3298
giorgio_armani,2010,6185
giorgio_armani,2011,8183
giorgio_armani,2012,8294
giorgio_armani,2013,9639
giorgio_armani,2014,11068
giorgio_armani,2015,8420
giorgio_armani,2016,6789
giorgio_armani,2017,7299
giorgio_armani,2018,9674
giorgio_armani,2019,8840
giorgio_armani,2020,5486
giorgio_armani,2021,7700
giorgio_armani,2022,7488
giorgio_armani,2023,10034
giorgio_armani,2024,9955
giorgio_armani,2025,10820
giorgio_perfetti,2004,2736
giorgio_perfetti,2013,5670
giorgio_perfetti,2014,8049
giorgio_perfetti,2015,6648
giorgio_perfetti,2016,6344
giorgio_perfetti,2017,6414
giorgio_perfetti,2018,7174
giorgio_perfetti,2019,6760
giorgio_perfetti,2020,4165
giorgio_perfetti,2021,5800
giorgio_perfetti,2022,3935
giorgio_perfetti,2023,2079
giorgio_perfetti,2024,2995
giorgio_perfetti,2025,3026
giovanni_arvedi,2023,1536
giovanni_arvedi,2024,1585
giovanni_arvedi,2025,1558
giovanni_ferrero,2018,25000
giovanni_ferrero,2019,23296
giovanni_ferrero,2020,24892
giovanni_ferrero,2021,35100
giovanni_ferrero,2022,34752
giovanni_ferrero,2023,35165
giovanni_ferrero,2024,38587
giovanni_ferrero,2025,35029
girdhari_jaisinghani,2024,1145
girdhari_jaisinghani,2025,1192
girdharilal_bawri,2020,1320
girdharilal_bawri,2021,2600
girdharilal_bawri,2022,2304
girdharilal_bawri,2023,1265
girdharilal_bawri,2024,1673
girdharilal_bawri,2025,1834
gisela_sick,2022,4800
gisela_sick,2023,4248
gisela_sick,2024,4316
gisele_trajano,2021,1400
giuliana_benetton,2006,3117
giuliana_benetton,2007,3472
giuliana_benetton,2008,3526
giuliana_benetton,2009,1767
giuliana_benetton,2010,2450
giuliana_benetton,2011,2805
giuliana_benetton,2012,2419
giuliana_benetton,2013,2268
giuliana_benetton,2014,3242
giuliana_benetton,2015,3213
giuliana_benetton,2016,3116
giuliana_benetton,2017,2986
giuliana_benetton,2018,3804
giuliana_benetton,2019,2704
giuliana_benetton,2020,2032
giuliana_benetton,2021,3200
giuliana_benetton,2022,2592
giuliana_benetton,2023,2892
giuliana_benetton,2024,2995
giuliana_benetton,2025,3301
giuliana_caprotti,2021,1700
giuliana_caprotti,2022,1440
giuliana_caprotti,2023,994
giuliana_caprotti,2024,969
giuliana_caprotti,2025,1008
giuseppe_crippa,2022,3072
giuseppe_crippa,2023,3164
giuseppe_crippa,2024,4140
giuseppe_crippa,2025,2842
giuseppe_delonghi,2014,2459
giuseppe_delonghi,2015,3213
giuseppe_delonghi,2016,3784
giuseppe_delonghi,2017,4202
giuseppe_delonghi,2018,4674
giuseppe_delonghi,2019,3952
giuseppe_delonghi,2020,3048
giuseppe_delonghi,2021,5200
giuseppe_delonghi,2022,4224
giuseppe_delonghi,2023,3525
giuseppe_delonghi,2024,4228
giuseppe_delonghi,2025,4860
gjert_wilhelmsen,2015,1440
gjert_wilhelmsen,2016,1224
gleb_fetisov,1998,1850
gleb_fetisov,2007,1859
gleb_fetisov,2008,4742
gleb_fetisov,2010,1867
gleb_fetisov,2011,1870
gleb_fetisov,2012,1497
gleb_fetisov,2013,2154
gleb_fetisov,2014,1565
gleb_fetisov,2015,1329
gleb_fetisov,2016,1335
gleb_fetisov,2017,1327
gleb_fetisov,2018,1304
gleb_fetisov,2019,1248
gleb_fetisov,2020,1219
gleb_fetisov,2021,1200
gleb_fetisov,2022,1152
gleb_fetisov,2023,994
gleb_fetisov,2024,969
gleb_fetisov,2025,1192
glen_taylor,2001,2815
glen_taylor,2002,2762
glen_taylor,2003,2730
glen_taylor,2004,2599
glen_taylor,2005,2447
glen_taylor,2006,2618
glen_taylor,2007,2852
glen_taylor,2008,3283
glen_taylor,2009,2827
glen_taylor,2010,2567
glen_taylor,2011,2571
glen_taylor,2012,2073
glen_taylor,2013,1927
glen_taylor,2014,2012
glen_taylor,2015,2659
glen_taylor,2016,2003
glen_taylor,2017,2101
glen_taylor,2018,2826
glen_taylor,2019,2912
glen_taylor,2020,2946
glen_taylor,2021,2900
glen_taylor,2022,2400
glen_taylor,2023,2440
glen_taylor,2024,2554
glen_taylor,2025,2842
glenn_dubin,1998,3071
glenn_dubin,2008,1580
glenn_dubin,2009,1178
glenn_dubin,2010,1517
glenn_dubin,2011,1987
glenn_dubin,2012,1958
glenn_dubin,2013,1927
glenn_dubin,2014,2012
glenn_dubin,2015,2216
glenn_dubin,2016,2226
glenn_dubin,2017,2212
glenn_dubin,2018,2174
glenn_dubin,2019,2080
glenn_dubin,2020,2032
glenn_dubin,2021,2000
glenn_dubin,2022,1920
glenn_dubin,2023,2440
glenn_dubin,2024,2554
glenn_dubin,2025,2659
glenn_gordon,2024,4405
glenn_gordon,2025,5135
glenn_saldanha,2017,2101
glenn_saldanha,2018,1521
glenn_saldanha,2019,1456
glenn_saldanha,2021,1100
glenn_saldanha,2022,1056
glenn_saldanha,2024,1497
glenn_saldanha,2025,2292
glenn_sanford,2021,1800
glenn_sanford,2022,960
god_nisanov,2011,1285
god_nisanov,2012,2764
god_nisanov,2013,3401
god_nisanov,2014,4024
god_nisanov,2015,4764
god_nisanov,2016,3561
god_nisanov,2017,3428
god_nisanov,2018,3587
god_nisanov,2019,3640
god_nisanov,2020,2743
god_nisanov,2021,3400
god_nisanov,2022,1248
god_nisanov,2023,2621
god_nisanov,2024,2554
god_nisanov,2025,3117
goh_cheng_liang,2014,2403
goh_cheng_liang,2015,7534
goh_cheng_liang,2016,5564
goh_cheng_liang,2017,7189
goh_cheng_liang,2018,7609
goh_cheng_liang,2019,7488
goh_cheng_liang,2020,10566
goh_cheng_liang,2021,21700
goh_cheng_liang,2022,11616
goh_cheng_liang,2023,12927
goh_cheng_liang,2024,11188
goh_cheng_liang,2025,11921
goh_peng_ooi,2014,1229
goh_peng_ooi,2015,1717
gong_hongjia,2011,2104
gong_hongjia,2012,1958
gong_hongjia,2013,3175
gong_hongjia,2014,4136
gong_hongjia,2015,5207
gong_hongjia,2016,4563
gong_hongjia,2017,6414
gong_hongjia,2018,12174
gong_hongjia,2019,8943
gong_hongjia,2020,8128
gong_hongjia,2021,14400
gong_hongjia,2022,12671
gong_hongjia,2023,9944
gong_hongjia,2024,8986
gong_hongjia,2025,9445
gong_hongjia_chen_chunmei,2017,5861
gong_hongjia_chen_chunmei,2018,14131
gong_junlong,2018,3152
gong_junlong,2019,1976
gong_junlong,2020,2032
gong_junlong,2021,2300
gong_junlong,2022,2496
gong_junlong,2023,2079
gong_junlong,2024,1673
gong_junlong,2025,1467
gong_yingying,2021,2100
gong_yingying,2022,1152
gonzalve_bich,2022,1152
gonzalve_bich,2023,1356
gonzalve_bich,2024,1321
gonzalve_bich,2025,1283
goodwin_gaw,2022,1823
gopichand_hinduja,2018,4130
gopichand_hinduja,2024,19382
gopichand_hinduja,2025,19257
gopikishan_damani,2018,1956
gopikishan_damani,2019,1872
gopikishan_damani,2020,2743
gopikishan_damani,2021,6500
gopikishan_damani,2022,7488
gopikishan_damani,2023,5424
gopikishan_damani,2024,6167
gopikishan_damani,2025,5593
gordon_getty,2001,3408
gordon_getty,2002,3053
gordon_getty,2003,3017
gordon_getty,2004,2872
gordon_getty,2005,2704
gordon_getty,2006,2743
gordon_getty,2007,2852
gordon_getty,2008,2918
gordon_getty,2009,2356
gordon_getty,2010,2334
gordon_getty,2011,2338
gordon_getty,2012,2304
gordon_getty,2013,2268
gordon_getty,2014,2236
gordon_getty,2015,2326
gordon_getty,2016,2337
gordon_getty,2017,2322
gordon_getty,2018,2282
gordon_getty,2019,2184
gordon_getty,2020,2133
gordon_getty,2021,2100
gordon_getty,2022,2016
gordon_getty,2023,1898
gordon_getty,2024,1850
gordon_getty,2025,4585
gordon_moore,2001,8002
gordon_moore,2002,8869
gordon_moore,2003,3736
gordon_moore,2004,7524
gordon_moore,2005,5538
gordon_moore,2006,4613
gordon_moore,2007,4464
gordon_moore,2008,4499
gordon_moore,2009,3062
gordon_moore,2010,4434
gordon_moore,2011,4676
gordon_moore,2012,5644
gordon_moore,2013,4649
gordon_moore,2014,5590
gordon_moore,2015,7645
gordon_moore,2016,6678
gordon_moore,2017,8073
gordon_moore,2018,9239
gordon_moore,2019,10088
gordon_moore,2020,9956
gordon_moore,2021,12100
gordon_moore,2022,9120
gordon_moore,2023,6147
gordon_wu,2008,1216
gordon_wu,2013,1587
gordon_wu,2014,1229
gordon_wu,2015,1385
gordon_wu,2017,1216
gordon_wu,2018,1413
gordon_wu,2019,1768
gordon_wu,2020,1930
gordon_wu,2021,1900
gordon_wu,2022,1632
gordon_wu,2023,1356
gordon_wu,2024,1233
gordon_wu,2025,1650
gou_yiqun,2021,1000
govindbhai_laljibhai_dholakia,2025,1467
grace_wong,2024,1145
grace_wong,2025,1100
graeme_hart,2006,2119
graeme_hart,2007,3348
graeme_hart,2008,6201
graeme_hart,2009,5301
graeme_hart,2010,6185
graeme_hart,2011,6429
graeme_hart,2012,6566
graeme_hart,2013,6010
graeme_hart,2014,7826
graeme_hart,2015,7645
graeme_hart,2016,7123
graeme_hart,2017,10507
graeme_hart,2018,10978
graeme_hart,2019,9464
graeme_hart,2020,10668
graeme_hart,2021,8700
graeme_hart,2022,9024
graeme_hart,2023,7774
graeme_hart,2024,9162
graeme_hart,2025,8528
graham_kirkham,2014,1118
graham_kirkham,2021,1100
graham_kirkham,2022,1152
graham_kirkham,2023,994
graham_kirkham,2024,1057
graham_kirkham,2025,1100
graham_weston,2013,1417
grant_petty,2022,960
greg_goodman,2021,1100
greg_jensen,2022,960
greg_jensen,2023,904
greg_jensen,2024,881
greg_love,2024,1057
greg_love,2025,1375
greg_mondre,1998,2292
greg_mondre,2020,1219
greg_mondre,2021,1300
greg_mondre,2022,1440
greg_mondre,2023,1356
greg_mondre,2024,2026
greg_mondre,2025,2109
gregg_hymowitz,2023,1175
gregg_hymowitz,2024,1497
gregg_hymowitz,2025,1834
gregorio_perez_companc,2001,2519
gregorio_perez_companc,2002,1454
gregorio_perez_companc,2003,2299
gregorio_perez_companc,2004,2188
gregorio_perez_companc,2005,2189
gregorio_perez_companc,2006,2119
gregorio_perez_companc,2007,2108
gregorio_perez_companc,2008,2553
gregorio_perez_companc,2009,2120
gregorio_perez_companc,2010,2334
gregorio_perez_companc,2011,1636
gregorio_perez_companc,2012,1727
gregorio_perez_companc,2013,1700
gregorio_perez_companc,2014,1677
gregorio_perez_companc,2015,1717
gregorio_perez_companc,2016,1669
gregorio_perez_companc,2017,1659
gregorio_perez_companc,2018,1956
gregorio_perez_companc,2019,1664
gregorio_perez_companc,2020,1727
gregorio_perez_companc,2021,2400
gregorio_perez_companc,2022,2687
gregorio_perez_companc,2023,2621
gregorio_perez_companc,2024,3435
gregory_baszucki,2022,1248
gretel_packer,2018,1195
gretel_packer,2019,1664
gretel_packer,2020,1524
gretel_packer,2021,2300
gretel_packer,2022,1823
gretel_packer,2023,1265
gretel_packer,2024,1497
gretel_packer,2025,1467
grigory_berezkin,2025,1008
gs_raju,2024,1057
gs_raju,2025,1008
gsk_velu,2022,1536
gsk_velu,2023,1084
gsk_velu,2024,1321
gsk_velu,2025,1834
gt_dave,2020,1016
gt_dave,2021,1000
gt_dave,2022,960
gu_jiangsheng,2017,2212
gu_jiangsheng,2018,3261
gu_jiangsheng,2019,2184
gu_jiangsheng,2020,2743
gu_jiangsheng,2021,5000
gu_jiangsheng,2022,3264
gu_jiangsheng,2023,2531
gu_jiangsheng,2024,1673
gu_wei,2017,1548
gu_wei,2018,1630
gu_wei,2019,1040
gu_wei,2020,1727
gu_wei,2021,2700
gu_wei,2022,1728
gu_wei,2023,1265
gu_wei,2024,1233
gu_wei,2025,1283
gu_xiaojia,2019,2496
gu_xiaojia,2020,2032
gu_yuhua,2017,2101
gu_yuhua,2018,2934
gu_yuhua,2019,2080
gu_yuhua,2020,1828
gu_yuhua,2021,3100
gu_yuhua,2022,3360
gu_yuhua,2023,2621
gu_yuhua,2024,2466
gu_yuhua,2025,2292
guan_yamei,2019,4992
guan_yamei,2020,6502
guan_yamei,2021,18500
guan_yamei,2022,15360
guan_yamei,2023,14464
guan_yamei,2024,9691
guan_yamei,2025,9170
guan_yihong,2020,1117
guan_yihong,2021,2300
guan_yihong,2022,1056
guan_yihong,2023,1265
guanghe_qiu,2011,1636
guanghe_qiu,2012,3801
guanghe_qiu,2013,2381
guanghe_qiu,2014,3018
guanghe_qiu,2015,3988
guanghe_qiu,2016,3784
guanghe_qiu,2017,3649
guanghe_qiu,2018,3913
guanghe_qiu,2019,3744
guanghe_qiu,2020,2844
guanghe_qiu,2021,4000
guanghe_qiu,2022,3264
guanghe_qiu,2023,2712
gudrun_heine,2016,2003
gudrun_heine,2017,2322
gudrun_heine,2018,1304
gudrun_heine,2019,1560
gudrun_heine,2020,1930
gudrun_heine,2021,3000
gudrun_heine,2022,2880
gudrun_heine,2023,2621
gudrun_heine,2024,2378
gudrun_heine,2025,2475
guenther_lehmann,2014,2012
guenther_lehmann,2015,2714
guenther_lehmann,2016,3227
guenther_lehmann,2017,2765
guenther_lehmann,2018,2282
guenther_lehmann,2019,3120
guenther_lehmann,2020,3251
guenther_lehmann,2021,2300
guenther_lehmann,2022,2400
guenther_lehmann,2023,2169
guido_barilla,2016,2226
guido_barilla,2017,1437
guido_barilla,2018,1195
guido_barilla,2019,1560
guido_barilla,2020,1320
guido_barilla,2021,1400
guido_barilla,2022,1536
guido_barilla,2023,1446
guido_barilla,2024,1233
guido_barilla,2025,1100
guilherme_benchimol,2020,1625
guilherme_benchimol,2021,2600
guilherme_benchimol,2022,1920
guilherme_benchimol,2023,904
guilherme_benchimol,2024,1938
guilherme_benchimol,2025,1558
guilherme_paulus,2013,1247
guilherme_paulus,2017,1106
guilherme_paulus,2018,1087
guilherme_paulus,2019,1144
guilherme_paulus,2020,1016
guilherme_paulus,2021,1100
guilherme_paulus,2022,960
guilherme_paulus,2023,994
guilherme_paulus,2024,1057
guilherme_paulus,2025,1100
guilherme_peirao_leal,2006,1745
guilherme_peirao_leal,2007,1859
guilherme_peirao_leal,2008,1459
guilherme_peirao_leal,2009,1413
guilherme_peirao_leal,2010,2450
guilherme_peirao_leal,2011,1987
guilherme_peirao_leal,2012,1843
guilherme_peirao_leal,2013,2041
guilherme_peirao_leal,2014,1341
guilherme_peirao_leal,2019,1352
guilherme_peirao_leal,2020,1219
guilherme_peirao_leal,2021,1400
guilherme_peirao_leal,2024,1057
guillaume_pousaz,1998,35144
guillaume_pousaz,2021,9000
guillaume_pousaz,2022,22080
guillaume_pousaz,2023,6508
guillaume_pousaz,2024,6871
guillaume_pousaz,2025,7152
guler_sabanci,2019,2184
gunter_herz,2001,7113
gunter_herz,2003,2442
gunter_herz,2004,2599
gunter_herz,2005,2576
gunter_herz,2006,2494
gunter_herz,2007,2852
gunter_herz,2008,3647
gunter_herz,2009,2356
gunter_herz,2010,2684
gunter_herz,2011,2805
gunter_herz,2012,2880
gunter_herz,2013,3061
gunter_herz,2014,4919
gunter_herz,2015,3213
gunter_herz,2016,3116
gunter_herz,2017,3871
gunter_herz,2018,4239
gunter_herz,2019,3432
gunter_herz,2020,3962
gunter_herz,2021,4100
gunter_herz,2022,4032
gunter_herz,2023,3796
gunter_herz,2024,3876
gunter_herz,2025,4309
gunther_fielmann,2012,2995
gunther_fielmann,2013,3515
gunther_fielmann,2014,4136
gunther_fielmann,2015,4875
gunther_fielmann,2016,5898
gunther_fielmann,2017,5861
gunther_fielmann,2018,6848
gunther_fielmann,2019,5303
gunther_fielmann,2020,4165
gunther_fielmann,2021,6000
gunther_fielmann,2022,4512
gunther_fielmann,2023,3525
gunther_fielmann,2024,3259
gunther_lehner,2020,2540
gunther_lehner,2021,3100
gunther_lehner,2022,2496
gunther_lehner,2023,2621
gunther_lehner,2024,2466
gunther_lehner,2025,2200
guo_chunxuan,2023,994
guo_donglin,2017,1437
guo_dongze,2018,1847
guo_enyuan,2023,2440
guo_enyuan,2024,2378
guo_enyuan,2025,2567
guo_guangchang,2006,1371
guo_guangchang,2007,1859
guo_guangchang,2008,2432
guo_guangchang,2009,1295
guo_guangchang,2010,2800
guo_guangchang,2011,3273
guo_guangchang,2012,2764
guo_guangchang,2013,3061
guo_guangchang,2014,4807
guo_guangchang,2015,6315
guo_guangchang,2016,5564
guo_guangchang,2017,6967
guo_guangchang,2018,8804
guo_guangchang,2019,6968
guo_guangchang,2020,4470
guo_guangchang,2021,6900
guo_guangchang,2022,4320
guo_guangchang,2023,3616
guo_guangchang,2024,2554
guo_guangchang,2025,2384
guo_hongwei,2021,1200
guo_jiangang,2020,1117
guo_jiangang,2021,2200
guo_jiangang,2022,960
guo_jiangang,2023,1175
guo_jiangang,2024,881
guo_jiangang,2025,1008
guo_jianjun,2023,2079
guo_jianjun,2024,2290
guo_jianjun,2025,2751
guo_jianqiang,2021,1100
guo_jinshu,2023,1988
guo_jinshu,2024,2466
guo_jinshu,2025,3026
guo_junling,2022,960
guo_meilan,2019,3120
guo_meilan,2020,2540
guo_meilan,2021,2200
guo_meilan,2022,2687
guo_meilan,2023,2802
guo_meilan,2024,2466
guo_meilan,2025,3301
guo_wengui,2015,1218
guo_wengui,2017,2875
guo_yingcheng,2018,1087
guo_yingcheng,2020,1320
guo_yingcheng,2021,1300
guo_yinglan,2019,1248
guo_yinglan,2020,1524
guo_yinglan,2021,1100
guo_zhenyu,2022,2784
guo_zhenyu,2023,1717
guo_zhenyu,2024,1057
guo_ziwen,2019,1144
guo_ziwen,2020,1524
guo_ziwen,2021,1500
gurbachan_singh_dhingra,2017,1437
gurbachan_singh_dhingra,2018,1739
gurbachan_singh_dhingra,2019,1456
gurbachan_singh_dhingra,2020,3403
gurbachan_singh_dhingra,2021,3300
gurbachan_singh_dhingra,2022,3647
gurbachan_singh_dhingra,2023,2802
gurbachan_singh_dhingra,2024,3083
gurbachan_singh_dhingra,2025,2751
gustaf_douglas,2002,2035
gustaf_douglas,2004,1778
gustaf_douglas,2005,1932
gustaf_douglas,2006,2119
gustaf_douglas,2007,2356
gustaf_douglas,2008,2796
gustaf_douglas,2009,1531
gustaf_douglas,2010,2334
gustaf_douglas,2011,3039
gustaf_douglas,2012,3225
gustaf_douglas,2013,3628
gustaf_douglas,2014,4472
gustaf_douglas,2015,4653
gustaf_douglas,2016,5231
gustaf_douglas,2017,3649
gustaf_douglas,2018,4130
gustaf_douglas,2019,3952
gustaf_douglas,2020,3962
gustaf_douglas,2021,7000
gustaf_douglas,2022,7871
gustaf_douglas,2023,5604
gustav_magnar_witzoe,2016,1224
gustav_magnar_witzoe,2017,1769
gustav_magnar_witzoe,2018,2065
gustav_magnar_witzoe,2019,3120
gustav_magnar_witzoe,2020,2336
gustav_magnar_witzoe,2021,4400
gustav_magnar_witzoe,2022,4320
gustav_magnar_witzoe,2023,2440
gustav_magnar_witzoe,2024,3700
gustav_magnar_witzoe,2025,3026
gustavo_cisneros,2001,7854
gustavo_cisneros,2002,7270
gustavo_cisneros,2003,5748
gustavo_cisneros,2004,6292
gustavo_cisneros,2005,6440
gustavo_cisneros,2006,6235
gustavo_cisneros,2007,7439
gustavo_cisneros,2008,5593
gustavo_cisneros,2009,4476
gustavo_cisneros,2010,4901
gustavo_cisneros,2011,4909
gustavo_cisneros,2012,4838
gustavo_cisneros,2013,4989
gustavo_cisneros,2014,4472
gustavo_cisneros,2015,3988
gustavo_cisneros,2016,2226
gustavo_cisneros,2017,1548
gustavo_cisneros,2018,1195
gustavo_cisneros,2019,1144
gustavo_cisneros,2020,2844
gustavo_cisneros,2021,1900
gustavo_cisneros,2022,1823
gustavo_cisneros,2023,1446
gustavo_denegri,2015,1163
gustavo_denegri,2016,1446
gustavo_denegri,2017,1769
gustavo_denegri,2018,2500
gustavo_denegri,2019,2704
gustavo_denegri,2020,3149
gustavo_denegri,2021,5100
gustavo_denegri,2022,3552
gustavo_denegri,2023,2892
gustavo_denegri,2024,2643
gustavo_denegri,2025,2751
guy_laliberte,2004,1504
guy_laliberte,2005,1545
guy_laliberte,2006,1745
guy_laliberte,2007,1859
guy_laliberte,2008,2067
guy_laliberte,2009,2945
guy_laliberte,2010,2917
guy_laliberte,2011,2922
guy_laliberte,2012,2995
guy_laliberte,2013,2041
guy_laliberte,2014,2236
guy_laliberte,2015,2105
guy_laliberte,2016,1446
guy_laliberte,2017,1548
guy_laliberte,2018,1304
guy_laliberte,2019,1040
guy_laliberte,2020,1117
guy_laliberte,2021,1200
guy_laliberte,2022,1152
guy_laliberte,2023,1084
guy_laliberte,2024,1057
guy_laliberte,2025,1100
guy_weston,2024,5550
guy_weston,2025,5135
gv_krishna_reddy,2010,1167
gv_prasad,2015,1274
gv_prasad,2017,1216
gv_prasad,2020,1016
gv_prasad,2021,1200
gv_prasad,2022,960
gv_prasad,2023,994
gv_prasad,2024,1321
gv_prasad,2025,1375
gwendolyn_sontheim_meyer,2012,3801
gwendolyn_sontheim_meyer,2013,3855
gwendolyn_sontheim_meyer,2014,5366
gwendolyn_sontheim_meyer,2015,4099
gwendolyn_sontheim_meyer,2016,4006
gwendolyn_sontheim_meyer,2017,4755
gwendolyn_sontheim_meyer,2018,5108
gwendolyn_sontheim_meyer,2019,4471
gwendolyn_sontheim_meyer,2020,3048
gwendolyn_sontheim_meyer,2021,4000
gwendolyn_sontheim_meyer,2022,5279
gwendolyn_sontheim_meyer,2023,3887
gwendolyn_sontheim_meyer,2024,4052
gwendolyn_sontheim_meyer,2025,4218
gwynne_shotwell,2025,1100
gyorgy_gattyan,2024,969
h_lawrence_culp_jr,2022,1920
h_lawrence_culp_jr,2023,1446
h_lawrence_culp_jr,2024,1850
h_lawrence_culp_jr,2025,2109
h_ross_perot_sr,2001,5631
h_ross_perot_sr,2002,5670
h_ross_perot_sr,2003,5316
h_ross_perot_sr,2004,5198
h_ross_perot_sr,2005,5538
h_ross_perot_sr,2006,5362
h_ross_perot_sr,2007,5456
h_ross_perot_sr,2008,5228
h_ross_perot_sr,2009,5301
h_ross_perot_sr,2010,3851
h_ross_perot_sr,2011,3974
h_ross_perot_sr,2012,4032
h_ross_perot_sr,2013,3968
h_ross_perot_sr,2014,3913
h_ross_perot_sr,2015,4099
h_ross_perot_sr,2016,4229
h_ross_perot_sr,2017,4424
h_ross_perot_sr,2018,4456
h_ross_perot_sr,2019,4263
h_wayne_huizenga,2001,3260
h_wayne_huizenga,2002,2617
h_wayne_huizenga,2003,2442
h_wayne_huizenga,2004,2462
h_wayne_huizenga,2005,2447
h_wayne_huizenga,2006,2618
h_wayne_huizenga,2007,2604
h_wayne_huizenga,2008,2918
h_wayne_huizenga,2009,2356
h_wayne_huizenga,2010,2450
h_wayne_huizenga,2011,2571
h_wayne_huizenga,2012,2649
h_wayne_huizenga,2013,2778
h_wayne_huizenga,2014,2795
h_wayne_huizenga,2015,2880
h_wayne_huizenga,2016,2893
h_wayne_huizenga,2017,2986
h_wayne_huizenga,2018,3043
habil_khorakiwala,2008,1337
habil_khorakiwala,2013,1757
habil_khorakiwala,2015,2326
habil_khorakiwala,2016,1113
