person,time,gross_margin_pct
kim_kardashian,2020,6.7
kim_kardashian,2021,20.4
larry_ellison,2015,62.0
larry_ellison,2016,60.5
larry_ellison,2017,61.0
larry_ellison,2018,61.0
larry_silverstein,2020,37.8
larry_silverstein,2021,39.9
larry_silverstein,2022,38.4
larry_silverstein,2023,41.6
larry_silverstein,2024,41.1
larry_silverstein,2025,42.5
lauren_leichtman,2017,48.1
lauren_leichtman,2018,11.1
lauren_leichtman,2019,50.3
lauren_leichtman,2020,11.4
lauren_leichtman,2021,11.5
lauren_leichtman,2022,12.8
lauren_leichtman,2023,10.2
lauren_leichtman,2024,10.4
lauren_leichtman,2025,10.9
laurene_powell_jobs,2016,39.1
laurene_powell_jobs,2017,8.7
laurene_powell_jobs,2018,9.1
leo_koguan,2008,33.6
leo_koguan,2009,33.7
leo_koguan,2010,33.9
les_wexner,2018,39.3
les_wexner,2019,37.0
les_wexner,2020,13.9
les_wexner,2021,21.9
les_wexner,2022,18.3
les_wexner,2023,43.1
les_wexner,2024,43.6
les_wexner,2025,44.3
les_wexner,2026,43.7
liesel_pritzker_simmons,2008,16.8
liesel_pritzker_simmons,2009,17.9
liesel_pritzker_simmons,2010,17.1
liesel_pritzker_simmons,2011,16.7
liesel_pritzker_simmons,2012,15.9
liesel_pritzker_simmons,2013,15.8
liesel_pritzker_simmons,2014,15.6
liesel_pritzker_simmons,2015,15.6
liesel_pritzker_simmons,2016,15.3
liesel_pritzker_simmons,2017,15.6
liesel_pritzker_simmons,2018,15.9
liesel_pritzker_simmons,2019,16.5
liesel_pritzker_simmons,2020,17.5
liesel_pritzker_simmons,2021,19.2
liesel_pritzker_simmons,2022,19.5
liesel_pritzker_simmons,2023,19.0
liesel_pritzker_simmons,2024,17.9
liesel_pritzker_simmons,2025,17.9
lisa_su,2016,23.2
lisa_su,2017,34.0
lisa_su,2018,8.3
lisa_su,2019,14.1
lisa_su,2020,14.9
lisa_su,2021,48.2
lisa_su,2022,44.9
lisa_su,2023,46.1
lisa_su,2024,49.4
lisa_su,2025,49.5
lucy_stitzer,2013,91.7
lucy_stitzer,2017,21.9
lucy_stitzer,2018,4.1
lucy_stitzer,2019,3.1
lucy_stitzer,2020,4.3
lucy_stitzer,2021,29.7
lucy_stitzer,2022,25.8
lucy_stitzer,2023,17.7
lucy_stitzer,2024,16.1
lucy_stitzer,2025,7.3
marc_benioff,2008,77.1
marc_benioff,2009,79.5
marc_benioff,2010,21.9
marc_benioff,2011,22.0
marc_benioff,2012,21.9
marc_benioff,2013,21.4
marc_benioff,2014,21.4
marc_benioff,2015,20.3
marc_benioff,2016,20.5
marc_benioff,2017,19.9
marco_degeorge,2019,46.5
marco_degeorge,2020,56.0
marco_degeorge,2021,59.0
marco_degeorge,2022,62.4
marco_degeorge,2023,65.3
marco_degeorge,2024,68.0
marco_degeorge,2025,66.5
mark_attanasio,2016,46.7
mark_attanasio,2017,47.0
mark_attanasio,2018,49.5
mark_attanasio,2019,49.8
martha_ingram,2017,24.1
martha_ingram,2018,23.9
martha_ingram,2019,6.2
martha_ingram,2020,7.0
martha_ingram,2021,26.1
martha_ingram,2022,24.9
martha_ingram,2023,23.8
martha_ingram,2024,23.0
martha_ingram,2025,23.9
martine_rothblatt,2009,88.3
martine_rothblatt,2010,24.0
martine_rothblatt,2011,22.7
martine_rothblatt,2012,22.1
martine_rothblatt,2013,22.2
martine_rothblatt,2014,25.6
martine_rothblatt,2015,25.9
martine_rothblatt,2016,23.8
martine_rothblatt,2017,23.9
martine_rothblatt,2018,21.5
martine_rothblatt,2019,19.5
martine_rothblatt,2020,92.7
marty_horton,2010,2.9
marty_horton,2011,4.4
mary_alice_dorrance_malone,2017,10.2
mary_alice_dorrance_malone,2018,8.3
mary_alice_dorrance_malone,2019,7.5
mary_alice_dorrance_malone,2020,8.6
matthew_prince,2017,78.7
matthew_prince,2018,77.4
matthew_prince,2019,77.9
matthew_prince,2020,76.6
matthew_prince,2021,77.6
matthew_prince,2022,76.1
matthew_prince,2023,76.3
matthew_prince,2024,77.3
matthew_prince,2025,74.5
melinda_french_gates,2008,16.8
melinda_french_gates,2009,17.9
melinda_french_gates,2010,17.1
melinda_french_gates,2011,16.7
melinda_french_gates,2012,15.9
melinda_french_gates,2013,15.8
melinda_french_gates,2014,15.6
melinda_french_gates,2015,15.6
melinda_french_gates,2016,15.3
melinda_french_gates,2017,15.6
melinda_french_gates,2018,15.9
melinda_french_gates,2019,16.5
melinda_french_gates,2020,17.5
melinda_french_gates,2021,19.2
melinda_french_gates,2022,19.5
melinda_french_gates,2023,19.0
melinda_french_gates,2024,17.9
melinda_french_gates,2025,17.9
michael_dell,2018,26.0
michael_dell,2019,27.6
michael_dell,2020,8.3
michael_dell,2021,31.2
michael_dell,2022,5.6
michael_dell,2023,22.2
michael_dell,2024,23.6
michael_dell,2025,5.9
michael_dell,2026,20.0
michael_krasny,2016,17.2
michael_krasny,2017,16.6
michael_krasny,2018,4.4
michael_krasny,2019,3.0
michael_krasny,2020,4.6
michael_krasny,2021,29.1
michael_krasny,2022,27.5
michael_saylor,2009,82.4
michael_saylor,2010,76.7
michael_saylor,2011,21.8
michael_saylor,2012,21.0
michael_saylor,2013,23.1
michael_saylor,2014,20.2
michael_saylor,2015,22.7
michael_saylor,2016,22.8
michael_saylor,2017,22.5
michael_saylor,2018,21.3
michael_saylor,2019,22.4
michael_saylor,2020,23.0
michael_saylor,2021,82.0
michael_saylor,2022,79.4
michael_saylor,2023,77.8
michael_saylor,2024,72.1
michael_xie,2017,74.2
michael_xie,2018,75.0
michael_xie,2019,76.5
michael_xie,2020,78.0
michael_xie,2021,76.6
michael_xie,2022,75.4
michael_xie,2023,76.7
michael_xie,2024,80.6
michael_xie,2025,80.5
mike_speiser,2017,65.9
mike_speiser,2018,65.5
mike_speiser,2019,66.4
mike_speiser,2020,69.0
mike_speiser,2021,68.2
mike_speiser,2022,67.5
mike_speiser,2023,68.9
mike_speiser,2024,71.4
mike_speiser,2025,69.8
min_kao,2017,57.6
min_kao,2018,59.1
min_kao,2019,17.0
min_kao,2020,18.9
min_kao,2021,58.0
min_kao,2022,57.7
min_kao,2023,57.5
min_kao,2024,58.7
min_kao,2025,58.7
mitchell_jacobson,2016,45.0
mitchell_jacobson,2017,44.5
mitchell_jacobson,2018,11.2
mitchell_jacobson,2019,10.5
mitchell_rales,2016,55.3
mitchell_rales,2017,15.5
mitchell_rales,2018,14.9
mortimer_zuckerman,2017,61.7
mortimer_zuckerman,2018,60.7
mortimer_zuckerman,2019,61.7
mortimer_zuckerman,2020,61.3
mortimer_zuckerman,2021,62.8
mortimer_zuckerman,2022,62.1
mortimer_zuckerman,2023,61.1
mortimer_zuckerman,2024,59.9
mortimer_zuckerman,2025,59.1
nicholas_howley,2019,35.1
nicholas_howley,2020,47.7
nicholas_howley,2021,49.6
nicholas_howley,2022,39.6
nicholas_howley,2023,43.1
nicholas_howley,2024,56.5
nicholas_howley,2025,57.5
nicholas_woodman,2012,43.2
nicholas_woodman,2013,36.7
nicholas_woodman,2014,45.0
nicholas_woodman,2015,41.6
nicholas_woodman,2016,39.0
nicholas_woodman,2017,32.6
nicholas_woodman,2018,31.5
nicholas_woodman,2019,34.6
nicholas_woodman,2020,35.3
nicholas_woodman,2021,41.1
nicholas_woodman,2022,37.2
nicholas_woodman,2023,32.2
nicholas_woodman,2024,33.8
nicholas_woodman,2025,33.6
nick_caporella,2016,34.3
nick_caporella,2017,39.4
nick_caporella,2018,10.2
nick_caporella,2019,8.3
nick_caporella,2020,9.9
nick_caporella,2021,9.4
nick_caporella,2022,36.7
nick_caporella,2023,33.8
nick_caporella,2024,36.0
nick_caporella,2025,37.0
niraj_shah,2012,24.2
niraj_shah,2013,24.5
niraj_shah,2014,23.6
niraj_shah,2015,24.0
niraj_shah,2016,23.9
niraj_shah,2017,23.7
norma_lerner,2015,95.7
norma_lerner,2016,29.2
norma_lerner,2017,26.9
norman_asbjornson,2009,27.5
norman_asbjornson,2010,22.6
norman_asbjornson,2011,17.4
norman_asbjornson,2012,6.2
norman_asbjornson,2013,6.3
norman_asbjornson,2014,7.1
norman_asbjornson,2015,8.2
norman_asbjornson,2016,6.9
norman_asbjornson,2017,7.7
norman_braman,2013,70.9
norman_braman,2014,71.2
norman_braman,2015,73.3
norman_braman,2016,73.9
norman_braman,2017,73.5
norman_braman,2018,73.1
pat_stryker,2016,66.3
pat_stryker,2017,65.7
pat_stryker,2018,18.1
pat_stryker,2019,18.2
pat_stryker,2020,18.9
pat_stryker,2021,17.8
pat_stryker,2022,17.5
pat_stryker,2023,18.1
pat_stryker,2024,18.5
pat_stryker,2025,18.4
patrick_hanrahan,2008,77.1
patrick_hanrahan,2009,79.5
patrick_hanrahan,2010,21.9
patrick_hanrahan,2011,22.0
patrick_hanrahan,2012,21.9
patrick_hanrahan,2013,21.4
patrick_hanrahan,2014,21.4
patrick_hanrahan,2015,20.3
patrick_hanrahan,2016,20.5
patrick_hanrahan,2017,19.9
patrizio_vinciarelli,2023,50.6
patrizio_vinciarelli,2024,51.2
patrizio_vinciarelli,2025,57.3
peter_gassner,2012,52.6
peter_gassner,2013,17.8
peter_gassner,2014,60.7
peter_gassner,2015,17.8
peter_gassner,2016,18.2
peter_gassner,2017,19.1
peter_gassner,2018,18.4
peter_gassner,2019,19.5
peter_gassner,2020,19.7
phil_knight,2017,44.6
phil_knight,2018,43.8
phil_knight,2019,44.7
phil_knight,2020,43.4
phil_knight,2021,44.8
phil_knight,2022,46.0
phil_knight,2023,43.5
phil_knight,2024,44.6
phil_knight,2025,42.7
phil_ruffin,2011,2.3
phil_ruffin,2012,2.4
phil_ruffin,2013,1.6
phil_ruffin,2014,1.0
phil_ruffin,2015,1.8
phil_ruffin,2016,3.1
phil_ruffin,2017,2.3
phil_ruffin,2018,3.2
phil_ruffin,2019,2.6
pierre_omidyar,2009,71.6
pierre_omidyar,2010,72.0
pierre_omidyar,2011,20.1
pierre_omidyar,2012,19.7
pierre_omidyar,2013,19.2
pierre_omidyar,2014,18.6
raj_sardana,2016,33.7
raj_sardana,2017,37.9
raj_sardana,2018,39.5
raj_sardana,2019,40.1
raj_sardana,2020,28.8
raj_sardana,2021,25.0
raj_sardana,2022,34.2
raj_sardana,2023,34.2
raj_sardana,2024,36.9
raj_sardana,2025,42.8
ralph_lauren,2017,54.9
ralph_lauren,2018,60.7
ralph_lauren,2019,61.6
ralph_lauren,2020,59.3
ralph_lauren,2021,65.0
ralph_lauren,2022,66.7
ralph_lauren,2023,64.7
ralph_lauren,2024,66.8
ralph_lauren,2025,68.6
randal_j_kirk,2016,20.4
randal_j_kirk,2017,19.3
randal_j_kirk,2018,19.2
randal_j_kirk,2019,20.1
randal_j_kirk,2020,20.0
randal_j_kirk,2021,18.8
randal_j_kirk,2022,18.9
randal_j_kirk,2023,15.8
randal_j_kirk,2024,19.0
randal_j_kirk,2025,19.7
ray_davis,2010,11.0
ray_davis,2011,9.9
ray_davis,2012,8.4
ray_davis,2013,3.1
ray_davis,2014,3.4
reagan_horton,2010,2.9
reagan_horton,2011,4.4
reed_hastings,2007,34.8
reed_hastings,2008,33.3
reed_hastings,2009,35.4
reed_hastings,2010,37.2
reed_hastings,2011,9.4
reed_hastings,2012,6.9
reed_hastings,2013,8.3
reed_hastings,2014,8.5
reed_hastings,2015,8.5
reed_hastings,2016,9.3
reed_hastings,2017,10.1
reed_hastings,2018,9.2
reed_hastings,2019,9.9
reed_hastings,2020,9.9
ric_elias,2017,36.3
ric_elias,2018,11.1
ric_elias,2019,9.9
ric_elias,2020,37.4
ric_elias,2021,34.1
ric_elias,2022,39.8
ric_elias,2023,34.3
ric_elias,2024,38.8
ric_elias,2025,41.3
ric_elias,2026,40.8
richard_hayne,2017,35.1
richard_hayne,2018,32.5
richard_hayne,2019,34.1
richard_hayne,2020,31.1
richard_hayne,2021,25.0
richard_hayne,2022,32.8
richard_hayne,2023,29.8
richard_hayne,2024,33.3
richard_hayne,2025,34.7
richard_kurtz,2022,31.8
richard_kurtz,2023,33.4
richard_kurtz,2024,34.0
richard_kurtz,2025,33.8
richard_sands,2017,48.1
richard_sands,2018,11.1
richard_sands,2019,50.3
richard_sands,2020,11.4
richard_sands,2021,11.5
richard_sands,2022,12.8
richard_sands,2023,10.2
richard_sands,2024,10.4
richard_sands,2025,10.9
richard_schulze,2017,24.0
richard_schulze,2018,23.4
richard_schulze,2019,7.7
richard_schulze,2020,23.0
richard_schulze,2021,22.4
richard_schulze,2022,22.5
richard_schulze,2023,21.4
richard_schulze,2024,22.1
richard_schulze,2025,22.6
rick_caruso,2014,30.0
rick_caruso,2016,9.3
rick_caruso,2017,9.2
rick_cohen,2020,-20.6
rick_cohen,2021,4.1
rick_cohen,2022,16.8
rick_cohen,2023,16.1
rick_cohen,2024,5.4
rick_cohen,2025,18.8
rick_smith,2016,63.6
rick_smith,2017,60.2
rick_smith,2018,15.6
rick_smith,2019,17.5
rick_smith,2020,61.1
rick_smith,2021,62.7
rick_smith,2022,61.2
rick_smith,2023,61.1
rick_smith,2024,59.6
rick_smith,2025,59.7
robert_fisher,2017,36.3
robert_fisher,2018,11.1
robert_fisher,2019,9.9
robert_fisher,2020,37.4
robert_fisher,2021,34.1
robert_fisher,2022,39.8
robert_fisher,2023,34.3
robert_fisher,2024,38.8
robert_fisher,2025,41.3
robert_fisher,2026,40.8
robert_johnson,2017,66.7
robert_johnson,2018,16.5
robert_johnson,2019,16.6
robert_johnson,2021,65.6
robert_johnson,2022,68.2
robert_johnson,2023,17.1
robert_johnson,2024,69.1
robert_johnson,2025,67.9
robert_muglia,2019,46.5
robert_muglia,2020,56.0
robert_muglia,2021,59.0
robert_muglia,2022,62.4
robert_muglia,2023,65.3
robert_muglia,2024,68.0
robert_muglia,2025,66.5
robert_pera,2013,55.0
robert_pera,2014,50.4
robert_pera,2016,48.7
robert_pera,2017,45.7
robert_pera,2018,11.9
robert_pera,2019,11.4
robert_pera,2020,11.8
robert_pera,2021,48.1
robert_pera,2022,39.6
robert_pera,2023,39.2
robert_pera,2024,38.4
robert_pera,2025,43.4
robert_sands,2017,48.1
robert_sands,2018,11.1
robert_sands,2019,50.3
robert_sands,2020,11.4
robert_sands,2021,11.5
robert_sands,2022,12.8
robert_sands,2023,10.2
robert_sands,2024,10.4
robert_sands,2025,10.9
rodney_sacks,2016,63.7
rodney_sacks,2017,63.5
rodney_sacks,2018,14.5
rodney_sacks,2019,14.5
rodney_sacks,2020,15.0
rodney_sacks,2021,56.1
rodney_sacks,2022,50.3
rodney_sacks,2023,53.1
rodney_sacks,2024,54.0
rodney_sacks,2025,55.8
ron_corio,2018,4.0
ron_corio,2019,23.3
ron_corio,2020,23.2
ron_corio,2021,9.7
ron_corio,2022,13.9
ron_corio,2023,26.4
ron_corio,2024,32.5
ron_corio,2025,23.2
ronald_lauder,2017,79.4
ronald_lauder,2018,19.0
ronald_lauder,2019,18.5
ronald_lauder,2020,11.6
ronald_lauder,2021,76.4
ronald_lauder,2022,75.7
ronald_lauder,2023,71.3
ronald_lauder,2024,71.7
ronald_lauder,2025,74.0
ronda_stryker,2016,66.3
ronda_stryker,2017,65.7
ronda_stryker,2018,18.1
ronda_stryker,2019,18.2
ronda_stryker,2020,18.9
ronda_stryker,2021,17.8
ronda_stryker,2022,17.5
ronda_stryker,2023,18.1
ronda_stryker,2024,18.5
ronda_stryker,2025,18.4
ross_perot_jr,2017,78.7
ross_perot_jr,2018,77.4
ross_perot_jr,2019,77.9
ross_perot_jr,2020,76.6
ross_perot_jr,2021,77.6
ross_perot_jr,2022,76.1
ross_perot_jr,2023,76.3
ross_perot_jr,2024,77.3
ross_perot_jr,2025,74.5
ryan_horton,2010,2.9
ryan_horton,2011,4.4
s_curtis_johnson,2016,33.3
s_curtis_johnson,2017,31.7
s_curtis_johnson,2018,8.4
s_curtis_johnson,2019,9.0
s_curtis_johnson,2020,32.8
s_curtis_johnson,2021,30.4
s_curtis_johnson,2022,31.4
s_curtis_johnson,2023,29.9
s_curtis_johnson,2024,30.1
s_curtis_johnson,2025,29.8
safra_catz,2015,62.0
safra_catz,2016,60.5
safra_catz,2017,61.0
safra_catz,2018,61.0
sanjit_biswas,2021,69.8
sanjit_biswas,2022,70.9
sanjit_biswas,2023,72.0
sanjit_biswas,2024,73.6
sanjit_biswas,2025,76.1
sanjit_biswas,2026,76.7
sarah_humphreys_atkins,2008,77.1
sarah_humphreys_atkins,2009,79.5
sarah_humphreys_atkins,2010,21.9
sarah_humphreys_atkins,2011,22.0
sarah_humphreys_atkins,2012,21.9
sarah_humphreys_atkins,2013,21.4
sarah_humphreys_atkins,2014,21.4
sarah_humphreys_atkins,2015,20.3
sarah_humphreys_atkins,2016,20.5
sarah_humphreys_atkins,2017,19.9
seth_boro,2022,22.9
seth_boro,2023,25.4
seth_boro,2024,29.2
seth_boro,2025,29.4
sharron_hunt,2016,44.9
sharron_hunt,2017,13.5
sharron_hunt,2018,14.1
stephen_ketchum,2014,10.1
stephen_ketchum,2015,10.4
stephen_ketchum,2016,11.2
stephen_ketchum,2017,11.6
stephen_ketchum,2018,10.4
stephen_ross,2017,39.8
stephen_ross,2018,41.3
stephen_ross,2019,38.1
stephen_ross,2020,40.2
stephen_ross,2021,41.3
stephen_ross,2022,39.9
stephen_ross,2023,39.6
steve_ballmer,2008,21.5
steve_ballmer,2009,18.0
steve_ballmer,2010,20.6
steven_conine,2015,95.7
steven_conine,2016,29.2
steven_conine,2017,26.9
steven_rales,2016,55.3
steven_rales,2017,15.5
steven_rales,2018,14.9
stuart_miller,2015,6.9
stuart_miller,2016,6.2
stuart_miller,2017,5.9
stuart_miller,2018,6.2
stuart_miller,2019,6.2
stuart_miller,2020,7.0
susan_ocampo,2010,36.0
susan_ocampo,2011,11.2
susan_ocampo,2012,10.4
susan_ocampo,2017,46.8
susan_ocampo,2018,43.1
susan_ocampo,2019,10.6
susan_ocampo,2020,14.7
susan_ocampo,2021,56.3
susan_ocampo,2022,60.2
susan_ocampo,2023,59.5
susan_ocampo,2024,54.0
susan_ocampo,2025,54.7
tamara_gustavson,2013,70.9
tamara_gustavson,2014,71.2
tamara_gustavson,2015,73.3
tamara_gustavson,2016,73.9
tamara_gustavson,2017,73.5
tamara_gustavson,2018,73.1
thierry_cruanes,2019,46.5
thierry_cruanes,2020,56.0
thierry_cruanes,2021,59.0
thierry_cruanes,2022,62.4
thierry_cruanes,2023,65.3
thierry_cruanes,2024,68.0
thierry_cruanes,2025,66.5
thomas_siebel,2019,66.8
thomas_siebel,2020,75.2
thomas_siebel,2021,75.7
thomas_siebel,2022,74.8
thomas_siebel,2023,67.6
thomas_siebel,2024,57.5
thomas_siebel,2025,60.6
thomas_tull,2017,-6.7
thomas_tull,2018,20.0
thomas_tull,2019,11.2
thomas_tull,2020,6.2
thomas_tull,2021,25.2
thomas_tull,2022,-5.7
thomas_tull,2023,-24.1
thomas_tull,2024,12.8
tim_cook,2016,39.1
tim_cook,2017,8.7
tim_cook,2018,9.1
timothy_boyle,2016,46.7
timothy_boyle,2017,47.0
timothy_boyle,2018,49.5
timothy_boyle,2019,49.8
todd_boehly,2018,39.3
todd_boehly,2019,37.0
todd_boehly,2020,13.9
todd_boehly,2021,21.9
todd_boehly,2022,18.3
todd_boehly,2023,43.1
todd_boehly,2024,43.6
todd_boehly,2025,44.3
todd_boehly,2026,43.7
tom_ford,2011,65.9
tom_ford,2012,57.3
tom_ford,2013,63.4
tom_ford,2014,63.6
tom_ford,2015,67.2
tom_ford,2016,71.3
tom_ford,2017,74.1
trevor_rees_jones,2009,-9.3
trevor_rees_jones,2010,3.5
trevor_rees_jones,2011,6.3
ty_warner,2016,39.1
ty_warner,2017,8.7
ty_warner,2018,9.1
warren_stephens,2010,32.0
warren_stephens,2011,10.6
warren_stephens,2012,10.4
warren_stephens,2013,10.7
warren_stephens,2014,9.9
warren_stephens,2015,10.4
warren_stephens,2016,9.1
warren_stephens,2017,9.0
warren_stephens,2018,9.8
warren_stephens,2019,9.1
warren_stephens,2020,31.0
warren_stephens,2021,27.8
warren_stephens,2022,41.4
warren_stephens,2023,41.3
warren_stephens,2024,39.6
warren_stephens,2025,38.9
wayne_weaver,2017,28.9
wayne_weaver,2018,6.9
wayne_weaver,2019,30.0
wayne_weaver,2020,6.7
wayne_weaver,2021,28.7
wayne_weaver,2022,39.6
wayne_weaver,2023,37.1
wayne_weaver,2024,35.8
wayne_weaver,2025,35.6
weili_dai,2020,50.3
weili_dai,2021,50.1
weili_dai,2022,46.3
weili_dai,2023,50.5
weili_dai,2024,41.6
weili_dai,2025,41.3
weili_dai,2026,51.0
william_fisher,2017,36.3
william_fisher,2018,11.1
william_fisher,2019,9.9
william_fisher,2020,37.4
william_fisher,2021,34.1
william_fisher,2022,39.8
william_fisher,2023,34.3
william_fisher,2024,38.8
william_fisher,2025,41.3
william_fisher,2026,40.8
william_foley,2022,31.8
william_foley,2023,33.4
william_foley,2024,34.0
william_foley,2025,33.8
william_franke,2017,48.1
william_franke,2018,11.1
william_franke,2019,50.3
william_franke,2020,11.4
william_franke,2021,11.5
william_franke,2022,12.8
william_franke,2023,10.2
william_franke,2024,10.4
william_franke,2025,10.9
william_hockey,2015,15.7
william_hockey,2016,3.2
william_hockey,2017,3.5
william_lauder,2017,79.4
william_lauder,2018,19.0
william_lauder,2019,18.5
william_lauder,2020,11.6
william_lauder,2021,76.4
william_lauder,2022,75.7
william_lauder,2023,71.3
william_lauder,2024,71.7
william_lauder,2025,74.0
william_stone,2014,46.5
william_stone,2015,46.8
william_stone,2016,13.2
william_stone,2017,12.7
william_young,2023,91.2
william_young,2024,88.3
william_young,2025,82.4
willis_j_johnson,2014,10.1
willis_j_johnson,2015,10.4
willis_j_johnson,2016,11.2
willis_j_johnson,2017,11.6
willis_j_johnson,2018,10.4
winnie_johnson_marquart,2021,44.5
winnie_johnson_marquart,2022,36.5
winnie_johnson_marquart,2023,4.3
winnie_johnson_marquart,2024,4.2
winnie_johnson_marquart,2025,8.3
zachary_stern,2017,48.1
zachary_stern,2018,11.1
zachary_stern,2019,50.3
zachary_stern,2020,11.4
zachary_stern,2021,11.5
zachary_stern,2022,12.8
zachary_stern,2023,10.2
zachary_stern,2024,10.4
zachary_stern,2025,10.9
