person,name,last_name,chinese_name,gender,birth_year,country,industry,company,source,title,ticker,equity_stake_pct,voting_control_pct,total_comp_m,base_salary_k,stock_awards_m
christopher_cline,Christopher Cline,Cline,克里斯托弗·克莱恩,Male,1961,usa,Energy,Foresight Energy Partner,coal,,,,,,,
christopher_goldsbury,Christopher Goldsbury,Goldsbury,克里斯托弗·戈德斯伯里,Male,1943,usa,Food & Beverage,Pace Salsa,Salsa,"Chief Executive Officer, Silver Ventures",,,,,,
christopher_reyes,J. Christopher Reyes,Reyes,克里斯托弗·雷耶斯,Male,1954,usa,Food & Beverage,Reyes,Food distribution,"Co-Chairman, Reyes Holdings",,,,,,
christopher_stolte,Christopher Stolte,Stolte,,Male,1973,usa,Technology,,software,,CRM,,,,,
christy_walton,Christy Walton,Walton,克里斯蒂·沃尔顿,Female,1949,usa,Fashion & Retail,Walmart,Walmart,,WMT,,,,,
chuck_bundrant,Chuck Bundrant,Bundrant,Chuck Bundrant,Male,1944,usa,Food & Beverage,Trident Seafoods,fishing,,,,,,,
claire_bristow,Claire Bristow,Bristow,Claire H. Bristow,Female,1967,usa,Finance & Investments,First Citizens Bank,banking,,FCNCB,,,6.57,725.0,
clark_hunt,Clark Hunt,Hunt,Clark Hunt,Male,1965,usa,Sports,Chiefs,Kansas City Chiefs,,,,,,,
clayton_mathile,Clayton Mathile,Mathile,克莱顿·马修,Male,1943,usa,Food & Beverage,Lams,Pet food,,,,,,,
clemmie_spangler_jr,"Clemmie Spangler, Jr.",Spangler,,Male,1934,usa,Finance and Investments,Bank Of America,investments,,,,,,,
cliff_asness,Clifford Asness,Asness,克里夫·阿斯尼斯,Male,1967,usa,Finance & Investments,AQR Capital,Money management,AQR Capital Management,,,,,,
clifford_illig,Clifford Illig,Illig,,Male,1953,usa,Health care,,health care,,,,,,,
conrad_prebys,Conrad Prebys,Prebys,,Male,1936,usa,Real Estate,,real estate,,,,,,,
craig_abod,Craig Abod,Abod,,Male,1963,usa,Technology,,Information Technology,,,,,,,
craig_c_culver,Craig C Culver,,Craig C. Culver,Male,1951,usa,Food & Beverages,Culver's,,,,,,,,
craig_mccaw,Craig McCaw,McCaw,克雷格·麦考,Male,1950,usa,Telecom,AT&T,Telecom,,LUMN,,,,,
craig_newmark,Craig Newmark,Newmark,,Male,1955,usa,Technology,,Craigslist,,,,,,,
dagmar_dolby,Dagmar Dolby,Dolby,达格玛·杜比,Female,1941,usa,Technology,Dolby Laboratories,Dolby Laboratories,,DLB,,,,,
damian_ornani,Damian Ornani,,Damian Ornani,Male,,usa,Financial Services,Fisher Investments,,,,,,,,
dan_cathy,Dan Cathy,Cathy,丹·凯西,Male,1953,usa,Food & Beverage,Chick - Fil - A,Chick-fil-A,,,,,,,
dan_duncan,Dan Duncan,Duncan,,Male,1935,usa,Energy,,energy,,,,,,,
dan_friedkin,Dan Friedkin,Friedkin,丹·弗里德金,Male,1965,usa,Automotive,Gulf States Toyota,Toyota dealerships,"owner and ceo, The Friedkin Group",,,,,,
dan_kurzius,Dan Kurzius,Kurzius,Dan Kurzius,Male,1972,usa,Technology,Mailchimp,Email marketing,,INTU,,,,,
dan_morehead,Dan Morehead,,Dan Morehead,Male,,usa,Crypto Currency,Pandera Capital,,,,,,,,
dan_snyder,Dan Snyder,Snyder,丹·斯奈德,Male,1965,usa,Sports,Washington Redskins,Washington Commanders,,,,,,,
dan_wilks,Dan Wilks,Wilks,丹·威尔克斯,Male,1956,usa,Energy,Wilks Masonry,Natural gas,,BATL,,,,,
daniel_d_aniello,Daniel D'Aniello,D'Aniello,Daniel D'Aniello,Male,1947,usa,Finance & Investments,Carlyle,Private equity,,CG,,,,,
daniel_gilbert,Daniel Gilbert,Gilbert,吉尔·伯特,Male,1962,usa,Finance & Investments,Rocket Companies,Rocket Mortgage,,RKT,,,,,
daniel_harrison_iii,"Daniel Harrison, III.",Harrison,丹尼尔·哈里森三世,Male,1950,usa,Oil,Royal Dutch Shell,oil and gas,,,,,,,
daniel_hirschfeld,Daniel Hirschfeld,Hirschfeld,Daniel Hirschfeld,Male,1941,usa,Fashion & Retail,The Buckle,Fashion retail,,BKE,,,,,
daniel_hunt,Daniel Hunt,Hunt,Daniel Hunt,Male,1977,usa,Sports,Chiefs,Kansas City Chiefs,,,,,,,
daniel_loeb,Daniel Loeb,Loeb,丹尼尔·勒布,Male,1962,usa,Finance & Investments,Third Point,Hedge funds,"Founder, Third Point",SPNT,,,,,
daniel_lubetzky,Daniel Lubetzky,Lubetzky,Daniel Lubetzky,Male,1969,usa,Food & Beverage,Kind Healthy Snacks,Snack bars,,,,,,,
daniel_och,Daniel Och,Och,Daniel Och,Male,1961,usa,Finance & Investments,Och-Ziff Capital Management,Hedge funds,"Founder, Och-Ziff Capital Management",,,,,,
daniel_pritzker,Daniel Pritzker,Pritzker,丹尼尔·普里兹克,Male,1960,usa,Finance & Investments,Hyatt,"Hotels, investments",,H,1.8,22.7,6.87,655.444,
daniel_sundheim,Daniel Sundheim,Sundheim,Daniel Sundheim,Male,1977,usa,Finance & Investments,D1 Capital,Hedge funds,,,,,,,
daniel_ziff,Daniel Ziff,Ziff,丹尼尔·齐夫,Male,1972,usa,Finance & Investments,Investments,Investments,,RBLX,,,,,
daniela_amodei,Daniela Amodei,Amodei,,Female,1988,usa,Technology,,Artificial intelligence,,BXP,,,,,
dannine_avara,Dannine Avara,Avara,丹宁·阿瓦拉,Female,1964,usa,Energy,Enterprise Products,Pipelines,,EPD,,,,,
danny_harris,Danny Harris,Harris,,Male,1972,usa,Fashion & Retail,,Alo Yoga,,PINS,,,,,
darcie_glazer_kassewitz,Darcie Glazer Kassewitz,Glazer Kassewitz,Darcie Glazer Kassewitz,Female,1968,usa,Sports,Tampa Bay Buccaneers,"Manchester United, Tampa Bay Buccaneers",,MANU,,,,,
dario_amodei,Dario Amodei,Amodei,,Male,1983,usa,Technology,,Artifical intelligence,,COIN,,,,,
darwin_deason,Darwin Deason,Deason,达尔文·迪森,Male,1940,usa,Service,Affiliated Computer Services,Software,,,,,,,
david_adelman,David Adelman,Adelman,David Adelman,Male,1972,usa,Real Estate,Campus Apartments,"Real estate, asset management",,CMCSA,,,,,
david_baszucki,David Baszucki,Baszucki,David Baszucki,Male,1963,usa,Technology,Roblox Corporation,Online games,,RBLX,,,,,
david_blitzer,David Blitzer,Blitzer,David Blitzer,Male,1970,usa,Sports,Harris Blitzer Sports & Entertainment,Sports,,GOOGL,,,,,
david_bonderman,David Bonderman,Bonderman,戴维·邦德曼,Male,1943,usa,Finance & Investments,TPG,Private equity,,TPG,,,,,
david_booth,David Booth,Booth,David Booth,Male,1946,usa,Finance & Investments,Dimensional Fund Advisors,Mutual funds,"Chairman and CEO, Dimensional Fund Advisors",SHLS,,,,,
david_c_paul,David Paul,Paul,David C Paul,Male,1967,usa,Healthcare,Globus Medical,Medical devices,"Founder and Executive Chairman, Globus Medical",GMED,,,3.06,457.419,1.57
david_duffield,David Duffield,Duffield,大卫·杜菲尔德,Male,1941,usa,Technology,Workday,Business software,"Cofounder, Workday",WDAY,,,,,
david_einhorn,David Einhorn,Einhorn,大卫·爱因霍恩,Male,1971,usa,Finance and Investments,Green Light Capital,hedge funds,"Founder & President, Greenlight Capital",SAM,,,,,
david_filo,David Filo,Filo,大卫·费罗,Male,1966,usa,Technology,Yahoo,Yahoo,"Chief Yahoo, Yahoo!",,,,,,
david_geffen,David Geffen,Geffen,大卫·格芬,Male,1943,usa,Media & Entertainment,Geffen Records,"Movies, record labels","Cofounder, DreamWorks Animation",T,,,,,
david_girouard,David Girouard,Girouard,,Male,1968,usa,Finance & Investments,,fintech,,,,,,,
david_golub,David Golub,Golub,David Golub,Male,1962,usa,Finance & Investments,Golub Capital,Private equity,"President, Golub Capital",GBDC,,,,,
david_gottesman,David Gottesman,Gottesman,大卫·戈德曼,Male,1928,usa,Finance & Investments,Berkshire Hathaway,investments,"Chief Executive Officer, First Manhattan Co.",,,,,,
david_green,David Green,Green,大卫·格林,Male,1942,usa,Fashion & Retail,Hobby Lobby,Retail,"CEO, Hobby Lobby",,,,,,
david_hall,David Hall,Hall,David Hall,Male,1954,usa,Automotive,Velodyne Lidar,automotive technology,"Cofounder and CEO, Velodyne Lidar",,,,,,
david_hearst,"David Hearst, Jr.",Hearst,,Male,1948,usa,Media,,Hearst Corp,,,,,,,
david_hindawi,David Hindawi,Hindawi,戴维·欣达维,Male,1945,usa,Technology,Tanium,Software,"Executive Chairman, Tanium",,,,,,
david_hoffmann,David Hoffmann,Hoffmann,David Hoffmann,Male,1953,usa,Diversified,Hoffmann Family of Companies,"Executive search, investments",,LEE,,,,,
david_humphreys,David Humphreys,Humphreys,,Male,1957,usa,Manufacturing,,Residential roofing,,,,,,,
david_kabiller,David Kabiller,Kabiller,大卫·卡比勒,Male,1966,usa,Finance & Investments,AQR Capital,investment management,,,,,,,
david_kaplan,David Kaplan,Kaplan,David Kaplan,Male,1968,usa,Finance & Investments,Ares Management,Finance,,ARES,,,,,
david_katzman,David Katzman,Katzman,,Male,1962,usa,Service,,teeth aligners,,,,,,,
david_koch,David Koch,Koch,大卫·科赫,Male,1942,usa,Diversified,Koch Industries,Koch Industries,"Director Emeritus, Koch Industries",,,,,,
david_lichtenstein,David Lichtenstein,Lichtenstein,David Lichtenstein,Male,1962,usa,Real Estate,Lightstone Group,Real estate,,PACS,,,,,
david_murdock,David Murdock,Murdock,大卫·默多克,Male,1923,usa,Food & Beverage,Dole Foods,"Dole, real estate",,SNAP,,,,,
david_rockefeller_sr,"David Rockefeller, Sr.",Rockefeller,,Male,1918,usa,Finance and Investments,Standard Oil,"real estate, investments",,,,,,,
david_rubenstein,David Rubenstein,Rubenstein,大卫·鲁宾斯坦,Male,1950,usa,Finance & Investments,Carlyle,Private equity,"Cofounder and Co-executive Chairman, Carlyle Group",CG,,,,,
david_shaw,David Shaw,Shaw,大卫·肖,Male,1951,usa,Finance & Investments,DE Shaw,Hedge funds,"Founder, D. E. Shaw & Co., L.P.",,,,,,
david_siegel,David Siegel,Siegel,大卫·西格尔,Male,1961,usa,Finance & Investments,Two Sigma Investments,Hedge funds,"Co-Founder & Co-Chairman, Two Sigma",,,,,,
david_steward,David Steward,Steward,David Steward,Male,1951,usa,Technology,World Wide Technology,IT provider,,,,,,,
david_sun,David Sun,Sun,孙大卫,Male,1952,usa,Technology,Kingston Technology,Computer hardware,"COO, Kingston Technology Corporation",PLTR,,,,,
david_tepper,David Tepper,Tepper,大卫·泰珀,Male,1958,usa,Finance & Investments,Appaloosa Management,Hedge funds,"President and Founder, Appaloosa Management",,,,,,
david_tran,David Tran,Tran,David Tran,Male,1948,usa,Food & Beverage,Huy Fong Foods,Hot sauce,,,,,,,
david_van_andel,David Van Andel,,大卫·范·安德尔,Male,,usa,Retail,Amway,,,,,,,,
david_walentas,David Walentas,Walentas,David Walentas,Male,1939,usa,Real Estate,Two Trees,Real estate,,QS,,,,,
david_william_grainger,David William Grainger,Grainger,,Male,1930,usa,Retail,,electrical and industrial equipment,,,,,,,
david_zalik,David Zalik,Zalik,David Zalik,Male,1974,usa,Technology,Investments,Financial technology,"CEO, GreenSky",GS,,,,,
dean_solon,Dean Solon,Solon,Dean Solon,Male,1965,usa,Energy,Shoals Technologies,Solar systems,,SHLS,,,,,
dean_white,Dean White,White,,Male,1926,usa,Service,,"billboards, hotels",,,,,,,
deng_hui,Deng Hui,Deng,邓晖,Male,1962,usa,Technology,Arcsoft,software,,,,,,,
denise_debartolo_york,Denise York,York,Denise DeBartolo York,Female,1951,usa,Sports,San Francisco 49ers,San Francisco 49ers,"Co-Chairman, San Francisco 49ers",,,,,,
denise_prenosil,Denise Prenosil,Prenosil,,Female,1960,usa,Fashion & Retail,,Dick's Sporting Goods,,DKS,,,,,
dennis_washington,Dennis Washington,Washington,丹尼斯·华盛顿,Male,1934,usa,Logistics,Seaspan,"Construction, mining",,PAG,,,,,
devin_finzer,Devin Finzer,Finzer,,Male,1993,usa,Technology,,online marketplace,,,,,,,
dharmesh_shah,Dharmesh Shah,Shah,达摩什·沙,Male,1968,usa,Technology,BDR Pharmaceuticals International,software,,,,,,,
diane_goldman,Diane Goldman,,Diane Goldman,Female,1946,usa,Real Estate,Solil Management,,,,,,,,
diane_hendricks,Diane Hendricks,Hendricks,黛安·亨德里克斯,Female,1947,usa,Construction & Engineering,ABC Supply,Building supplies,"Cofounder, ABC Supply",,,,,,
diane_kemper,Diane Kemper,Kemper,,Female,1945,usa,Real Estate,,Real estate,,,,,,,
dick_wolf,Dick Wolf,Wolf,,Male,1947,usa,Media & Entertainment,,Law & Order,,,,,,,
dirk_ziff,Dirk Ziff,Ziff,德克·齐夫,Male,1964,usa,Finance & Investments,Investments,Investments,,INTU,,,,,
don_ahern,Don Ahern,Ahern,,Male,1954,usa,Service,,Equipment rental,,,,,,,
don_hankey,Don Hankey,Hankey,唐·汉基,Male,1943,usa,Finance & Investments,Hankey,Auto loans,"Chairman, Hankey Group",,,,,,
don_levin,Don Levin,Levin,Don Levin,Male,1952,usa,Manufacturing,Republic Brands,rolling papers,"Founder, Chairman, Republic Group",,,,,,
don_simplot,Don Simplot,Simplot,唐·辛普洛特,Male,1938,usa,Manufacturing,JR Simplot,fertilizer,,,,,,,
don_vultaggio,Don Vultaggio,Vultaggio,Don Vultaggio,Male,1952,usa,Food & Beverage,Arizona Beverages,Beverages,,,,,,,
donald_bren,Donald Bren,Bren,唐纳德·布伦,Male,1932,usa,Real Estate,Irvine Company,Real estate,"Chairman, Irvine Company",KKR,,,,,
donald_foss,Donald Foss,Foss,唐纳德·福斯,Male,1947,usa,Automotive,Credit Acceptance,auto loans,,,,,,,
donald_friese,Donald Friese,Friese,唐纳德·弗里斯,Male,1941,usa,Manufacturing,CRH,Manufacturing,,,,,,,
donald_graham,Donald Graham,,唐纳德·格雷厄姆,Male,,usa,Media,Graham Holding,,,,,,,,
donald_hall,Donald Hall,Hall,,Male,1931,usa,Fashion and Retail,Hallmark Cards,Hallmark,,,,,,,
donald_horton,Donald Horton,Horton,唐纳德·雷·霍顿,Male,1950,usa,Real Estate,DR Horton Homebuilding,Homebuilding,,,,,,,
donald_newhouse,Donald Newhouse,Newhouse,唐纳德·纽豪斯,Male,1930,usa,Media & Entertainment,Discovery,Media,,,,,,,
donald_schneider,Donald Schneider,Schneider,,Male,1938,usa,Logistics,,trucking,,,,,,,
donald_sterling,Donald Sterling,Sterling,唐纳德·斯特林,Male,1934,usa,Real Estate,Los Angeles Clippers,Real estate,,,,,,,
donald_trump,Donald Trump,Trump,唐纳德·特朗普,Male,1946,usa,Real Estate,The Trump Organization,Real estate,,DJT,52.0,,,,
donna_macmillan,Donna MacMillan,MacMillan,,Female,1935,usa,Food and Beverage,,Cargill Inc.,,,,,,,
doris_fisher,Doris Fisher,Fisher,多丽丝·费舍尔,Female,1932,usa,Fashion & Retail,GAP,Gap,"Cofounder, Gap Inc.",SCHW,,,,,
dorothy_chao_jenkins,Dorothy Chao Jenkins,Chao Jenkins,赵元熹,Female,1946,usa,Manufacturing,Westlake Corporation,"Chemicals, building products",,WLK,,,,,
dorrance_hamilton,Dorrance Hamilton,Hamilton,,Female,1931,usa,Food and Beverage,,Campbell Soup,,,,,,,
doug_meijer,Doug Meijer,Meijer,道格·迈耶,Male,1954,usa,Fashion & Retail,Meijer Supermarket,Supermarkets,,,,,,,
doug_ostrover,Doug Ostrover,Ostrover,,Male,1962,usa,Finance & Investments,,Private equity,,OWL,,,23.91,500.0,22.67
douglas_leone,Douglas Leone,Leone,,Male,1957,usa,Finance & Investments,,Venture capital,Sequoia,ABNB,,,,,
drayton_mclane_jr,"Drayton McLane, Jr.",McLane,德雷顿·麦克拉恩,Male,1936,usa,Fashion & Retail,Walmart,"Walmart, logistics",,WMT,,,,,
drew_houston,Drew Houston,Houston,安德鲁·豪斯顿,Male,1983,usa,Technology,Dropbox,Cloud storage service,"CEO, Dropbox",DBX,,,1.71,756.25,
duan_yongping,Duan Yongping,,段永平,Male,1961,usa,Investments,BBK,,,,,,,,
duke_reyes,Duke Reyes,Reyes,,Male,1957,usa,Food & Beverage,,Beer distribution,,,,,,,
duncan_macmillan,Duncan MacMillan,MacMillan,邓肯·麦克米兰,Male,1938,usa,Finance & Investments,Bloomberg,Bloomberg LP,,,,,,,
dustin_moskovitz,Dustin Moskovitz,Moskovitz,达斯汀·莫斯科维茨,Male,1984,usa,Technology,Facebook,Facebook,"Cofounder, Asana",META,,,,,
dwight_schar,Dwight Schar,Schar,Dwight Schar,Male,1942,usa,Construction & Engineering,NVR,"Homebuilding, NFL team",,CHCI,,,,,
ed_hallen,Ed Hallen,Hallen,,Male,1982,usa,Technology,,Marketing software,,,,,,,
edgar_bronfman,Edgar Bronfman Sr,Bronfman,,Male,1932,usa,Service,,liquor,,,,,,,
edgar_bronfman_jr,Edgar Bronfman Jr,,小埃德加·布朗夫曼,Male,1955,usa,Media & Entertainment,Warner Music,,,,,,,,
edmund_ansin,Edmund Ansin,Ansin,埃德蒙·安辛,Male,1938,usa,Media & Entertainment,Sunbeam Television,television,"President, Sunbeam Television, Corp.",,,,,,
eduardo_vivas,Eduardo Vivas,Vivas,,Male,1986,usa,Media & Entertainment,,"marketing software, mobile games",,APP,,,,,
edward_bass,Edward Bass,Bass,爱德华·巴斯,Male,1946,usa,Energy,Investments,"Oil, investments",,XOM,,,,,
edward_debartolo_jr,"Edward DeBartolo, Jr.",DeBartolo,小爱德华·德巴托洛,Male,1947,usa,Real Estate,Simon Property,Shopping centers,,SPG,,,,,
edward_fitzgerald,Edward Fitzgerald,,Edward Fitzgerald,Male,,usa,Financial Services,EQT,,,,,,,,
edward_glazer,Edward Glazer,Glazer,Edward Glazer,Male,1970,usa,Sports,Tampa Bay Buccaneers,"Manchester United, Tampa Bay Buccaneers",,,,,,,
edward_johnson_iii,"Edward Johnson, III.",Johnson,爱德华·约翰逊三世,Male,1933,usa,Finance & Investments,Fidelity,money management,,,,,,,
edward_johnson_iv,"Edward Johnson, IV.",Johnson,,Male,1965,usa,Finance & Investments,,Fidelity,,,,,,,
edward_lampert,Edward Lampert,Lampert,爱德华·兰伯特,Male,1962,usa,Finance & Investments,Sears,Sears,"Founder, ESL Investments Inc.",,,,,,
edward_roski_jr,"Edward Roski, Jr.",Roski,小爱德华·罗斯基,Male,1939,usa,Real Estate,Majestic Realty,Real estate,"President and Chairman, Majestic Realty, Co.",GOOGL,,,,,
edward_stack,Edward Stack,Stack,Edward Stack,Male,1955,usa,Fashion & Retail,Dicks Sporting Goods,Dick's Sporting Goods,"Executive Chairman, Dick's Sporting Goods",DKS,,,,,
edythe_broad,Edythe Broad,Broad,Edythe Broad,Female,1936,usa,Diversified,Investment,"Homebuilding, insurance",,,,,,,
egon_durban,Egon Durban,Durban,Egon Durban,Male,1974,usa,Finance & Investments,Silver Lake,Private equity,,BYND,,,,,
elaine_marshall,Elaine Marshall,Marshall,伊莲·马歇尔,Female,1942,usa,Diversified,Koch Industries,Koch Inc.,,,,,,,
elaine_wynn,Elaine Wynn,Wynn,伊莱恩·韦恩,Female,1942,usa,Gambling & Casinos,Wynn Resort,"Casinos, hotels",,,,,,,
eleanor_butt_crook,Eleanor Butt Crook,Crook,,Female,1932,usa,Fashion & Retail,,Supermarkets,,,,,,,
eli_broad,Eli Broad,Broad,伊莱·布罗德,Male,1936,usa,Finance & Investments,AIG,investments,,,,,,,
elisabeth_deluca,Elisabeth DeLuca,DeLuca,Elisabeth DeLuca,Female,1947,usa,Food & Beverage,Fred DeLuca,Subway,,T,,,,,
elizabeth_holmes,Elizabeth Holmes,Holmes,,Female,1986,usa,Healthcare,,blood testing,"Founder-CEO, Theranos",,,,,,
elizabeth_johnson,Elizabeth Johnson,Johnson,Elizabeth Johnson,Female,1963,usa,Finance & Investments,FMR (Parent Comp: Fidelity),Fidelity,,,,,,,
elizabeth_uihlein,Elizabeth Uihlein,Uihlein,Elizabeth Uihlein,Female,1945,usa,Manufacturing,Uline,Packaging materials,,,,,,,
elon_musk,Elon Musk,Musk,埃隆·马斯克,Male,1971,usa,Automotive,Tesla,"Tesla, SpaceX","CEO, Tesla",TSLA,19.8,,,,
eren_ozmen,Eren Ozmen,Ozmen,埃伦·奥兹曼,Female,1959,usa,Manufacturing,Sierra Nevada,Aerospace,,,,,,,
eric_glyman,Eric Glyman,Glyman,,Male,1990,usa,Finance & Investments,,Fintech,,,,,,,
eric_lefkofsky,Eric Lefkofsky,Lefkofsky,Eric Lefkofsky,Male,1970,usa,Technology,Tempus,"Groupon, investments",,TEM,,,28.56,,27.75
eric_schmidt,Eric Schmidt,Schmidt,埃里克·施密特,Male,1955,usa,Technology,Alphabet,Google,,GOOGL,,,,,
eric_smidt,Eric Smidt,Smidt,Eric Smidt,Male,1960,usa,Fashion & Retail,Harbor Freight Tools,Hardware stores,,,,,,,
eric_wu,Eric Wu,,Eric Wu,Male,1984,usa,Online Marketplace,Opendoor,,,,,,,,
eric_yuan,Eric Yuan,Yuan,袁征,Male,1970,usa,Technology,Zoom,Zoom Video Communications,"Founder and CEO, Zoom Video Communications",ZM,,,3.43,453.462,0.96
ernest_garcia_ii,"Ernest Garcia, II.",Garcia,欧内斯特·加西亚二世,Male,1957,usa,Automotive,Carvana,Used cars,,CVNA,,,10.6,930.0,4.55
ernest_garcia_iii,"Ernest Garcia, III","Garcia, III",Ernest Garcia III,Male,1982,usa,Automotive,Carvana,Used cars,"Founder and Chief Executive Officer, Carvana",CVNA,,,10.6,930.0,4.55
eugene_shvidler,Evgeny (Eugene) Shvidler,Shvidler,Evgeny Shvidler,Male,1964,usa,Metals & Mining,Evraz,"Metals, investments",,,,,,,
evan_sharp,Evan Sharp,Sharp,埃文·夏普,Male,1985,usa,Technology,Pinterest,Pinterest,,,,,,,
evan_spiegel,Evan Spiegel,Spiegel,埃文·斯皮格尔,Male,1990,usa,Technology,Snapchat,Snapchat,"Cofounder, Snap",SNAP,,,,,
evan_williams,Evan Williams,Williams,埃文·威廉姆斯,Male,1972,usa,Technology,Twitter,Twitter,"Cofounder and Director, Twitter",BYND,,,,,
farhad_ebrahimi,Farhad Ebrahimi,Ebrahimi,,Male,1941,usa,Manufacturing,,Solar panels,,FSLR,,,,,
farris_wilks,Farris Wilks,Wilks,法里斯·威尔克斯,Male,1952,usa,Energy,Wilks Masonry,Natural gas,,DWSN,,,,,
fatih_ozmen,Fatih Ozmen,Ozmen,法提赫·奥兹曼,Male,1958,usa,Manufacturing,Sierra Nevada,Aerospace,,,,,,,
fayez_sarofim,Fayez Sarofim,Sarofim,Fayez Sarofim ,Male,1931,usa,Finance & Investments,Kinder Morgan,money management,,,,,,,
felix_baker,Felix Baker,Baker,Felix Baker,Male,1969,usa,Finance & Investments,Baker Brothers Advisors,Biotech investing,,,,,,,
feng_chenhui,Feng Chenhui,Feng,冯晨晖,Male,1968,usa,Technology,Guide Electrics,Electronics,,,,,,,
fernando_de_leon,Fernando De Leon,De Leon,,Male,1979,usa,Real Estate,,Real Estate,,,,,,,
floyd_mayweather,Floyd Mayweather,,弗洛伊德·梅威瑟,Male,1977,usa,Media & Entertainment,Boxing,,,,,,,,
forrest_mars_jr,"Forrest Mars, Jr.",Mars,,Male,1934,usa,Food and Beverage,Mars,candy,,,,,,,
forrest_preston,Forrest Preston,Preston,福雷斯特·普雷斯顿,Male,1933,usa,Healthcare,Life Care Centers of America,Health care,,,,,,,
francis_biondi,O. Francis Biondi,Biondi,弗朗西斯·比昂迪,Male,1964,usa,Finance & Investments,King Street Capital Management,Hedge funds,,,,,,,
frank_fertitta_iii,"Frank Fertitta, III.",Fertitta,"Frank Fertitta, III",Male,1962,usa,Sports,Zuffa,"Casinos, mixed martial arts",,RRR,,,3.33,1000.0,
frank_holding,Frank Holding,Holding,Frank Holding,Male,1961,usa,Finance & Investments,First Citizens Bank,Banking,,,,,,,
frank_laukien,Frank Laukien,Laukien,Frank H Laukien,Male,1960,usa,Manufacturing,Bruker,Scientific equipment,,BRKR,,,5.53,965.72,1.76
frank_love,Frank Love,,Frank Love,Male,,usa,Retail,Love's Travel Stops & Country Stores,,,,,,,,
frank_mccourt,Frank McCourt,McCourt,弗兰克·麦考特,Male,1954,usa,Sports,McCourt Global,baseball,,,,,,,
frank_slootman,Frank Slootman,Slootman,Frank Slootman,Male,1959,usa,Technology,Snowflake,Software,,PSA,,,,,
frank_vandersloot,Frank VanderSloot,VanderSloot,Frank VanderSloot,Male,1949,usa,Fashion & Retail,Melaleuca,"Nutrition, wellness products",,,,,,,
fred_chang,Fred Chang,Chang,,Male,1959,usa,Technology,Newegg,online retailing,"CEO and Chairman, Newegg.com",,,,,,
fred_deluca,Fred DeLuca,DeLuca,,Male,1950,usa,Food and Beverage,,Subway sandwich shops,"President and Co-Founder, Doctor's Associates (Subway)",,,,,,
fred_ehrsam,Fred Ehrsam,Ehrsam,Frederick Ernest Ehrsam III,Male,1988,usa,Finance & Investments,Coinbase,cryptocurrency exchange,"Cofounder, Coinbase",COIN,,,,,
fred_smith,Fred Smith,Smith,弗雷德里克·史密斯,Male,1945,usa,Logistics,Fedex,FedEx,"Founder and Executive Chairman, FedEx",FDX,,,5.28,899.656,1.03
frederic_luddy,Frederic Luddy,Luddy,Frederic B Luddy,Male,1955,usa,Technology,ServiceNow,Software,"Founder and Chief Product Officer, ServiceNow",NOW,,,,,
frederik_gh_meijer,Frederik G.H. Meijer,Meijer,,Male,1922,usa,Fashion and Retail,,supermarkets,,,,,,,
gabe_newell,Gabe Newell,Newell,加布·纽维尔,Male,1963,usa,Media & Entertainment,Valve,Video games,"Cofounder and CEO, Valve Corporation",,,,,,
gail_miller,Gail Miller,Miller,盖尔·米勒,Female,1944,usa,Automotive,Larry H. Miller,Car dealerships,,JOUT,,,,,
gary_burrell,Gary Burrell,Burrell,加里·伯瑞尔,Male,1940,usa,Manufacturing,Garmin,navigation equipment,"Chairman Emeritus, Garmin Corporation",,,,,,
gary_chouest,Gary Chouest,Chouest,,Male,1944,usa,Logistics,,Shipping,,TTD,,,,,
gary_friedman,Gary Friedman,Friedman,Gary Friedman,Male,1958,usa,Fashion & Retail,RH,Furniture retail,,,,,,,
gary_lauder,Gary Lauder,Lauder,,Male,1964,usa,Fashion & Retail,,Estée Lauder,,,,,,,
gary_magness,Gary Magness,Magness,加里·马格尼斯,Male,1954,usa,Media & Entertainment,AT&T,"Cable TV, investments",,CMCSA,,,,,
gary_michelson,Gary Michelson,Michelson,加里·米歇尔森,Male,1949,usa,Healthcare,Medtronic,Medical patents,,AMZN,,,,,
gary_rollins,Gary Rollins,Rollins,加里·罗林斯,Male,1945,usa,Service,Rollins,Pest control,,ROL,33.25,,,,
gary_tharaldson,Gary Tharaldson,Tharaldson,Gary Tharaldson,Male,1946,usa,Real Estate,Investment,Hotels,,ALAB,,,,,
gary_wang,Gary Wang,Wang,,Male,1996,usa,Finance & Investments,,cryptocurrency exchange,,,,,,,
gay_simplot,Gay Simplot,Simplot,盖伊·辛普森,Female,1947,usa,Manufacturing,JR Simplot,fertilizer,,,,,,,
gayle_benson,Gayle Benson,Benson,Gayle Benson,Female,1947,usa,Sports,New Orleans Saints,New Orleans Saints,,APO,,,,,
gayle_cook,Gayle Cook,Cook,,Female,1936,usa,Medicine,,medical devices,"co-founder, Cook Group Inc.",,,,,,
gene_lee,Gene Lee,Lee,,Male,1991,usa,Finance & Investments,,Fintech,,,,,,,
geoffrey_palmer,Geoffrey Palmer,Palmer,Geoffrey Palmer,Male,1950,usa,Real Estate,G.H. Palmer Associates,Real estate,,WBD,,,,,
george_argyros,George Argyros,Argyros,乔治·阿吉罗斯,Male,1937,usa,Real Estate,Argyros,"Real estate, investments","Chairman and CEO, Arnel & Affiliates",,,,,,
