person,name,last_name,chinese_name,gender,birth_year,country,industry,company,source,title,ticker,equity_stake_pct,voting_control_pct,total_comp_m,base_salary_k,stock_awards_m
joan_tisch,Joan Tisch,Tisch,,Female,1930,usa,Finance and Investments,Loews ,"insurance, NFL team",,,,,,,
joe_agresti,Joe Agresti,Agresti,,Male,1972,usa,Diversified,,"Auto dealerships, investments",,,,,,,
joe_gebbia,Joe Gebbia,Gebbia,乔·盖比亚,Male,1982,usa,Technology,Airbnb,Airbnb,,ABNB,,,,,
joe_jamail_jr,"Joe Jamail, Jr.",Jamail,,Male,1928,usa,Service,,lawsuits,,,,,,,
joe_kiani,Joe Kiani,Kiani,Joe Kiani,Male,1965,usa,Healthcare,Masimo,Medical devices,"Chairman and CEO, Masimo",MASI,7.5,,15.93,1209.181,10.26
joe_lacob,Joe Lacob,Lacob,Joe Lacob,Male,1956,usa,Sports,Golden State Warriors,Golden State Warriors,,,,,,,
joe_lau,Joe Lau,Lau,Joe Lau,Male,1989,usa,Technology,Alchemy,Blockchain technology,,,,,,,
joe_lonsdale,Joe Lonsdale,Lonsdale,,Male,1983,usa,Technology,,tech investments,"Partner, 8VC",PLTR,,,,,
joe_mansueto,Joe Mansueto,Mansueto,乔·曼苏托,Male,1957,usa,Finance & Investments,Morningstar,Investment research,"Chairman and CEO, Morningstar",MORN,,,0.11,100.0,
joe_rogers_jr,"Joe Rogers, Jr.",Rogers,Joe Rogers Jr,Male,1947,usa,Food & Beverage,Waffle House,Waffle House,,,,,,,
joe_shoen,E. Joe Shoen,Shoen,乔·肖恩,Male,1950,usa,Automotive,U-Haul Holding,U-Haul,,UHAL,50.1,50.1,1.03,675.004,0.02
joel_glazer,Joel Glazer,Glazer,Joel Glazer,Male,1967,usa,Sports,Tampa Bay Buccaneers,"Manchester United, Tampa Bay Buccaneers",,RKT,,,,,
joel_greenberg,Joel Greenberg,Greenberg,Joel Greenberg,Male,1958,usa,Finance & Investments,"Susquehanna International Group,","Trading, investments",,BKE,,,,,
john_a_sobrato,John A. Sobrato,Sobrato,约翰·索布拉托,Male,1939,usa,Real Estate,Sobrato Development,Real estate,"Founder and Chairman, Sobrato Development Cos.",CVNA,,,,,
john_abele,John Abele,Abele,,Male,1937,usa,Healthcare,,Healthcare,,BSX,,,,,
john_anderson,John Anderson,Anderson,,Male,1920,usa,Investments,,investments,,,,,,,
john_arnold,John Arnold,Arnold,约翰·阿诺德,Male,1974,usa,Finance & Investments,Centaurus Advisors,Hedge funds,"Founder, Centaurus Advisors",,,,,,
john_arrillaga,John Arrillaga,Arrillaga,约翰·阿里拉加,Male,1939,usa,Real Estate,Investments,real estate,,,,,,,
john_b_hess,John B Hess,,约翰·B·赫斯,Male,1954,usa,Energy,Hess,,,,,,,,
john_bicket,John Bicket,Bicket,John Bicket,Male,1980,usa,Technology,Samsara Networks,Sensor systems,,IOT,,,5.52,49.621,5.43
john_brown,John Brown,Brown,约翰·布朗,Male,1935,usa,Healthcare,Stryker,Medical equipment,,SYK,5.3,,,,
john_calamos,John Calamos,,John Calamos,Male,1941,usa,Financial Services,Calamos Asset Management,,,,,,,,
john_catsimatidis,John Catsimatidis,Catsimatidis,约翰·卡西米蒂迪斯,Male,1949,usa,Energy,Red Apple,"Oil, real estate",,JOUT,,,,,
john_doerr,John Doerr,Doerr,约翰·杜尔,Male,1951,usa,Finance & Investments,Kleiner Perkins,Venture capital,"Chairman, Kleiner Perkins",GOOGL,,,,,
john_e_kelly_iii,John E Kelly III,,John E Kelly III,Male,1955,usa,Software & Services,IBM ,,,,,,,,
john_edson,John Edson,Edson,约翰·埃德森,Male,1935,usa,Manufacturing,Bayliner Marine ,leisure craft,,,,,,,
john_farber,John Farber,Farber,John Farber,Male,1928,usa,Manufacturing,Frutaroma,Chemicals,,,,,,,
john_fish,John Fish,Fish,John Fish,Male,1960,usa,Construction & Engineering,Suffolk Construction,Construction,,UBER,,,,,
john_fisher,John Fisher,Fisher,约翰·费希尔,Male,1961,usa,Fashion & Retail,GAP,Gap,"President, Pisces, Inc.",GAP,,,,,
john_foley,John Foley,Foley,John Foley,Male,1973,usa,Technology,Peleton,Peloton,,,,,,,
john_goff,John Goff,Goff,John Goff,Male,1956,usa,Real Estate,Crescent Real Estate,Real estate,,CRGY,,,,,
john_henry,John Henry,Henry,约翰·亨利,Male,1950,usa,Sports,Fenway Sports,Sports,,,,,,,
john_kapoor,John Kapoor,Kapoor,,Male,1946,usa,Healthcare,Insys Therapeutics,healthcare,,,,,,,
john_kluge,John Kluge,Kluge,,Male,1917,usa,Media,,Metromedia,,,,,,,
john_krystynak,John Krystynak,Krystynak,John Krystynak,Male,1968,usa,Technology,AppLovin,"marketing software, mobile games",,APP,,,,,
john_liew,John Liew,Liew,约翰·刘,Male,1970,usa,Finance & Investments,AQR Capital,investment management,,,,,,,
john_macmillan,John MacMillan,MacMillan,约翰·麦克米兰,Male,1950,usa,Food & Beverage,Cargill,Cargill,,,,,,,
john_malone,John Malone,Malone,约翰·马龙,Male,1941,usa,Media & Entertainment,Liberty Media,Cable television,,,,,,,
john_mars,John Mars,Mars,约翰·马尔斯,Male,1936,usa,Food & Beverage,Mars,"Candy, pet food",,,,,,,
john_martin,John Martin,Martin,约翰·马丁,Male,1953,usa,Healthcare,Gilead Sciences,pharmaceuticals,,,,,,,
john_mcconnell,John McConnell,McConnell,John McConnell,Male,1956,usa,Manufacturing,Worthington Industries,steel,,,,,,,
john_menard_jr,"John Menard, Jr.",Menard,小约翰·梅纳德,Male,1940,usa,Fashion & Retail,Menards,Home improvement stores,"Founder, Menard, Inc.",PII,,,,,
john_middleton,John Middleton,Middleton,约翰·米德尔顿,Male,1955,usa,Food & Beverage,Philadelphia Phillies,Tobacco,,,,,,,
john_morgan,John Morgan,Morgan,,Male,1956,usa,Service,,personal injury law,,H,,,,,
john_morgridge,John Morgridge,Morgridge,约翰·莫里奇,Male,1936,usa,Technology,Cisco,computer hardware,"Chairman Emeritus, Cisco Systems",,,,,,
john_morris,John Morris,Morris,John L Morris,Male,1948,usa,Fashion & Retail,Bass Pro Shops,Sporting goods retail,,,,,,,
john_ocampo,John Ocampo,Ocampo,,Male,1961,usa,Technology,,Semiconductors,,,,,,,
john_overdeck,John Overdeck,Overdeck,约翰·奥德克,Male,1970,usa,Finance & Investments,Two Sigma Investments,Hedge funds,"Co-Founder & Co-Chairman, Two Sigma",,,,,,
john_oyler,John Oyler,Oyler,欧雷强,Male,1968,usa,Healthcare,BeiGene,Biotech,,ONC,4.86,,,,
john_paul_dejoria,John Paul DeJoria,DeJoria,约翰·保罗·德乔里亚,Male,1944,usa,Fashion & Retail,Paul Mitchell,"Hair products, tequila",,HPK,,,,,
john_paulson,John Paulson,Paulson,约翰·保尔森,Male,1956,usa,Finance & Investments,Paulson & Co,Hedge funds,"Founder, Paulson & Co. Inc.",,,,,,
john_pritzker,John Pritzker,Pritzker,约翰·普里兹克,Male,1954,usa,Finance & Investments,Hyatt,"Hotels, investments",,,,,,,
john_riccitiello,John Riccitiello,,John Riccitiello,Male,1959,usa,Gaming,Unity Software,,,,,,,,
john_ruiz,John Ruiz,Ruiz,,Male,1969,usa,Service,,Healthcare services,,,,,,,
john_sall,John Sall,Sall,约翰·萨尔,Male,1948,usa,Technology,SAS Institute,Software,"Co-Founder, Executive Vice President, SAS Institute",,,,,,
john_schnatter,John Schnatter,Schnatter,,Male,1964,usa,Food and Beverage,,Papa John's,,,,,,,
john_sperling,John Sperling,Sperling,,Male,1923,usa,Service,,Apollo Group,,,,,,,
john_stanton,John Stanton,Stanton,,Male,1956,usa,Telecom,,wireless,,COLM,,,,,
john_tu,John Tu,Tu,杜纪川,Male,1942,usa,Technology,Kingston Technology,Computer hardware,"President, Kingston Technology Corporation",,,,,,
john_tyson,John Tyson,Tyson,约翰·泰森,Male,1954,usa,Food & Beverage,Tyson Foods,Food processing,,TSN,,,17.52,1212.0,4.93
johnelle_hunt,Johnelle Hunt,Hunt,约翰内尔·亨特,Female,1932,usa,Logistics,JB Hunt Transport Services,Trucking,,JBHT,19.4,,,,
jon_huntsman,"Jon Huntsman, Sr.",Huntsman,,Male,1940,usa,Manufacturing,Huntsman corporation,chemicals,,,,,,,
jon_stryker,Jon Stryker,Stryker,乔恩·史崔克,Male,1958,usa,Healthcare,Stryker,Medical equipment,,SYK,,,,,
jon_yarbrough,Jon Yarbrough,Yarbrough,乔恩·雅布鲁,Male,1957,usa,Gambling & Casinos,Video Gaming Technologies,Gambling machines,,,,,,,
jonathan_burrell,Jonathan Burrell,,Jonathan Burrell,Male,,usa,Consumer Goods,Garmin,,,,,,,,
jonathan_gray,Jonathan Gray,Gray,约翰娜·格雷,Male,1970,usa,Finance & Investments,Blackstone Group,Investments,,BX,,,,,
jonathan_nelson,Jonathan Nelson,Nelson,乔纳森·尼尔森,Male,1956,usa,Finance & Investments,Providence Equity Partners,Private equity,"Executive Chairman, Providence Equity Partners",ADBE,,,,,
jonathan_oringer,Jonathan Oringer,Oringer,Johnathan Oringer,Male,1974,usa,Technology,Shutterstock,Stock photos,,,,,,,
jonathan_tisch,Jonathan Tisch,Tisch,Jonathan Tisch,Male,1954,usa,Diversified,Loews Corporation,"Loews, New York Giants",,L,,,,,
jorge_mas,Jorge Mas,Mas,Jorge Mas,Male,1963,usa,Construction & Engineering,MasTec,Construction,,MTZ,15.0,,,,
jorge_perez,Jorge Perez,Perez,豪尔赫·佩雷斯,Male,1950,usa,Real Estate,Related Group of Florida,Real estate,,OKLO,,,,,
jose_e_feliciano,José E. Feliciano,Feliciano,Jose E. Feliciano,Male,1973,usa,Finance & Investments,Clearlake Capital,Private equity,,,,,,,
joseph_bae,Joseph Bae,Bae,Joseph Y Bae,Male,1972,usa,Finance & Investments,KKR,Private equity,,KKR,,,,,
joseph_craft,"Joseph Craft, III.",Craft,,Male,1953,usa,Energy,,coal,,,,,,,
joseph_edelman,Joseph Edelman,Edelman,Joseph Edelman,Male,1955,usa,Finance & Investments,Perceptive Advisors,Hedge funds,"Founder & CEO, Perceptive Advisors",,,,,,
joseph_grendys,Joseph Grendys,Grendys,约瑟夫·格兰迪斯,Male,1962,usa,Food & Beverage,Koch Foods,Poultry processing,,,,,,,
joseph_liemandt,Joseph Liemandt,Liemandt,,Male,1969,usa,Technology,,Software,,,,,,,
joseph_steinberg,Joseph Steinberg,Steinberg,Joseph Steinberg,Male,1944,usa,Finance & Investments,Jefferies Financial Group,Investments,,CWGL,15.9,,,,
josephine_louis,Josephine Louis,Louis,约瑟芬·路易斯,Female,1932,usa,Manufacturing,SC Johnson & Sons,cleaning products,,,,,,,
josh_kushner,Josh Kushner,Kushner,Josh Kushner,Male,1985,usa,Finance & Investments,Thrive Capital,Venture capital,"Managing Partner, Thrive Capital",,,,,,
joshua_harris,Josh Harris,Harris,约书亚·哈里斯,Male,1965,usa,Finance & Investments,Apollo Global Management,Private equity,,APO,,,,,
joyce_teel,Joyce Raley Teel,Teel,,Female,1933,usa,Fashion and Retail,,supermarkets,,,,,,,
jude_reyes,Jude Reyes,Reyes,裘德·雷耶斯,Male,1956,usa,Food & Beverage,Reyes,Food distribution,"Co-Chairman, Reyes Holdings",,,,,,
judy_faulkner,Judy Faulkner,Faulkner,朱迪·福克纳,Female,1944,usa,Technology,Epic Systems,Healthcare software,"Founder & CEO, Epic Systems",,,,,,
judy_love,Judy Love,Love,朱迪·洛夫,Female,1937,usa,Fashion & Retail,Love's Travel Stops & Country Stores,Gas stations,Love's Travel Stops and Country Stores,,,,,,
julia_koch,Julia Koch,Koch,茱莉娅·科赫,Female,1962,usa,Diversified,Koch Industries,"Koch, Inc.",,,,,,,
julian_baker,Julian Baker,Baker,Julian Baker,Male,1966,usa,Finance & Investments,Baker Brothers Advisors,Biotech investing,,,,,,,
julian_robertson_jr,"Julian Robertson, Jr.",Robertson,小朱利安·罗伯逊,Male,1935,usa,Finance & Investments,Tiger Management,hedge funds,,,,,,,
julio_mario_santo_domingo_iii,"Julio Mario Santo Domingo, III.",Santo Domingo,朱利奥·马里奥·桑托·多明戈,Male,1987,usa,Food & Beverage,SABMiller,beer,,,,,,,
jun_rao,Jun Rao,,Jun Rao,Male,,usa,Cloud Solutions,Confluent ,,,,,,,,
justin_ishbia,Justin Ishbia,Ishbia,Justin Ishbia,Male,1978,usa,Finance & Investments,UWM Holdings,Private equity,,UWMC,,,13.15,600.0,1.03
justin_rosenstein,Justin Rosenstein,,Justin Rosenstein,Male,1983,usa,Productivity software ,Asana,,,,,,,,
kamal_ghaffarian,Kamal Ghaffarian,Ghaffarian,Kamal Ghaffarian,Male,1958,usa,Energy,Intutive Machines,"Space, energy",,LUNR,,,,,
kanye_west,Kanye West,West,Kanye West,Male,1980,usa,Fashion & Retail,Yeezy,"music, sneakers",Musician,,,,,,
karen_johnson_boyd,Karen Johnson Boyd,Boyd,,Female,1927,usa,Manufacturing,,cleaning products,,,,,,,
karen_pritzker,Karen Pritzker,Pritzker,凯伦·普利兹克,Female,1958,usa,Finance & Investments,Hyatt,"Hotels, investments",,AAPL,,,,,
karim_atiyeh,Karim Atiyeh,Atiyeh,,Male,1990,usa,Finance & Investments,,Fintech,,,,,,,
katharine_rayner,Katharine Rayner,Rayner,凯瑟琳·雷纳,Female,1945,usa,Media & Entertainment,Cox Enterprises,"Media, automotive",,UWMC,,,,,
katherine_tanner,Katherine Tanner,Tanner,凯瑟琳·坦纳,Female,1958,usa,Food and Beverage,Cargill,Cargill,,,,,,,
kathy_britton,Kathy Britton,Britton,,Female,1970,usa,Real Estate,,Homebuilding,,SCHW,,,,,
kathy_fields,Kathy Fields,Fields,,Female,1961,usa,Fashion & Retail,,skin care,,,,,,,
katie_rodan,Katie Rodan,Rodan,,Female,1958,usa,Fashion & Retail,,skin care,,,,,,,
katrina_lake,Katrina Lake,,Katrina Lake,Female,1983,usa,E-Commerce,Stitch Fix,,,,,,,,
kavitark_ram_shriram,Kavitark Ram Shriram,Shriram,卡维塔克·拉姆·斯里拉姆,Male,1957,usa,Technology,Alphabet,"Google, venture capital","Managing Partner, Sherpalo Ventures",GOOGL,,,,,
keith_dunleavy,Keith Dunleavy,Dunleavy,Keith Dunleavy,Male,1969,usa,Healthcare,Inovalon,Health IT,,INVA,,,,,
kelcy_warren,Kelcy Warren,Warren,凯尔西·沃伦,Male,1956,usa,Energy,Energy Transfer Partners,Pipelines,,ET,,,,,
ken_fisher,Ken Fisher,Fisher,肯·费舍尔,Male,1951,usa,Finance & Investments,Fisher Investments,Money management,,,,,,,
ken_griffin,Ken Griffin,Griffin,肯·格里芬,Male,1969,usa,Finance & Investments,Citadel,Hedge funds,"Founder & CEO, Citadel LLC",,,,,,
ken_grossman,Ken Grossman,Grossman,肯·格罗斯曼,Male,1957,usa,Food and Beverage,Sierra Nevada Brewing,beer,,,,,,,
ken_kendrick,Ken Kendrick,Kendrick,Ken Kendrick,Male,1944,usa,Sports,Arizona Diamondbacks,"Banking, sports team",,META,,,,,
ken_xie,Ken Xie,Xie,谢青,Male,1963,usa,Technology,Fortinet,Cybersecurity,,FTNT,,,13.14,597.0,11.94
kenneth_adams_jr,"Kenneth Adams, Jr.",Adams,,Male,1925,usa,Sports,,oil,,,,,,,
kenneth_feld,Kenneth Feld,Feld,肯尼斯·费尔德,Male,1949,usa,Media & Entertainment,Feld Entertainment,Live entertainment,"Chairman, Feld Entertainment",,,,,,
kenneth_hao,Kenneth Hao,Hao,Kenneth Hao,Male,1969,usa,Finance & Investments,Silver Lake,Private equity,,FCNCB,,,,,
kenneth_langone,Ken Langone,Langone,肯尼斯·兰格内,Male,1936,usa,Finance & Investments,Home Depot,Investments,,LLY,,,,,
kenneth_tuchman,Kenneth Tuchman,Tuchman,肯尼斯·图赫曼,Male,1960,usa,Service,TeleTech,Call centers,,,,,,,
kenny_troutt,Kenny Troutt,Troutt,肯尼·特劳特,Male,1948,usa,Telecom,Excel Communications,Telecom,,,,,,,
kevin_glazer,Kevin Glazer,Glazer,Kevin Glazer,Male,1962,usa,Sports,Tampa Bay Buccaneers,"Manchester United, Tampa Bay Buccaneers",,KNX,,,,,
kevin_marchetti,Kevin Marchetti,Marchetti,,Male,1978,usa,Diversified,,Diversified,,LINE,71.7,,,,
kevin_plank,Kevin Plank,Plank,凯文·普兰克,Male,1973,usa,Fashion & Retail,Under Armour,Under Armour,"Chairman and CEO, Under Armour",UAA,,,10.96,803.462,9.1
kevin_systrom,Kevin Systrom,Systrom,凯文·西斯特罗姆,Male,1984,usa,Technology,Instagram,Instagram,"Cofounder, Instagram",,,,,,
kieu_hoang,Kieu Hoang,Hoang,黄凯,Male,1947,usa,Healthcare,RAAS,medical products,,,,,,,
kim_kardashian,Kim Kardashian,Kardashian,Kim Kardashian,Female,1981,usa,Fashion & Retail,KKW Beauty,"Shapewear, skincare",,FOUR,,,,,
kirk_kerkorian,Kirk Kerkorian,Kerkorian,,Male,1920,usa,Gaming,,"casinos, investments",,,,,,,
kylie_jenner,Kylie Jenner,Jenner,Kylie Jenner,Female,2000,usa,Fashion & Retail,Kylie Cosmetics,cosmetics,"Founder, Kylie Cosmetics",,,,,,
lamar_hunt_jr,"Lamar Hunt, Jr.",Hunt,Lamar Hunt Jr.,Male,1957,usa,Sports,Chiefs,Kansas City Chiefs,,BABA,,,,,
langley_steinert,Langley Steinert,,Langley Steinert,Male,1965,usa,Automobile,CarGurus,,,,,,,,
larry_connor,Larry Connor,Connor,Larry Connor,Male,1950,usa,Real Estate,Connor Group,Real estate,,,,,,,
larry_ellison,Larry Ellison,Ellison,拉里·埃里森,Male,1945,usa,Technology,Oracle,Oracle,"CTO and Founder, Oracle",ORCL,,,5.64,0.001,
larry_page,Larry Page,Page,拉里·佩奇,Male,1973,usa,Technology,Alphabet,Google,"Cofounder and board member, Alphabet",GOOGL,,,,,
larry_robbins,Larry Robbins,Robbins,,Male,1970,usa,Finance & Investments,,Hedge funds,"Founder, Glenview Capital Management",,,,,,
larry_silverstein,Larry Silverstein,Silverstein,拉里·西尔弗斯坦,Male,1931,usa,Real Estate,Silverstein Properties,Real estate,,CDRE,,,,,
laura_love,Laura Love,,Laura Love,Female,1953,usa,Retail,Love's Travel Stops & Country Stores,,,,,,,,
laurans_mendelson,Laurans Mendelson,Mendelson,,Male,1938,usa,Construction & Engineering,,Aerospace,,,,,,,
lauren_leichtman,Lauren Leichtman,Leichtman,,Female,1950,usa,Finance & Investments,,Private equity,,STZ,,,,,
laurence_fink,Larry Fink,Fink,Larry Fink,Male,1953,usa,Finance & Investments,BlackRock,money management,"Founder, CEO, BlackRock",BLK,,,30.77,1500.0,18.15
laurene_powell_jobs,Laurene Powell Jobs,Powell Jobs,劳伦娜·鲍威尔·乔布斯,Female,1964,usa,Technology,Investments,"Apple, Disney","Founder & President, Emerson Collective",AAPL,,,,,
laurie_tisch,Laurie Tisch,Tisch,,Female,1951,usa,Diversified,,"Loews, New York Giants",,L,,,,,
lawrence_golub,Lawrence Golub,Golub,Lawrence Golub,Male,1960,usa,Finance & Investments,Golub Capital,Private equity,"Chief Executive Officer, Golub Capital",GBDC,,,,,
leah_karfunkel,Leah Karfunkel,,莉亚·卡芬克,Female,,usa,Financial Services,Am Trust Financial Service,,,,,,,,
leandro_rizzuto,Leandro Rizzuto,Rizzuto,,Male,1940,usa,Manufacturing,Conair ,consumer products,,,,,,,
lebron_james,LeBron James,James,LeBron James,Male,1985,usa,Sports,Basket ball,Basketball,"Athlete, NBA",,,,,,
lee_bass,Lee Bass,Bass,李·巴斯,Male,1956,usa,Energy,Investments,"Oil, investments",,XOM,,,,,
len_blavatnik,Len Blavatnik,Blavatnik,莱恩·布拉瓦特尼克,Male,1957,usa,Diversified,Warner Music,"Music, chemicals",,,,,,,
leo_koguan,Leo KoGuan,Leo,Leo Koguan,Male,1955,usa,Technology,Tesla,IT provider,,HD,,,,,
leon_black,Leon Black,Black,莱昂·布莱克,Male,1952,usa,Finance & Investments,Apollo Global Management,Private equity,,APO,,,,,
leon_charney,Leon Charney,Charney,,Male,1941,usa,Real Estate,,real estate,,,,,,,
leon_cooperman,Leon G. Cooperman,Cooperman,莱昂·库珀曼,Male,1943,usa,Finance & Investments,Omega Advisors,Hedge funds,"Founder, Omega Advisors, Inc.",,,,,,
leonard_abess,Leonard Abess,Abess,Leonard Abess,Male,1948,usa,Finance & Investments,ThinkLab Ventures,Banking,,HLNE,,,,,
leonard_lauder,Leonard Lauder,Lauder,伦纳德·劳德,Male,1933,usa,Fashion & Retail,Estee Lauder,Estee Lauder,,,,,,,
leonard_schleifer,Leonard Schleifer,Schleifer,伦纳德·施莱弗,Male,1952,usa,Healthcare,Regeneron,Pharmaceuticals,"CEO and Founder, Regeneron Pharmaceuticals",REGN,,,6.82,1941.1,
leonard_stern,Leonard Stern,Stern,伦纳德·斯特恩,Male,1938,usa,Real Estate,Hartz Mountain Industries,Real estate,"Chairman and CEO, Hartz Mountain Industries, Inc.",ARES,,,,,
leonid_radvinsky,Leonid Radvinsky,Radvinsky,Leonid Radvinsky,Male,1982,usa,Technology,OnlyFans,OnlyFans,,,,,,,
les_wexner,Les Wexner,Wexner,莱斯利·韦克斯纳,Male,1938,usa,Fashion & Retail,Limited Brands,Retail,,BBWI,,,,,
lesa_france_kennedy,Lesa France Kennedy,,莱萨·弗朗斯·肯尼迪,Female,1961,usa,Media & Entertainment,Nascar Team,,,,,,,,
leslie_alexander,Leslie Alexander,Alexander,莱斯利·亚历山大,Male,1943,usa,Sports,Houston Rockets,Sports team,,,,,,,
leslie_lampton,Leslie Lampton,Lampton,,Male,1927,usa,Energy,,,,,,,,,
lester_crown,Lester Crown,Crown,,Male,1928,usa,Investments,,investments,,,,,,,
li_ge,Li Ge,Li,李革,Male,1967,usa,Healthcare,Wuxi Pharma Tech,Pharmaceuticals,,,,,,,
liesel_pritzker_simmons,Liesel Pritzker Simmons,Pritzker Simmons,Liesel Pritzker Simmons,Female,1984,usa,Diversified,Blue Haven Initiative,"Hotels, investments",,AN,,,,,
lin_bin,Lin Bin,Lin,林斌,Male,1968,usa,Technology,Xiaomi,Smartphones,,,,,,,
linda_pritzker,Linda Pritzker,Pritzker,琳达·普利兹克,Female,1954,usa,Service,Hyatt,"Hotels, investments",,,,,,,
linden_blue,Linden Blue,Blue,Linden Blue,Male,1939,usa,Manufacturing,General Atomics,defense,,,,,,,
lisa_k_simmons,Lisa K Simmons,,丽莎·西蒙斯,Female,,usa,Chemicals,Valhi,,,,,,,,
lisa_su,Lisa Su,Su,,Female,1970,usa,Technology,,Semiconductors,"CEO, AMD",AMD,,,9.05,742.5,6.23
liu_xiucai,Liu Xiucai,Liu,刘修才,Male,1957,usa,Manufacturing,Cathay,Chemicals,,,,,,,
lloyd_blankfein,Lloyd Blankfein,Blankfein,Lloyd Blankfein,Male,1955,usa,Finance & Investments,Goldman Sachs,Banking,"CEO, Goldman Sachs Group",GS,,,,,
lloyd_frink,Lloyd Frink,Frink,Lloyd D Frink,Male,1967,usa,Real Estate,Zillow,Zillow,,,,,,,
lorenzo_fertitta,Lorenzo Fertitta,Fertitta,洛伦佐·费蒂塔,Male,1969,usa,Sports,Zuffa,"Casinos, mixed martial arts",,RRR,,,3.33,1000.0,
lou_boliang,Lou Boliang,Lou,楼柏良,Male,1966,usa,Healthcare,Pharmaron,pharmaceuticals,,,,,,,
louis_bacon,Louis Bacon,Bacon,路易斯·培根,Male,1956,usa,Finance & Investments,Moore Capital,Hedge funds,"Founder, Moore Capital Management, LP",,,,,,
lowell_milken,Lowell Milken,Milken,,Male,1951,usa,Finance & Investments,,investments,,,,,,,
lucy_stitzer,Lucy Stitzer,Stitzer,露西·斯蒂泽,Female,1960,usa,Food & Beverage,Cargill,Cargill,,WLK,,,,,
luis_von_ahn,Luis von Ahn,von Ahn,,Male,1979,usa,Technology,,Education technology,,,,,,,
lukas_walton,Lukas Walton,Walton,卢卡斯·沃尔顿,Male,1987,usa,Fashion & Retail,Walmart,Walmart,,WMT,,,,,
lynda_resnick,Lynda Resnick,Resnick,琳达·雷斯尼克,Female,1943,usa,Food & Beverage,Wonderful Company,Agriculture,"Founder, Wonderful Company",,,,,,
lyndal_stephens_greth,Lyndal Stephens Greth,Greth,,Female,1975,usa,Energy,,Oil & gas,,FANG,,,,,
lynn_schusterman,Lynn Schusterman,Schusterman,林恩·舒斯特曼,Female,1939,usa,Energy,Samson Resources,"Oil & gas, investments",,,,,,,
lynsi_snyder,Lynsi Snyder,Snyder,Lynsi Snyder,Female,1982,usa,Food & Beverage,In N Out Burger,In-N-Out Burger,,,,,,,
lynsi_torres,Lynsi Torres,,琳西·托雷斯,Female,,usa,Food & Beverages,In N Out Burgers,,,,,,,,
mackenzie_scott,MacKenzie Scott,Scott,麦肯齐·斯科特,Female,1970,usa,Technology,Amazon,Amazon,,AMZN,,,,,
maggie_hardy,Maggie Hardy,Hardy,,Female,1966,usa,Service,,Building materials,"CEO, Owner, 84 Lumber",,,,,,
maggie_hardy_knox,Maggie Hardy Knox,Hardy Knox,玛吉·玛格尔科,Female,1968,usa,Service,84 Lumber,Building materials,,,,,,,
magic_johnson,Magic Johnson,Johnson,"Earvin ""Magic"" Johnson",Male,1960,usa,Diversified,Investment,"Basketball, investments",,,,,,,
malcolm_glazer,Malcolm Glazer,Glazer,,Male,1931,usa,Sports,,"sports teams, real estate",,,,,,,
malone_mitchell,Malone Mitchell,Mitchell,,Male,1964,usa,Energy,,oil & gas,,,,,,,
manoj_bhargava,Manoj Bhargava,Bhargava,,Male,1955,usa,Food and Beverage,5 Hour Energy,5-Hour Energy,,,,,,,
manuel_moroun,Manuel Moroun,Moroun,曼努埃尔·莫鲁恩,Male,1930,usa,Logistics,Ambassador Bridge,transportation,,,,,,,
marc_andreessen,Marc Andreessen,Andreessen,Marc Andreessen,Male,1971,usa,Finance & Investments,Andreessen Horowitz,Venture capital investing,"Founder and General Partner, Andreessen Horowitz",COIN,,,,,
marc_benioff,Marc Benioff,Benioff,马克·贝尼奥夫,Male,1965,usa,Technology,Salesforce,Business software,"Chairman and CEO, Salesforce",CRM,2.4,,55.07,1550.0,28.03
marc_lasry,Marc Lasry,Lasry,马克·拉斯利,Male,1961,usa,Finance & Investments,Avenue Capital,Hedge funds,"Founder, Avenue Capital Group",,,,,,
marc_lipschultz,Marc Lipschultz,Lipschultz,Marc Lipschultz,Male,1969,usa,Finance & Investments,Blue Owl Capital,Private equity,,OWL,,,23.88,500.0,22.67
marc_lore,Marc Lore,Lore,,Male,1971,usa,Technology,,Jet.com,,ACHR,,,,,
marc_rich,Marc Rich,Rich,,Male,1937,usa,Investments,,commodities,,,,,,,
marc_rowan,Marc Rowan,Rowan,马克·罗恩,Male,1963,usa,Finance & Investments,Apollo Global Management,Private equity,,APO,,,0.76,100.0,
marc_zahr,Marc Zahr,Zahr,,Male,1980,usa,Real Estate,,Private equity,,,,,,,
marcelo_claure,Marcelo Claure,Claure,Marcelo Claure,Male,1971,usa,Telecom,T Mobile,Cell phone distribution,,TMUS,,,,,
marco_degeorge,Marco DeGeorge,DeGeorge,,Male,1973,usa,Fashion & Retail,,Alo Yoga,,SNOW,,,,,
margaretta_taylor,Margaretta Taylor,Taylor,玛格丽塔·泰勒,Female,1942,usa,Media & Entertainment,Cox Enterprises,"Media, automotive",,,,,,,
margot_birmingham_perot,Margot Birmingham Perot,Birmingham Perot,Margot Birmingham Perot,Female,1934,usa,Technology,Perot Systems,"Computer services, real estate",,,,,,,
marguerite_harbert,Marguerite Harbert,Harbert,,Female,1926,usa,Energy,,inheritance,,,,,,,
marian_ilitch,Marian Ilitch,Ilitch,玛丽安·伊里奇,Female,1933,usa,Food & Beverage,Ilitch,Little Caesars Pizza,,,,,,,
