person,education_order,school,degree
paul_singer,1,Harvard University,Doctor of Jurisprudence
paul_singer,2,University of Rochester,Bachelor of Arts/Science
paul_tudor_jones_ii,1,University of Virginia,Bachelor of Arts/Science
peggy_cherng,1,Oregon State University,Bachelor of Arts/Science
peggy_cherng,2,University of Missouri,Master of Science
peggy_cherng,3,University of Missouri,Ph.D
penny_pritzker,1,Harvard University,Bachelor of Arts/Science
penny_pritzker,2,Stanford Graduate School of Business,Master of Business Administration
penny_pritzker,3,Stanford University,Doctor of Jurisprudence
peter_gassner,1,Oregon State University,Bachelor of Science
peter_guber,1,New York University,JD
peter_guber,2,New York University,LLM
peter_guber,3,Syracuse University,Bachelor of Arts
peter_kellogg,1,Babson College,Bachelor of Arts/Science
peter_sperling,1,"University of California, Santa Barbara",Bachelor of Arts/Science
peter_sperling,2,University of Phoenix,Master of Business Administration
peter_thiel,1,Stanford University,Bachelor of Arts/Science
peter_thiel,2,Stanford University,Doctor of Jurisprudence
phil_knight,1,Stanford Graduate School of Business,Master of Business Administration
phil_knight,2,University of Oregon,Bachelor of Arts/Science
phil_ruffin,1,Wichita State University,Drop Out
philip_anschutz,1,University of Kansas,Bachelor of Arts/Science
philippe_laffont,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
philippe_laffont,2,Massachusetts Institute of Technology,Master of Science
phillip_frost,1,University of Pennsylvania,Bachelor of Arts/Science
phillip_frost,2,Yeshiva U Albert Einstein College of Medicine,Medical Doctor
phillip_ragon,1,Massachusetts Institute of Technology,Bachelor of Arts/Science
pierre_omidyar,1,Tufts University,Bachelor of Arts/Science
rajiv_jain,1,University of Miami,Master of Business Administration
rajiv_jain,2,University of Panjab,Bachelor of Arts/Science
rakesh_gangwal,1,Indian Institute of Technology,Bachelor of Science in Engineering
rakesh_gangwal,2,"University of Pennsylvania, The Wharton School",Master of Business Administration
ramzi_musallam,1,Colgate University,Bachelor of Arts/Science
ramzi_musallam,2,University of Chicago Booth School of Business,Master of Business Administration
randa_williams,1,Rice University,Bachelor of Arts/Science
randa_williams,2,University of Houston,Doctor of Jurisprudence
randal_j_kirk,1,Radford,Bachelor of Arts/Science
randal_j_kirk,2,University of Virginia,Doctor of Jurisprudence
randolph_lerner,1,Columbia University,Bachelor of Arts/Science
randolph_lerner,2,Columbia University,LLB
ray_dalio,1,Harvard Business School,Master of Business Administration
ray_dalio,2,Long Island University,Bachelor of Arts/Science
ray_davis,1,LeTourneau University's School of Business,Master of Business Administration
ray_lee_hunt,1,Southern Methodist University,Bachelor of Arts/Science
reed_hastings,1,Bowdoin College,Bachelor of Arts/Science
reed_hastings,2,Stanford University,Master of Science
reid_hoffman,1,Oxford University,Master of Science
reid_hoffman,2,Stanford University,Bachelor of Arts/Science
reinhold_schmieding,1,Michigan State University,Bachelor of Arts/Science
richard_fairbank,1,Stanford Graduate School of Business,Master of Business Administration
richard_fairbank,2,Stanford University,Bachelor of Arts/Economics
richard_hayne,1,Lehigh University,Bachelor of Arts/Science
richard_kayne,1,Stanford University,Bachelor of Arts/Science
richard_kayne,2,"University of California, Los Angeles",Master of Business Administration
richard_kinder,1,University of Missouri,Bachelor of Arts/Science
richard_kinder,2,University of Missouri,Doctor of Jurisprudence
richard_lefrak,1,Amherst College,Bachelor of Arts/Science
richard_lefrak,2,Columbia University,Doctor of Jurisprudence
richard_peery,1,Brigham Young University,Bachelor of Arts/Science
richard_saghian,1,California State University Northridge,Drop Out
richard_sands,1,University of North Carolina,Doctorate
richard_sands,2,University of Vermont,Bachelor of Arts/Science
richard_schulze,1,High School,Diploma
richard_uihlein,1,Stanford University,Bachelor of Arts/Science
richard_yuengling_jr,1,Lycoming College,Drop Out
rick_caruso,1,Pepperdine University,Doctor of Jurisprudence
rick_caruso,2,University of Southern California,Bachelor of Arts/Science
rick_cohen,1,The Wharton School at the University of Pennsylvania,Bachelor of Arts/Science
riley_bechtel,1,Stanford University,Doctor of Jurisprudence
riley_bechtel,2,Stanford University,Master of Business Administration
riley_bechtel,3,University of Calif Davis,Bachelor of Arts/Science
rob_walton,1,Columbia University,Doctor of Jurisprudence
rob_walton,2,University of Arkansas,Bachelor of Arts/Science
robert_bass,1,Stanford University,Master of Business Administration
robert_bass,2,Yale University,Bachelor of Arts/Science
robert_duggan,1,"University of California, Los Angeles",Drop Out
robert_duggan,2,"University of California, Santa Barbara",Drop Out
robert_faith,1,Harvard Business School,Master of Business Administration
robert_faith,2,University of Oklahoma,Bachelor of Science
robert_fisher,1,Princeton University,Bachelor of Arts/Science
robert_fisher,2,Stanford University,Master of Business Administration
robert_hale,1,Connecticut College,Bachelor of Arts/Science
robert_kraft,1,Columbia University,Bachelor of Arts/Science
robert_kraft,2,Harvard Business School,Master of Business Administration
robert_muglia,1,University of Michigan,Bachelor of Science
