person,name,last_name,age,birth_year,gender,country,source,industry,title,image_uri,latest_year
chulong_huang,Chulong Huang,Huang,64.0,1961.0,Male,Canada,Real estate,Real Estate,,,2023
chung_mong_joon,Chung Mong-joon,Chung,73.0,1952.0,Male,South Korea,"Shipbuilding, industrial machines",Manufacturing,,,2025
chung_yong_jin,Chung Yong-jin,Chung,56.0,1969.0,Male,South Korea,Retail,Fashion & Retail,Shinsegae,,2025
cigdem_sabanci_bilen,Cigdem Sabanci Bilen,Sabanci Bilen,54.0,1971.0,Female,Turkey,diversified,Diversified,,,2013
ciputra,Ciputra,Ciputra,91.0,1934.0,Male,Indonesia,real estate,Real Estate,,,2019
claire_bristow,Claire Bristow,Bristow,58.0,1967.0,Female,United States,banking,Finance & Investments,,no-pic-female,2025
clark_hunt,Clark Hunt,Hunt,60.0,1965.0,Male,United States,Kansas City Chiefs,Sports,,no-pic,2025
claude_dauphin,Claude Dauphin,Dauphin,72.0,1953.0,Male,France,commodities,Finance,,,2015
claudio_del_vecchio,Claudio Del Vecchio,Del Vecchio,68.0,1957.0,Male,Italy,Eyeglasses,Fashion & Retail,,no-pic,2025
clayton_mathile,Clayton Mathile,Mathile,82.0,1943.0,Male,United States,Pet food,Food & Beverage,,,2023
clayton_riddell,Clayton Riddell,Riddell,85.0,1940.0,Male,Canada,oil & gas,Energy,"Chairman and CEO, Paramount Resources Ltd.",no-pic,2018
clayton_zekelman,Clayton Zekelman,Zekelman,56.0,1969.0,Male,Canada,Steel,Manufacturing,,no-pic,2025
clelia_haji_ioannou,Clelia Haji-Ioannou,Haji-Ioannou,54.0,1971.0,Female,Cyprus,EasyJet,Service,,no-pic-female,2025
clemens_toennies,Clemens Toennies,Toennies,69.0,1956.0,Male,Germany,Meat processing,Food & Beverage,,,2025
clement_fayat,Clement Fayat,Fayat,91.0,1934.0,Male,France,construction,Construction & Engineering,,no-pic,2022
clemente_del_vecchio,Clemente Del Vecchio,Del Vecchio,21.0,2004.0,Male,Italy,Eyeglasses,Fashion & Retail,,no-pic,2025
clemmie_spangler_jr,"Clemmie Spangler, Jr.",Spangler,91.0,1934.0,Male,United States,investments,Finance and Investments,,,2018
cliff_obrecht,Cliff Obrecht,Obrecht,39.0,1986.0,Male,Australia,Software,Technology,,no-pic,2025
clifford_asness,Clifford Asness,Asness,58.0,1967.0,Male,United States,Money management,Finance & Investments,AQR Capital Management,no-pic,2025
clifford_illig_1,Clifford Illig,Illig,72.0,1953.0,Male,United States,health care,Health care,,no-pic,2015
clive_calder,Clive Calder,Calder,78.0,1947.0,Male,United Kingdom,Record label,Media & Entertainment,,,2025
clive_palmer,Clive Palmer,Palmer,71.0,1954.0,Male,Australia,Mining,Metals & Mining,,,2025
clovis_ermirio_de_moraes,Clóvis Ermírio de Moraes,Ermírio de Moraes,,,Male,Brazil,Diversified,Diversified,,no-pic,2024
colin_huang,Colin Huang,Huang,45.0,1980.0,Male,China,E-commerce,Technology,,no-pic,2025
colin_zheng_huang,Colin Zheng Huang,Huang,43.0,1982.0,Male,China,E-commerce,Technology,,no-pic,2023
congying_lin,Lin Congying,Lin,62.0,1963.0,Male,Hong Kong,apparel,Fashion and Retail,,,2012
conni_jonsson,Conni Jonsson,Jonsson,65.0,1960.0,Male,Sweden,Asset management,Finance & Investments,,no-pic,2025
conrad_prebys,Conrad Prebys,Prebys,89.0,1936.0,Male,United States,real estate,Real Estate,,,2016
constantinos_martinos,Constantinos Martinos,Martinos,72.0,1953.0,Male,Greece,Shipping,Logistics,,no-pic,2025
craig_abod,Craig Abod,Abod,62.0,1963.0,Male,United States,Information Technology,Technology,,no-pic,2025
craig_mccaw,Craig McCaw,McCaw,75.0,1950.0,Male,United States,Telecom,Telecom,,,2025
craig_newmark,Craig Newmark,Newmark,70.0,1955.0,Male,United States,Craigslist,Technology,,no-pic,2020
cristina_green,Cristina Green,Green,75.0,1950.0,Female,United Kingdom,Fashion retail,Fashion & Retail,,no-pic-female,2025
cristina_junqueira,Cristina Junqueira,Junqueira,42.0,1983.0,Female,Brazil,fintech,Finance & Investments,,no-pic-female,2025
crown,Lester Crown,Crown,97.0,1928.0,Male,United States,investments,Investments,,no-pic,2011
cui_genliang,Cui Genliang,Cui,65.0,1960.0,Male,China,electric components,Manufacturing,,,2020
cui_lijie,Cui Lijie,Cui,65.0,1960.0,Female,Hong Kong,gambling,Gambling & Casinos,,no-pic-female,2018
cui_zhixiang,Cui Zhixiang,Cui,60.0,1965.0,Male,China,copper processing,Metals & Mining,,no-pic,2013
cunhui_nan,Cunhui Nan,Nan,59.0,1966.0,Male,China,Power equipment,Manufacturing,,no-pic,2023
curt_engelhorn,Curt Engelhorn,Engelhorn,96.0,1929.0,Male,Germany,pharmaceuticals,Healthcare,,,2016
cynthia_helena_grossman_fleishman,Cynthia Helena Grossman Fleishman,Grossman Fleishman,70.0,1955.0,Female,Mexico,Arca Continental,Food & Beverage,,no-pic-female,2025
cyrus_poonawalla,Cyrus Poonawalla,Poonawalla,84.0,1941.0,Male,India,Vaccines,Healthcare,,,2025
d_leopoldo_del_pino,D. Leopoldo Del Pino,Del Pino,62.0,1963.0,Male,Spain,Construction,Construction & Engineering,,no-pic,2025
dagmar_dolby,Dagmar Dolby,Dolby,84.0,1941.0,Female,United States,Dolby Laboratories,Technology,,,2025
dai_deming,Dai Deming,Dai,,,Male,China,auto distribution,Automotive,,no-pic,2015
dai_lizhong,Dai Lizhong,Dai,54.0,1971.0,Male,China,medical testing,Healthcare,,no-pic,2022
dai_wenyuan,Dai Wenyuan,Dai,42.0,1983.0,Male,China,AI,Technology,,no-pic,2025
daisuke_sasaki,Daisuke Sasaki,Sasaki,42.0,1983.0,Male,Japan,software,Technology,,no-pic,2021
daisy_igel,Daisy Igel,Igel,95.0,1930.0,Female,Brazil,"gas, petrochemicals",Energy,,no-pic-female,2018
dalong_lv,Dalong Lv,Lv,61.0,1964.0,Male,China,telecom services,Telecom,,no-pic,2022
dan_cathy,Dan Cathy,Cathy,72.0,1953.0,Male,United States,Chick-fil-A,Food & Beverage,,,2025
dan_duncan,Dan Duncan,Duncan,90.0,1935.0,Male,United States,energy,Energy,,,2010
dan_friedkin,Dan Friedkin,Friedkin,60.0,1965.0,Male,United States,Toyota dealerships,Automotive,"owner and ceo, The Friedkin Group",,2025
dan_gertler,Dan Gertler,Gertler,51.0,1974.0,Male,Israel,Mining,Metals & Mining,,,2025
dan_kurzius,Dan Kurzius,Kurzius,53.0,1972.0,Male,United States,Email marketing,Technology,,no-pic,2025
dan_olsson,Dan Olsson,Olsson,78.0,1947.0,Male,Sweden,Diversified,Diversified,,,2025
dan_snyder,Dan Snyder,Snyder,60.0,1965.0,Male,United States,Washington Commanders,Sports,,,2025
dan_wilks,Dan Wilks,Wilks,69.0,1956.0,Male,United States,Natural gas,Energy,,,2025
dang_yanbao,Dang Yanbao,Dang,52.0,1973.0,Male,China,Coal,Metals & Mining,,no-pic,2025
dani_reiss,Dani Reiss,Reiss,49.0,1976.0,Male,Canada,down jackets,Fashion & Retail,,no-pic,2021
daniel_chiu,Daniel Chiu,Chiu,64.0,1961.0,Male,Hong Kong,"Oil & gas, education",Energy,,no-pic,2025
daniel_daniello,Daniel D'Aniello,D'Aniello,78.0,1947.0,Male,United States,Private equity,Finance & Investments,,,2025
daniel_dines,Daniel Dines,Dines,53.0,1972.0,Male,Romania,Software,Technology,,no-pic,2025
daniel_ek,Daniel Ek,Ek,42.0,1983.0,Male,Sweden,Spotify,Technology,"CEO, Spotify",,2025
daniel_feffer,Daniel Feffer,Feffer,65.0,1960.0,Male,Brazil,Pulp and paper,Manufacturing,,no-pic,2025
daniel_gilbert,Daniel Gilbert,Gilbert,63.0,1962.0,Male,United States,Rocket Mortgage,Finance & Investments,,,2025
daniel_harrison_iii,"Daniel Harrison, III.",Harrison,75.0,1950.0,Male,United States,oil and gas,Oil,,no-pic,2014
daniel_hirschfeld,Daniel Hirschfeld,Hirschfeld,84.0,1941.0,Male,United States,Fashion retail,Fashion & Retail,,no-pic,2025
daniel_hunt,Daniel Hunt,Hunt,48.0,1977.0,Male,United States,Kansas City Chiefs,Sports,,no-pic,2025
daniel_kretinsky,Daniel Kretinsky,Kretinsky,50.0,1975.0,Male,Czech Republic,"Energy, investments",Energy,,no-pic,2025
daniel_loeb,Daniel Loeb,Loeb,63.0,1962.0,Male,United States,Hedge funds,Finance & Investments,"Founder, Third Point",,2025
daniel_lubetzky,Daniel Lubetzky,Lubetzky,56.0,1969.0,Male,United States,Snack bars,Food & Beverage,,no-pic,2025
daniel_mate,Daniel Mate,Mate,62.0,1963.0,Male,Spain,"Mining, commodities",Metals & Mining,,no-pic,2025
daniel_och,Daniel Och,Och,64.0,1961.0,Male,United States,Hedge funds,Finance & Investments,"Founder, Och-Ziff Capital Management",,2025
daniel_pritzker,Daniel Pritzker,Pritzker,65.0,1960.0,Male,United States,"Hotels, investments",Finance & Investments,,,2025
daniel_rocher,Daniel Rocher,Rocher,71.0,1954.0,Male,France,cosmetics,Fashion & Retail,,no-pic,2025
daniel_roullier,Daniel Roullier,Roullier,86.0,1939.0,Male,France,animal feed,Food and Beverage,,no-pic,2017
daniel_servitje_montull,Daniel Servitje Montull,Servitje Montull,63.0,1962.0,Male,Mexico,bakeries,Food and Beverage,,,2011
daniel_sundheim,Daniel Sundheim,Sundheim,48.0,1977.0,Male,United States,Hedge funds,Finance & Investments,,no-pic,2025
daniel_tsai,Daniel Tsai,Tsai,69.0,1956.0,Male,Taiwan,Finance,Finance & Investments,,,2025
daniel_yong_zhang_1,Daniel Yong Zhang,Zhang,51.0,1974.0,Male,China,e-commerce,Technology,,no-pic,2021
daniel_ziff,Daniel Ziff,Ziff,53.0,1972.0,Male,United States,Investments,Finance & Investments,,,2025
daniela_amodei,Daniela Amodei,Amodei,37.0,1988.0,Female,United States,Artificial intelligence,Technology,,no-pic-female,2025
daniela_herz,Daniela Herz,Herz,69.0,1956.0,Female,Germany,coffee,Finance and Investments,,no-pic-female,2019
danielle_bellon,Danielle Bellon,Bellon,85.0,1940.0,Female,France,Food services,Service,,no-pic-female,2025
danil_khachaturov,Danil Khachaturov,Khachaturov,51.0,1974.0,Male,Russia,"insurance, banking, real estate",Finance and Investments,,,2017
danilo_iervolino,Danilo Iervolino,Iervolino,47.0,1978.0,Male,Italy,Online universities,Technology,,no-pic,2025
danna_azrieli,Danna Azrieli,Azrieli,58.0,1967.0,Female,Israel,Real estate,Real Estate,,no-pic-female,2025
dannine_avara,Dannine Avara,Avara,61.0,1964.0,Female,United States,Pipelines,Energy,,no-pic-female,2025
danny_harris,Danny Harris,Harris,53.0,1972.0,Male,United States,Alo Yoga,Fashion & Retail,,no-pic,2025
danny_tan_chee_sing,Danny Tan Chee Sing,Tan Chee Sing,67.0,1958.0,Male,Malaysia,real estate,Real Estate,,,2015
daonapa_petampai,Daonapa Petampai,Petampai,71.0,1954.0,Female,Thailand,motorcycle loans,Finance & Investments,,no-pic-female,2025
darcie_glazer_kassewitz,Darcie Glazer Kassewitz,Glazer Kassewitz,57.0,1968.0,Female,United States,"Manchester United, Tampa Bay Buccaneers",Sports,,no-pic-female,2025
dario_amodei,Dario Amodei,Amodei,42.0,1983.0,Male,United States,Artifical intelligence,Technology,,no-pic,2025
dariusz_milek,Dariusz Milek,Milek,57.0,1968.0,Male,Poland,"real estate, retail",Fashion & Retail,,no-pic,2025
darwin_deason,Darwin Deason,Deason,85.0,1940.0,Male,United States,Software,Service,,,2025
daryl_katz,Daryl Katz,Katz,63.0,1962.0,Male,Canada,Pharmacies,Diversified,"Founder and Chairman, Katz Group",,2025
dasari_uday_kumar_reddy,Dasari Uday Kumar Reddy,Reddy,56.0,1969.0,Male,India,cloud communications,Technology,,no-pic,2022
david_adelman,David Adelman,Adelman,53.0,1972.0,Male,United States,"Real estate, asset management",Real Estate,,no-pic,2025
david_azrieli,David Azrieli,Azrieli,100.0,1925.0,Male,Canada,shopping malls,Real Estate,"Chairman & Founder, Azrieli Group",,2014
david_barclay,David Barclay,Barclay,88.0,1937.0,Male,United Kingdom,"media, retail",Diversified,,no-pic,2020
david_baszucki,David Baszucki,Baszucki,62.0,1963.0,Male,United States,Online games,Technology,,no-pic,2025
david_blitzer,David Blitzer,Blitzer,55.0,1970.0,Male,United States,Sports,Sports,,no-pic,2025
david_bonderman,David Bonderman,Bonderman,82.0,1943.0,Male,United States,Private equity,Finance & Investments,,,2024
david_booth,David Booth,Booth,79.0,1946.0,Male,United States,Mutual funds,Finance & Investments,"Chairman and CEO, Dimensional Fund Advisors",,2025
david_chen,David Chen,Chen,44.0,1981.0,Male,Singapore,"Online gaming, e-commerce",Media & Entertainment,,no-pic,2025
david_cheriton,David Cheriton,Cheriton,74.0,1951.0,Male,Canada,Google,Technology,"Professor, Stanford University",,2025
david_chow_1,David Chow,Chow,73.0,1952.0,Male,Macau,casinos,Gaming,,,2014
david_consunji,David Consunji,Consunji,101.0,1924.0,Male,Philippines,construction,Construction & Engineering,,,2017
david_davidovich,David Davidovich,Davidovich,60.0,1965.0,Male,Russia,"food, metals",Food and Beverage,,no-pic,2011
david_duffield,David Duffield,Duffield,84.0,1941.0,Male,United States,Business software,Technology,"Cofounder, Workday",,2025
david_einhorn,David Einhorn,Einhorn,54.0,1971.0,Male,United States,hedge funds,Finance and Investments,"Founder & President, Greenlight Capital",,2018
david_fattal,David Fattal,Fattal,68.0,1957.0,Male,Israel,hotels,Service,,no-pic,2025
david_feffer,David Feffer,Feffer,68.0,1957.0,Male,Brazil,Pulp and paper,Manufacturing,,no-pic,2025
david_filo,David Filo,Filo,59.0,1966.0,Male,United States,Yahoo,Technology,"Chief Yahoo, Yahoo!",,2025
david_fong_1,David Fong,Fong,68.0,1957.0,Male,Hong Kong,Real estate,Real Estate,,no-pic,2025
david_geffen,David Geffen,Geffen,82.0,1943.0,Male,United States,"Movies, record labels",Media & Entertainment,"Cofounder, DreamWorks Animation",,2025
david_girouard,David Girouard,Girouard,57.0,1968.0,Male,United States,fintech,Finance & Investments,,no-pic,2022
david_golub,David Golub,Golub,63.0,1962.0,Male,United States,Private equity,Finance & Investments,"President, Golub Capital",no-pic,2025
david_gottesman,David Gottesman,Gottesman,97.0,1928.0,Male,United States,investments,Finance & Investments,"Chief Executive Officer, First Manhattan Co.",,2022
david_green,David Green,Green,83.0,1942.0,Male,United States,Retail,Fashion & Retail,"CEO, Hobby Lobby",,2024
david_hains,David Hains,Hains,92.0,1933.0,Male,Australia,Investments,Finance & Investments,,,2022
david_hall,David Hall,Hall,71.0,1954.0,Male,United States,automotive technology,Automotive,"Cofounder and CEO, Velodyne Lidar",no-pic,2020
david_harding,David Harding,Harding,61.0,1964.0,Male,United Kingdom,finance,Finance & Investments,"Chairman & Head of Research, Winton Capital Management",,2021
david_hearst,"David Hearst, Jr.",Hearst,77.0,1948.0,Male,United States,Hearst Corp,Media,,no-pic,2012
david_helgason,David Helgason,Helgason,45.0,1980.0,Male,Iceland,game software,Technology,,no-pic,2022
david_hindawi,David Hindawi,Hindawi,80.0,1945.0,Male,United States,Software,Technology,"Executive Chairman, Tanium",no-pic,2025
david_hoffmann,David Hoffmann,Hoffmann,72.0,1953.0,Male,United States,"Executive search, investments",Diversified,,no-pic,2025
david_humphreys,David Humphreys,Humphreys,68.0,1957.0,Male,United States,Residential roofing,Manufacturing,,no-pic,2025
david_jiang,David Jiang,Jiang,44.0,1981.0,Male,China,e-cigarettes,Manufacturing,,no-pic,2021
david_kabiller,David Kabiller,Kabiller,59.0,1966.0,Male,United States,investment management,Finance & Investments,,no-pic,2020
david_kaplan,David Kaplan,Kaplan,57.0,1968.0,Male,United States,Finance,Finance & Investments,,no-pic,2025
david_katzman,David Katzman,Katzman,63.0,1962.0,Male,United States,teeth aligners,Service,,no-pic,2021
david_koch,David Koch,Koch,83.0,1942.0,Male,United States,Koch Industries,Diversified,"Director Emeritus, Koch Industries",,2019
david_lichtenstein,David Lichtenstein,Lichtenstein,63.0,1962.0,Male,United States,Real estate,Real Estate,,,2025
david_mcmurtry,David McMurtry,McMurtry,85.0,1940.0,Male,United Kingdom,Manufacturing,Manufacturing,,no-pic,2024
david_mindus,David Mindus,Mindus,53.0,1972.0,Male,Sweden,Real estate,Real Estate,,no-pic,2025
david_murdock,David Murdock,Murdock,102.0,1923.0,Male,United States,"Dole, real estate",Food & Beverage,,,2025
david_nahmad,David Nahmad,Nahmad,78.0,1947.0,Male,Monaco,Art collection,Fashion & Retail,,,2025
david_paul,David Paul,Paul,58.0,1967.0,Male,United States,Medical devices,Healthcare,"Founder and Executive Chairman, Globus Medical",no-pic,2025
david_penaloza_alanis,David Peñaloza Alanís,Peñaloza Alanís,51.0,1974.0,Male,Mexico,Toll roads,Construction & Engineering,,no-pic,2025
david_penaloza_sandoval,David Penaloza Sandoval,Penaloza Sandoval,76.0,1949.0,Male,Mexico,construction,Construction & Engineering,,no-pic,2014
david_reuben,David Reuben,Reuben,86.0,1939.0,Male,United Kingdom,"Investments, real estate",Real Estate,,no-pic,2025
david_rockefeller_sr,"David Rockefeller, Sr.",Rockefeller,107.0,1918.0,Male,United States,"real estate, investments",Finance and Investments,,,2017
david_rubenstein,David Rubenstein,Rubenstein,75.0,1950.0,Male,United States,Private equity,Finance & Investments,"Cofounder and Co-executive Chairman, Carlyle Group",,2025
david_sainsbury,David Sainsbury,Sainsbury,82.0,1943.0,Male,United Kingdom,retail,Fashion and Retail,,,2015
david_shaw,David Shaw,Shaw,74.0,1951.0,Male,United States,Hedge funds,Finance & Investments,"Founder, D. E. Shaw & Co., L.P.",,2025
david_shou_yeh_wong,David Shou-Yeh Wong,Wong,82.0,1943.0,Male,Hong Kong,banking,Finance and Investments,,no-pic,2017
david_siegel_1,David Siegel,Siegel,64.0,1961.0,Male,United States,Hedge funds,Finance & Investments,"Co-Founder & Co-Chairman, Two Sigma",,2025
david_steward,David Steward,Steward,74.0,1951.0,Male,United States,IT provider,Technology,,no-pic,2025
david_sun,David Sun,Sun,73.0,1952.0,Male,United States,Computer hardware,Technology,"COO, Kingston Technology Corporation",,2025
david_teoh,David Teoh,Teoh,69.0,1956.0,Male,Australia,Telecom,Telecom,,no-pic,2025
david_tepper,David Tepper,Tepper,67.0,1958.0,Male,United States,Hedge funds,Finance & Investments,"President and Founder, Appaloosa Management",,2025
david_thomson,David Thomson,Thomson,68.0,1957.0,Male,Canada,Media,Media & Entertainment,"Chairman, Thomson Reuters Corporation",,2025
david_tran,David Tran,Tran,77.0,1948.0,Male,United States,Hot sauce,Food & Beverage,,no-pic,2023
david_velez,David Velez,Velez,43.0,1982.0,Male,Colombia,Fintech,Finance & Investments,,no-pic,2025
david_walentas,David Walentas,Walentas,86.0,1939.0,Male,United States,Real estate,Real Estate,,,2025
david_wertheim,David Wertheim,Wertheim,67.0,1958.0,Male,Israel,Coca-Cola Israel,Food & Beverage,,no-pic,2025
david_william_grainger,David William Grainger,Grainger,95.0,1930.0,Male,United States,electrical and industrial equipment,Retail,,no-pic,2013
david_xueling_li,David Xueling Li,Li,50.0,1975.0,Male,China,live streaming service,Technology,,no-pic,2022
david_yakobashvili,David Yakobashvili,Yakobashvili,66.0,1959.0,Male,Russia,"oil, real estate",Energy,,no-pic,2014
david_zalik,David Zalik,Zalik,51.0,1974.0,Male,United States,Financial technology,Technology,"CEO, GreenSky",no-pic,2025
dean_solon,Dean Solon,Solon,60.0,1965.0,Male,United States,Solar systems,Energy,,no-pic,2025
dean_white,Dean White,White,99.0,1926.0,Male,United States,"billboards, hotels",Service,,,2016
deepak_mehta,Deepak Mehta,Mehta,68.0,1957.0,Male,India,Chemicals,Manufacturing,,no-pic,2025
deepinder_goyal,Deepinder Goyal,Goyal,42.0,1983.0,Male,India,Food delivery service,Service,,no-pic,2025
delfin_jorge_ezequiel_carballo,Delfin Jorge Ezequiel Carballo,Carballo,72.0,1953.0,Male,Argentina,banking,Finance & Investments,,no-pic,2025
demetrio_carceller_coll,Demetrio Carceller Coll,Carceller Coll,,,Male,Portugal,"gas, beer",Energy,,no-pic,2017
deng_hui,Deng Hui,Deng,63.0,1962.0,Male,United States,software,Technology,,no-pic,2025
deng_weiming,Deng Weiming,Deng,56.0,1969.0,Male,China,Battery components,Manufacturing,,no-pic,2025
deng_wen,Deng Wen,Deng,57.0,1968.0,Male,China,Condiments,Food & Beverage,,no-pic,2025
deng_yingzhong,Deng Yingzhong,Deng,72.0,1953.0,Male,China,Paper,Manufacturing,,no-pic,2023
denis_frolov,Denis Frolov,Frolov,42.0,1983.0,Male,Russia,IT,Technology,,no-pic,2024
denis_obrien,Denis O'Brien,O'Brien,67.0,1958.0,Male,Ireland,Telecom,Telecom,,,2025
denis_shtengelov,Denis Shtengelov,Shtengelov,53.0,1972.0,Male,Russia,"Food, retail",Food & Beverage,,no-pic,2025
denis_sverdlov,Denis Sverdlov,Sverdlov,44.0,1981.0,Male,Russia,electric vehicles,Automotive,,no-pic,2022
denise_coates,Denise Coates,Coates,57.0,1968.0,Female,United Kingdom,Online gambling,Gambling & Casinos,,,2025
denise_prenosil,Denise Prenosil,Prenosil,65.0,1960.0,Female,United States,Dick's Sporting Goods,Fashion & Retail,,no-pic-female,2025
denise_york,Denise York,York,74.0,1951.0,Female,United States,San Francisco 49ers,Sports,"Co-Chairman, San Francisco 49ers",,2025
deniz_sahenk,Deniz Sahenk,Sahenk,79.0,1946.0,Female,Turkey,Diversified,Diversified,,,2025
dennis_anthony_uy,Dennis Anthony Uy,Uy,56.0,1969.0,Male,Philippines,telecom,Telecom,,no-pic,2022
dennis_gillings,Dennis Gillings,Gillings,81.0,1944.0,Male,United Kingdom,Clinical trials,Healthcare,,no-pic,2025
dennis_washington,Dennis Washington,Washington,91.0,1934.0,Male,United States,"Construction, mining",Logistics,,,2025
dermot_desmond,Dermot Desmond,Desmond,75.0,1950.0,Male,Ireland,Finance,Finance & Investments,,,2025
desh_bandhu_gupta,Desh Bandhu Gupta,Gupta,85.0,1940.0,Male,India,pharmaceuticals,Healthcare,,,2017
desmond_lim_siew_choon,Desmond Lim Siew Choon,Lim Siew Choon,62.0,1963.0,Male,Malaysia,property,Real Estate,,no-pic,2017
desmond_sacco,Desmond Sacco,Sacco,80.0,1945.0,Male,South Africa,mining,Metals & Mining,,,2014
devi_shetty,Devi Shetty,Shetty,72.0,1953.0,Male,India,Healthcare,Healthcare,,no-pic,2025
devin_finzer,Devin Finzer,Finzer,32.0,1993.0,Male,United States,online marketplace,Technology,,no-pic,2022
dewi_kam,Dewi Kam,Kam,75.0,1950.0,Female,Indonesia,Coal,Energy,,no-pic-female,2025
dhanin_chearavanont,Dhanin Chearavanont,Chearavanont,86.0,1939.0,Male,Thailand,Diversified,Diversified,,,2025
dharmesh_shah,Dharmesh Shah,Shah,57.0,1968.0,Male,United States,software,Technology,,no-pic,2025
dhruv_sawhney,Dhruv Sawhney,Sawhney,81.0,1944.0,Male,India,"Engineering, sugar",Construction & Engineering,,no-pic,2025
diamantis_diamantides,Diamantis Diamantides,Diamantides,78.0,1947.0,Male,Greece,Shipping,Logistics,,no-pic,2025
diana_teh_li_shing,Diana Teh Li Shing,Shing,,,Female,Malaysia,Banking,Finance & Investments,,no-pic-female,2023
diane_hendricks,Diane Hendricks,Hendricks,78.0,1947.0,Female,United States,Building supplies,Construction & Engineering,"Cofounder, ABC Supply",,2025
diane_kemper,Diane Kemper,Kemper,80.0,1945.0,Female,United States,Real estate,Real Estate,,no-pic-female,2025
diao_zhizhong,Diao Zhizhong,Diao,59.0,1966.0,Male,China,Software,Technology,,no-pic,2023
dick_wolf_1,Dick Wolf,Wolf,78.0,1947.0,Male,United States,Law & Order,Media & Entertainment,,no-pic,2025
diego_della_valle,Diego Della Valle,Della Valle,71.0,1954.0,Male,Italy,Shoes,Fashion & Retail,,,2025
dieter_schaub,Dieter Schaub,Schaub,85.0,1940.0,Male,Germany,media,Media & Entertainment,,no-pic,2016
dieter_schnabel,Dieter Schnabel,Schnabel,77.0,1948.0,Male,Germany,Chemicals,Manufacturing,,,2023
dieter_schwarz,Dieter Schwarz,Schwarz,85.0,1940.0,Male,Germany,Retail,Fashion & Retail,,no-pic,2025
dieter_von_holtzbrinck,Dieter von Holtzbrinck,von Holtzbrinck,81.0,1944.0,Male,Germany,publishing,,,,2010
dietmar_hopp,Dietmar Hopp,Hopp,85.0,1940.0,Male,Germany,Software,Technology,,,2025
dietrich_mateschitz,Dietrich Mateschitz,Mateschitz,78.0,1947.0,Male,Austria,Red Bull,Food & Beverage,,,2022
dilek_sabanci,Dilek Sabanci,Sabanci,58.0,1967.0,Female,Turkey,Haci Omer sabanci Holding,Diversified,,,2013
dilip_shanghvi,Dilip Shanghvi,Shanghvi,69.0,1956.0,Male,India,Pharmaceuticals,Healthcare,,,2025
dilip_surana,Dilip Surana,Surana,59.0,1966.0,Male,India,Pharmaceuticals,Healthcare,,no-pic,2025
din_hwa_chen,Chen Din Hwa,Chen,100.0,1925.0,Male,Hong Kong,real estate,Real Estate,,,2012
dinara_kulibaeva,Dinara Kulibaeva,Kulibaeva,57.0,1968.0,Female,Kazakhstan,Banking,Finance & Investments,,,2025
dinesh_nandwana,Dinesh Nandwana,Nandwana,59.0,1966.0,Male,India,software services,Technology,,no-pic,2018
ding_lieming,Ding Lieming,Ding,59.0,1966.0,Male,China,pharmaceuticals,Healthcare,,no-pic,2021
ding_shijia,Ding Shijia,Ding,61.0,1964.0,Male,China,Sports apparel,Fashion & Retail,,no-pic,2025
ding_shizhong,Ding Shizhong,Ding,54.0,1971.0,Male,China,Sports apparel,Fashion & Retail,,,2025
ding_shui_po,Ding Shui Po,Ding,52.0,1973.0,Male,China,"Sneakers, sportswear",Fashion & Retail,,no-pic,2023
ding_yuhua,Ding Yuhua,Ding,74.0,1951.0,Male,China,tires,Automotive,,no-pic,2017
dinu_patriciu,Dinu Patriciu,Patriciu,72.0,1953.0,Male,Romania,"oil, real estate, retail",Oil,,,2012
diona_teh_li_shian,Diona Teh Li Shian,Diona Teh,,,Female,Malaysia,Banking,Finance & Investments,,no-pic-female,2025
dirce_navarro_de_camargo,Dirce Navarro De Camargo,Camargo,,,Female,Brazil,construction,Construction & Engineering,,no-pic-female,2013
dirk_rossmann,Dirk Rossmann,Rossmann,78.0,1947.0,Male,Germany,Drugstores,Fashion & Retail,,,2025
dirk_stroeer,Dirk Stroeer,Stroeer,54.0,1971.0,Male,Germany,advertising,Media & Entertainment,,no-pic,2022
dirk_ziff,Dirk Ziff,Ziff,61.0,1964.0,Male,United States,Investments,Finance & Investments,,,2025
djoko_susanto,Djoko Susanto,Susanto,75.0,1950.0,Male,Indonesia,Supermarkets,Fashion & Retail,,,2025
dmitri_bukhman,Dmitri Bukhman,Bukhman,40.0,1985.0,Male,Israel,Online games,Media & Entertainment,,no-pic,2025
dmitry_alexeyev,Dmitry Alexeyev,Alexeyev,51.0,1974.0,Male,Russia,Retail,Fashion & Retail,,no-pic,2025
dmitry_ananyev,Dmitry Ananyev,Ananyev,54.0,1971.0,Male,Russia,"banking, IT, real estate",Diversified,,,2017
dmitry_bosov,Dmitry Bosov,Bosov,55.0,1970.0,Male,Russia,coal mining,Metals & Mining,,no-pic,2020
dmitry_kamenshchik,Dmitry Kamenshchik,Kamenshchik,57.0,1968.0,Male,Russia,Airport,Service,,,2025
dmitry_korzhev,Dmitry Korzhev,Korzhev,59.0,1966.0,Male,Russia,retail,Fashion and Retail,,no-pic,2014
dmitry_mazepin,Dmitry Mazepin,Mazepin,57.0,1968.0,Male,Russia,Chemicals,Manufacturing,,,2025
dmitry_nikolaev,Dmitry Nikolaev,Nikolaev,58.0,1967.0,Male,Russia,Coal,Energy,,no-pic,2025
