person,name,last_name,age,birth_year,gender,country,source,industry,title,image_uri,latest_year
a_jayson_adair,A. Jayson Adair,Adair,55.0,1970.0,Male,United States,Damaged cars,Automotive,,no-pic,2025
a_jerrold_perenchio,A. Jerrold Perenchio,Perenchio,92.0,1933.0,Male,United States,"television, Univision",Media & Entertainment,"Founder & Owner, Chartwell Leisure",,2017
abdul_aziz_al_ghurair,Abdul Aziz Al Ghurair,Al Ghurair,68.0,1957.0,Male,United Arab Emirates,banking,Finance,,,2012
abdul_majeed_alhokair,Abdul Majeed Alhokair,Alhokair,53.0,1972.0,Male,Saudi Arabia,"retail, real estate",Fashion & Retail,,no-pic,2017
abdul_rasyid,Abdul Rasyid,Abdul,65.0,1960.0,Male,Indonesia,"timber, palm oil",Manufacturing,,,2016
abdulla_al_futtaim,Abdulla Al Futtaim,Al Futtaim,85.0,1940.0,Male,United Arab Emirates,"Auto dealers, investments",Automotive,,,2025
abdulla_bin_ahmad_al_ghurair,Abdulla bin Ahmad Al Ghurair,Al Ghurair,96.0,1929.0,Male,United Arab Emirates,Diversified,Diversified,,,2025
abdullah_al_othaim,Abdullah Al Othaim,Al Othaim,68.0,1957.0,Male,Saudi Arabia,"Grocery stores, malls",Fashion & Retail,,no-pic,2025
abdullah_al_rajhi,Abdullah Al Rajhi,Al Rajhi,,,Male,Saudi Arabia,banking,Finance and Investments,,no-pic,2017
abdullah_amer_al_nahdi,Abdullah Amer Al Nahdi,Al Nahdi,64.0,1961.0,Male,Saudi Arabia,Pharmacies,Healthcare,,no-pic,2025
abdullah_bin_sulaiman_al_rajhi,Abdullah bin Sulaiman Al Rajhi,Al Rajhi,67.0,1958.0,Male,Saudi Arabia,Banking,Finance & Investments,,no-pic,2025
abdulsamad_rabiu,Abdulsamad Rabiu,Rabiu,64.0,1961.0,Male,Nigeria,"Cement, sugar",Diversified,,,2025
abel_avellan,Abel Avellan,Avellan,54.0,1971.0,Male,United States,telecoms,Telecom,,no-pic,2025
abhay_firodia,Abhay Firodia,Firodia,80.0,1945.0,Male,India,Automobiles,Automotive,,,2025
abhay_soi,Abhay Soi,Soi,51.0,1974.0,Male,India,Healthcare,Healthcare,,no-pic,2025
abhay_vakil,Abhay Vakil,Vakil,72.0,1953.0,Male,India,paints,Manufacturing,,,2021
abigail_bennett,Abigail Bennett,Bennett,44.0,1981.0,Female,United States,Liquor,Food & Beverage,,no-pic-female,2025
abigail_johnson,Abigail Johnson,Johnson,63.0,1962.0,Female,United States,Fidelity,Finance & Investments,"Chairman & CEO, Fidelity Investments",,2025
abilio_dos_santos_diniz,Abilio dos Santos Diniz,Diniz,86.0,1939.0,Male,Brazil,Retail,Fashion & Retail,,,2023
achal_bakeri,Achal Bakeri,Bakeri,63.0,1962.0,Male,India,air coolers,Manufacturing,,,2021
acharya_balkrishna,Acharya Balkrishna,Balkrishna,53.0,1972.0,Male,India,Consumer goods,Food & Beverage,,,2025
achmad_hamami,Achmad Hamami,Hamami,92.0,1933.0,Male,Indonesia,heavy equipment,Construction & Engineering,,,2016
adam_bowen,Adam Bowen,Bowen,47.0,1978.0,Male,United States,e-cigarettes,Manufacturing,"Chief Technology Officer, Juul Labs",no-pic,2019
adam_foroughi,Adam Foroughi,Foroughi,45.0,1980.0,Male,United States,"marketing software, mobile games",Technology,,no-pic,2025
adam_forste,Adam Forste,Forste,47.0,1978.0,Male,United States,Diversified,Diversified,,no-pic,2025
adam_kwok,Adam Kwok,Kwok,42.0,1983.0,Male,Hong Kong,Real estate,Real Estate,,no-pic,2025
adam_neumann,Adam Neumann,Neumann,46.0,1979.0,Male,Israel,WeWork,Real Estate,,,2025
adebayo_ogunlesi,Adebayo Ogunlesi,Ogunlesi,71.0,1954.0,Male,United States,Private Equity,Finance & Investments,,no-pic,2025
adi_godrej,Adi Godrej,Godrej,83.0,1942.0,Male,India,Consumer goods,Diversified,,,2025
adriaan_mol,Adriaan Mol,Mol,41.0,1984.0,Male,Netherlands,Fintech,Technology,,no-pic,2025
adrian_paval,Adrian Paval,Paval,56.0,1969.0,Male,Romania,Retail,Fashion & Retail,,no-pic,2025
aerin_lauder,Aerin Lauder,Lauder,55.0,1970.0,Female,United States,Estee Lauder,Fashion & Retail,,,2025
agnete_kirk_thinggaard,Agnete Kirk Thinggaard,Thinggaard,42.0,1983.0,Female,Denmark,Lego,Manufacturing,,no-pic-female,2025
agoes_projosasmito,Agoes Projosasmito,Projosasmito,69.0,1956.0,Male,Indonesia,"mining, investment",Metals & Mining,,no-pic,2025
agustin_coppel_luken,Agustín Coppel Luken,Coppel Luken,63.0,1962.0,Male,Mexico,Diversified,Fashion & Retail,,no-pic,2025
ahmed_afif_topbas,Ahmed Afif Topbas,Topbas,83.0,1942.0,Male,Turkey,Food Retail,Fashion & Retail,,no-pic,2025
ahmet_calik,Ahmet Calik,Calik,67.0,1958.0,Male,Turkey,"Energy, banking, construction",Diversified,,,2025
ahmet_nazif_zorlu,Ahmet Nazif Zorlu,Zorlu,78.0,1947.0,Male,Turkey,diversified,Diversified,,,2021
ahsen_ozokur,Ahsen Ozokur,Ozokur,72.0,1953.0,Female,Turkey,food manufacturing,Food and Beverage,,no-pic-female,2015
airat_shaimiev,Airat Shaimiev,Shaimiev,63.0,1962.0,Male,Russia,"Refinery, chemicals",Energy,,,2025
aiyawatt_srivaddhanaprabha,Aiyawatt Srivaddhanaprabha,Srivaddhanaprabha,37.0,1988.0,Male,Thailand,duty-free,Fashion & Retail,,no-pic,2020
ajay_jaisinghani,Ajay Jaisinghani,Jaisinghani,73.0,1952.0,Male,India,Wires and cables,Manufacturing,,no-pic,2025
ajay_kalsi,Ajay Kalsi,Kalsi,62.0,1963.0,Male,India,oil & gas,Energy,,,2018
ajay_parekh,Ajay Parekh,Parekh,68.0,1957.0,Male,India,Adhesives,Manufacturing,,no-pic,2025
ajay_piramal,Ajay Piramal,Piramal,69.0,1956.0,Male,India,Pharmaceuticals,Healthcare,,,2025
akio_nitori,Akio Nitori,Nitori,81.0,1944.0,Male,Japan,Home furnishings,Fashion & Retail,,,2025
akira_mori,Akira Mori,Mori,89.0,1936.0,Male,Japan,Real estate,Real Estate,,,2025
akshay_arora,Akshay Arora,Arora,62.0,1963.0,Male,India,specialty pharmaceuticals,Healthcare,,no-pic,2025
alain_bouchard,Alain Bouchard,Bouchard,76.0,1949.0,Male,Canada,Convinience stores,Fashion & Retail,"Chairman and CEO, Alimentation Couche Tard Inc. Cl A",,2025
alain_merieux,Alain Merieux,Merieux,87.0,1938.0,Male,France,Pharmaceuticals,Healthcare,,,2025
alain_taravella,Alain Taravella,Taravella,77.0,1948.0,Male,France,Real estate development,Real Estate,,,2025
alain_wertheimer,Alain Wertheimer,Wertheimer,76.0,1949.0,Male,France,Chanel,Fashion & Retail,,,2025
alan_auerbach,Alan Auerbach,Auerbach,53.0,1972.0,Male,United States,biotechnology,Medicine,,,2015
alan_casden,Alan Casden,Casden,77.0,1948.0,Male,United States,real estate,Real Estate,"CEO, Chairman & Founder, Casden Properties LLC",,2012
alan_gerry,Alan Gerry,Gerry,96.0,1929.0,Male,United States,Cable television,Media & Entertainment,,,2025
alan_howard,Alan Howard,Howard,61.0,1964.0,Male,United Kingdom,Hedge funds,Finance & Investments,"Founder, Brevan Howard Asset Management",,2025
alan_miller_1,Alan Miller,Miller,87.0,1938.0,Male,United States,Healthcare services,Healthcare,,no-pic,2025
alan_rydge,Alan Rydge,Rydge,70.0,1955.0,Male,Australia,entertainment,Media & Entertainment,,,2022
alan_trefler,Alan Trefler,Trefler,69.0,1956.0,Male,United States,Software,Technology,,no-pic,2025
alan_wilson,Alan Wilson,Wilson,84.0,1941.0,Male,Australia,Retailing,Fashion & Retail,,no-pic,2025
alan_zekelman,Alan Zekelman,Zekelman,62.0,1963.0,Male,Canada,Steel,Manufacturing,,no-pic,2025
albert_avdolyan,Albert Avdolyan,Avdolyan,54.0,1971.0,Male,Russia,"Oil, mining",Energy,,no-pic,2025
albert_berner,Albert Berner,Berner,87.0,1938.0,Male,Germany,fasteners,Manufacturing,,,2019
albert_blokker,Albert Blokker,Blokker,77.0,1948.0,Male,Belgium,retail,Retail,,no-pic,2014
albert_boehringer,Albert Boehringer,Boehringer,84.0,1941.0,Male,Germany,Pharmaceuticals,Healthcare,,no-pic,2025
albert_chao,Albert Chao,Chao,76.0,1949.0,Male,United States,"Chemicals, building products",Manufacturing,,no-pic,2025
albert_frere,Albert Frere,Frere,97.0,1928.0,Male,Belgium,investments,Finance and Investments,,,2018
albert_gubay,Albert Gubay,Gubay,95.0,1930.0,Male,United Kingdom,real estate,,,no-pic,2010
albert_nahmad,Albert Nahmad,Nahmad,84.0,1941.0,Male,United States,Air conditioning parts,Manufacturing,,no-pic,2025
albert_shigaboutdinov,Albert Shigaboutdinov,Shigaboutdinov,72.0,1953.0,Male,Russia,"Refinery, chemicals",Diversified,,,2025
albert_ueltschi,Albert Ueltschi,Ueltschi,105.0,1920.0,Male,United States,FlightSafety,Service,,,2012
albert_von_thurn_und_taxis,Albert von Thurn und Taxis,von Thurn und Taxis,39.0,1986.0,Male,Germany,diversified,Diversified,,,2014
albert_yeung,Albert Yeung,Yeung,80.0,1945.0,Male,Hong Kong,"real estate, retail",Diversified,,,2019
alberto_alcocer,Alberto Alcocer,Alcocer,82.0,1943.0,Male,Spain,Investments,Finance & Investments,,,2025
alberto_bailleres_gonzalez,Alberto Bailleres Gonzalez,Bailleres Gonzalez,91.0,1934.0,Male,Mexico,mining,Metals & Mining,,,2021
alberto_benavides,Alberto Benavides,Benavides,102.0,1923.0,Male,Peru,mining,Metals & Mining,,,2013
alberto_bombassei,Alberto Bombassei,Bombassei,84.0,1941.0,Male,Italy,Automotive brakes,Automotive,,,2025
alberto_coppel_luken,Alberto Coppel Luken,Coppel Luken,73.0,1952.0,Male,Mexico,Diversified,Fashion & Retail,,no-pic,2025
alberto_cortina,Alberto Cortina,Cortina,79.0,1946.0,Male,Spain,Investments,Finance & Investments,,,2025
alberto_palatchi,Alberto Palatchi,Palatchi,76.0,1949.0,Male,Spain,Wedding dresses,Fashion & Retail,,no-pic,2025
alberto_prada,Alberto Prada,Prada,71.0,1954.0,Male,Italy,Luxury goods,Fashion & Retail,,no-pic,2025
alberto_roemmers,Alberto Roemmers,Roemmers,96.0,1929.0,Male,Argentina,pharmaceuticals,Healthcare,,no-pic,2022
alberto_siccardi,Alberto Siccardi,Siccardi,81.0,1944.0,Male,Switzerland,Medical devices,Healthcare,,no-pic,2025
alceu_elias_feldmann,Alceu Elias Feldmann,Feldmann,76.0,1949.0,Male,Brazil,Fertilizer,Energy,,no-pic,2025
aldo_bensadoun,Aldo Bensadoun,Bensadoun,84.0,1941.0,Male,Canada,shoes,Fashion & Retail,,,2020
alec_gores,Alec Gores,Gores,72.0,1953.0,Male,United States,Private equity,Finance & Investments,,,2025
alejandro_bailleres_gual,Alejandro Baillères Gual,Baillères Gual,64.0,1961.0,Male,Mexico,Diversified,Diversified,,no-pic,2025
alejandro_bulgheroni,Alejandro Bulgheroni,Bulgheroni,80.0,1945.0,Male,Argentina,Oil & gas,Energy,,no-pic,2025
alejandro_santo_domingo,Alejandro Santo Domingo,Santo Domingo,48.0,1977.0,Male,United States,Beer,Food & Beverage,,,2025
ales_zavoral,Ales Zavoral,Zavoral,48.0,1977.0,Male,Czech Republic,E-commerce,Fashion & Retail,,no-pic,2025
alessandra_garavoglia,Alessandra Garavoglia,Garavoglia,65.0,1960.0,Female,Italy,Spirits,Food & Beverage,,no-pic-female,2025
alessandro_rosano,Alessandro Rosano,Rosano,,,Male,Italy,Shoes,Fashion & Retail,,no-pic,2025
alex_atallah,Alex Atallah,Atallah,31.0,1994.0,Male,United States,online marketplace,Technology,"Cofounder, OpenSea",no-pic,2022
alex_beard,Alex Beard,Beard,57.0,1968.0,Male,United Kingdom,"Mining, commodities",Metals & Mining,,,2025
alex_birkenstock,Alex Birkenstock,Birkenstock,56.0,1969.0,Male,Germany,Shoes,Fashion & Retail,,no-pic,2025
alex_shevchenko,Alex Shevchenko,Shevchenko,45.0,1980.0,Male,Canada,Software,Technology,,no-pic,2025
alexander_abramov,Alexander Abramov,Abramov,66.0,1959.0,Male,Russia,"Steel, mining",Metals & Mining,,,2025
alexander_dzhaparidze,Alexander Dzhaparidze,Dzhaparidze,67.0,1958.0,Male,Russia,oil services,Energy,,,2020
alexander_evnevich,Alexander Evnevich,Evnevich,66.0,1959.0,Male,Russia,"tea, retail",Food & Beverage,,no-pic,2025
alexander_frolov,Alexander Frolov,Frolov,61.0,1964.0,Male,Russia,"Mining, steel",Metals & Mining,,,2025
alexander_gerko,Alexander Gerko,Gerko,45.0,1980.0,Male,United Kingdom,Trading,Finance & Investments,,no-pic,2025
alexander_girda,Alexander Girda,Girda,62.0,1963.0,Male,Russia,retail,Fashion and Retail,,no-pic,2011
alexander_isaev,Alexander Isaev,Isaev,49.0,1976.0,Male,Russia,Mining,Energy,,no-pic,2025
alexander_karp,Alexander Karp,Karp,57.0,1968.0,Male,United States,Software firm,Technology,"Cofounder and CEO, Palantir Technologies",,2025
alexander_klyachin,Alexander Klyachin,Klyachin,58.0,1967.0,Male,Russia,Real estate,Real Estate,,no-pic,2025
alexander_knaster,Alexander Knaster,Knaster,64.0,1961.0,Male,United States,"oil, telecom, banking",Investments,,,2014
alexander_knauf,Alexander Knauf,Knauf,51.0,1974.0,Male,Germany,building materials,Manufacturing,,no-pic,2025
alexander_lebedev,Alexander Lebedev,Lebedev,63.0,1962.0,Male,Russia,"investments, banking",Investments,,,2012
alexander_linnik,Alexander Linnik,Linnik,57.0,1968.0,Male,Russia,Agriculture,Food & Beverage,,no-pic,2025
alexander_lutsenko,Alexander Lutsenko,Lutsenko,63.0,1962.0,Male,Russia,agribusiness,Food & Beverage,,,2025
alexander_machkevich,Alexander Machkevich,Machkevich,69.0,1956.0,Male,Israel,"mining, metals",Metals & Mining,,,2019
alexander_mamut,Alexander Mamut,Mamut,65.0,1960.0,Male,Russia,Investments,Finance & Investments,,,2025
alexander_mikhalskiy,Alexander Mikhalskiy,Mikhalskiy,66.0,1959.0,Male,Russia,retail,Fashion & Retail,,no-pic,2025
alexander_nesis,Alexander Nesis,Nesis,60.0,1965.0,Male,Russia,"Metals, banking, fertilizers",Finance & Investments,,,2023
alexander_otto,Alexander Otto,Otto,58.0,1967.0,Male,Germany,Real estate,Real Estate,,no-pic,2025
alexander_ponomarenko,Alexander Ponomarenko,Ponomarenko,60.0,1965.0,Male,Russia,"Real estate, airport",Logistics,,,2025
alexander_putilov,Alexander Putilov,Putilov,71.0,1954.0,Male,Russia,oil,Energy,,no-pic,2014
alexander_ramlie,Alexander Ramlie,Ramlie,52.0,1973.0,Male,Indonesia,mining,Metals & Mining,,no-pic,2025
alexander_rinke_1,Alexander Rinke,Rinke,36.0,1989.0,Male,Germany,Enterprise software,Technology,,no-pic,2025
alexander_rovt,Alexander Rovt,Rovt,70.0,1955.0,Male,United States,"fertilizer, real estate",Manufacturing,,,2020
alexander_samwer,Alexander Samwer,Samwer,50.0,1975.0,Male,Germany,tech investments,Technology,"Cofounder, Rocket Internet",,2025
alexander_savelyev,Alexander Savelyev,Savelyev,71.0,1954.0,Male,Russia,banking,Finance & Investments,,no-pic,2025
alexander_shchukin,Alexander Shchukin,Shchukin,72.0,1953.0,Male,Russia,coal,Energy,,,2011
alexander_shnaider,Alexander Shnaider,Shnaider,54.0,1971.0,Male,Canada,steel,,,,2010
alexander_sixt,Alexander Sixt,Sixt,45.0,1980.0,Male,Germany,Car rentals,Automotive,,no-pic,2025
alexander_skorobogatko,Alexander Skorobogatko,Skorobogatko,57.0,1968.0,Male,Russia,"Real estate, airport",Logistics,,,2025
alexander_spanos,Alexander Spanos,Spanos,99.0,1926.0,Male,United States,"real estate, Los Angeles Chargers",Sports,"Owner, San Diego Chargers",,2018
alexander_svetakov,Alexander Svetakov,Svetakov,57.0,1968.0,Male,Russia,Real estate,Finance & Investments,,,2025
alexander_tedja,Alexander Tedja,Tedja,77.0,1948.0,Male,Indonesia,real estate,Real Estate,,,2022
alexander_vagin,Alexander Vagin,Vagin,64.0,1961.0,Male,Russia,coal,Energy,,no-pic,2011
alexander_vik,Alexander Vik,Vik,68.0,1957.0,Male,Norway,investments,Finance and Investments,,,2019
alexandr_wang,Alexandr Wang,Wang,28.0,1997.0,Male,United States,artificial intelligence,Technology,"CEO and Cofounder, Scale",no-pic,2025
alexandra_andresen,Alexandra Andresen,Andresen,29.0,1996.0,Female,Norway,Investments,Diversified,,no-pic-female,2025
alexandra_daitch,Alexandra Daitch,Daitch,62.0,1963.0,Female,United States,Cargill,Food & Beverage,,no-pic-female,2025
alexandra_schoerghuber,Alexandra Schoerghuber,Schoerghuber,67.0,1958.0,Female,Germany,Real estate,Real Estate,,no-pic-female,2025
alexandre_behring,Alexandre Behring,Behring,58.0,1967.0,Male,Brazil,Investments,Finance & Investments,,no-pic,2025
alexandre_grendene_bartelle,Alexandre Grendene Bartelle,Grendene Bartelle,75.0,1950.0,Male,Brazil,Shoes,Fashion & Retail,,,2025
alexandre_soares_dos_santos,Alexandre Soares dos Santos,Soares dos Santos,88.0,1937.0,Male,Portugal,supermarkets,Fashion & Retail,,,2017
alexandre_van_damme,Alexandre Van Damme,Van Damme,62.0,1963.0,Male,Belgium,ABInBev,Food & Beverage,,no-pic,2025
alexei_ananyev,Alexei Ananyev,Ananyev,58.0,1967.0,Male,Russia,"banking, IT, real estate",Diversified,,,2017
alexei_bogachev,Alexei Bogachev,Bogachev,52.0,1973.0,Male,Russia,"retail, banking",Diversified,,,2017
alexei_kuzmichev,Alexei Kuzmichev,Kuzmichev,62.0,1963.0,Male,Russia,"Oil, banking, telecom",Energy,,,2025
alexei_semin,Alexei Semin,Semin,55.0,1970.0,Male,Russia,real estate,Real Estate,,no-pic,2014
alexey_mordashov,Alexey Mordashov,Mordashov,59.0,1966.0,Male,Russia,"Steel, investments",Metals & Mining,,,2025
alexey_repik,Alexey Repik,Repik,45.0,1980.0,Male,Russia,Pharmaceuticals,Healthcare,,no-pic,2025
alexis_le_quoc,Alexis Lê-Quôc,Lê-Quôc,50.0,1975.0,Male,United States,Cloud computing,Technology,"Cofounder, Datadog",no-pic,2025
alfred_gantner,Alfred Gantner,Gantner,57.0,1968.0,Male,Switzerland,Private equity,Finance & Investments,,no-pic,2025
alfred_james_clark,Alfred James Clark,Clark,95.0,1930.0,Male,United States,construction,Construction & Engineering,,,2015
alfred_mann,Alfred Mann,Mann,97.0,1928.0,Male,United States,medical devices,Healthcare,,,2015
alfred_oetker,Alfred Oetker,Oetker,58.0,1967.0,Male,Germany,Consumer goods,Fashion & Retail,,,2025
alfred_taubman,Alfred Taubman,Taubman,99.0,1926.0,Male,United States,real estate,Real Estate,,,2015
alfred_west_jr,"Alfred West, Jr.",West,82.0,1943.0,Male,United States,Money management,Finance & Investments,,no-pic,2025
alfredo_egydio_arruda_villela_filho,Alfredo Egydio Arruda Villela Filho,Egydio Arruda Villela Filho,55.0,1970.0,Male,Brazil,Banking,Finance & Investments,,no-pic,2025
alfredo_harp_helu,Alfredo Harp Helu,Harp Helu,81.0,1944.0,Male,Mexico,"Banking, investments",Finance & Investments,,,2025
ali_erdemoglu,Ali Erdemoglu,Erdemoglu,65.0,1960.0,Male,Turkey,Carpet,Manufacturing,,no-pic,2025
ali_ghodsi,Ali Ghodsi,Ghodsi,46.0,1979.0,Male,Sweden,Data analytics,Technology,,no-pic,2025
ali_ibrahim_agaoglu,Ali Ibrahim Agaoglu,Agaoglu,69.0,1956.0,Male,Turkey,construction,Construction & Engineering,,,2018
ali_metin_kazanci,Ali Metin Kazanci,Kazanci,90.0,1935.0,Male,Turkey,Energy,Energy,,,2025
alice_schwartz,Alice Schwartz,Schwartz,99.0,1926.0,Female,United States,Biotech,Healthcare,,no-pic-female,2025
alice_walton,Alice Walton,Walton,75.0,1950.0,Female,United States,Walmart,Fashion & Retail,,,2025
alicia_koplowitz,Alicia Koplowitz,Koplowitz,71.0,1954.0,Female,Spain,"Construction, investments",Finance & Investments,,,2025
alijan_ibragimov,Alijan Ibragimov,Ibragimov,69.0,1956.0,Male,Kazakhstan,"mining, metals",Metals & Mining,,,2019
aliko_dangote,Aliko Dangote,Dangote,68.0,1957.0,Male,Nigeria,"Cement, sugar",Manufacturing,"CEO, Dangote Group",,2025
alisher_usmanov,Alisher Usmanov,Usmanov,71.0,1954.0,Male,Russia,"Steel, telecom, investments",Metals & Mining,"Founder, Metalloinvest",,2025
allan_goldman,Allan Goldman,Goldman,80.0,1945.0,Male,United States,real estate,Real Estate,,no-pic,2022
allan_gray,Allan Gray,Gray,85.0,1940.0,Male,South Africa,money management,Finance and Investments,,,2017
allan_slaight,Allan Slaight,Slaight,90.0,1935.0,Male,Canada,broadcasting,Media,"Founder, Slaight Communications",,2014
allan_wong,Allan Wong,Wong,75.0,1950.0,Male,Hong Kong,Electronics,Manufacturing,,,2025
aloke_lohia,Aloke Lohia,Lohia,66.0,1959.0,Male,India,Petrochemicals,Manufacturing,,,2025
aloys_wobben,Aloys Wobben,Wobben,71.0,1954.0,Male,Germany,wind turbines,Energy,,,2022
aloysio_de_andrade_faria,Aloysio de Andrade Faria,Faria,102.0,1923.0,Male,Brazil,banking,Finance & Investments,,no-pic,2020
alpana_dangi,Alpana Dangi,Dangi,52.0,1973.0,Female,India,Investments,Finance & Investments,,no-pic-female,2025
alvaro_saieh,Alvaro Saieh,Saieh,73.0,1952.0,Male,Chile,banking,Finance & Investments,,no-pic,2021
amancio_ortega,Amancio Ortega,Ortega,89.0,1936.0,Male,Spain,Zara,Fashion & Retail,,,2025
amanda_westphal_radcliffe,Amanda Westphal Radcliffe,Radcliffe,57.0,1968.0,Female,United States,tax software,Technology,,no-pic-female,2025
amar_bose,Amar Bose,Bose,93.0,1932.0,Male,United States,Bose,Manufacturing,,,2011
americo_amorim,Americo Amorim,Amorim,88.0,1937.0,Male,Portugal,"energy, investments",Diversified,,,2017
ami_luttwak,Ami Luttwak,Luttwak,41.0,1984.0,Male,Israel,Security startup,Technology,,no-pic,2025
amit_burman,Amit Burman,Burman,56.0,1969.0,Male,India,Consumer goods,Food & Beverage,,,2025
ammar_soliman_fakeeh,Ammar Soliman Fakeeh,Fakeeh,49.0,1976.0,Male,Saudi Arabia,Hospitals,Healthcare,,no-pic,2025
amnon_shashua,Amnon Shashua,Shashua,65.0,1960.0,Male,Israel,Automotive technology,Automotive,,no-pic,2025
amos_hostetter_jr,"Amos Hostetter, Jr.",Hostetter,88.0,1937.0,Male,United States,Cable television,Media & Entertainment,"Chair, Pilot House Associates",,2025
amy_adams_strunk,Amy Adams Strunk,Adams Strunk,69.0,1956.0,Female,United States,Tennessee Titans,Sports,"Owner, Tennessee Titans",no-pic-female,2025
amy_goldman_fowler,Amy Goldman Fowler,Goldman Fowler,71.0,1954.0,Female,United States,Real estate,Real Estate,,no-pic-female,2025
amy_wyss,Amy Wyss,Wyss,54.0,1971.0,Female,United States,Medical equipment,Healthcare,,,2025
an_kang,An Kang,An,76.0,1949.0,Male,China,Pharmaceuticals,Healthcare,,,2025
ana_lucia_de_mattos_barretto_villela,Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,51.0,1974.0,Female,Brazil,Banking,Finance & Investments,,no-pic-female,2025
ana_maria_brescia_cafferata,Ana Maria Brescia Cafferata,Brescia Cafferata,99.0,1926.0,Female,Peru,"Mining, banking",Diversified,,no-pic-female,2023
ana_maria_marcondes_penido_santanna,Ana Maria Marcondes Penido Sant'Anna,Marcondes Penido Sant'Anna,67.0,1958.0,Female,Brazil,toll roads,Construction & Engineering,,no-pic-female,2019
analjit_singh,Analjit Singh,Singh,69.0,1956.0,Male,India,diversified,Diversified,,,2022
anand_burman_1,Anand Burman,Burman,73.0,1952.0,Male,India,Consumer goods,Food & Beverage,,,2025
anand_deshpande,Anand Deshpande,Deshpande,63.0,1962.0,Male,India,Technology,Technology,,no-pic,2025
anand_jain,Anand Jain,Jain,66.0,1959.0,Male,India,diversified,,,no-pic,2010
anand_mahindra,Anand Mahindra,Mahindra,70.0,1955.0,Male,India,Diversified,Diversified,,,2025
anand_surana,Anand Surana,Surana,54.0,1971.0,Male,India,Pharmaceuticals,Healthcare,,no-pic,2025
ananda_krishnan,Ananda Krishnan,Krishnan,87.0,1938.0,Male,Malaysia,"Telecoms, media, oil-services",Telecom,,,2024
anant_asavabhokhin_1,Anant Asavabhokhin,Asavabhokhin,74.0,1951.0,Male,Thailand,Real estate,Real Estate,,no-pic,2024
anas_sefrioui,Anas Sefrioui,Sefrioui,68.0,1957.0,Male,Morocco,real estate,Real Estate,,,2025
anastasia_soare,Anastasia Soare,Soare,65.0,1960.0,Female,United States,cosmetics,Fashion & Retail,,no-pic-female,2019
anatoly_lomakin,Anatoly Lomakin,Lomakin,70.0,1955.0,Male,Russia,Investments,Metals & Mining,,,2023
anatoly_sedykh,Anatoly Sedykh,Sedykh,60.0,1965.0,Male,Russia,Steel pipes,Metals & Mining,,,2025
anatoly_skurov,Anatoly Skurov,Skurov,72.0,1953.0,Male,Russia,"Coal, fertilizers",Energy,,,2025
anders_holch_povlsen,Anders Holch Povlsen,Povlsen,52.0,1973.0,Male,Denmark,Fashion retail,Fashion & Retail,,,2025
andre_esteves,Andre Esteves,Esteves,57.0,1968.0,Male,Brazil,Banking,Finance & Investments,,,2025
andre_kasprzak,André Kasprzak,Kasprzak,36.0,1989.0,Male,Denmark,shoes,Fashion & Retail,,no-pic,2021
andre_koo,Andre Koo,Koo,58.0,1967.0,Male,Taiwan,Financial services,Finance & Investments,,no-pic,2025
andre_koo_sr,"Andre Koo, Sr.",Koo,55.0,1970.0,Male,Taiwan,Financial services,Finance & Investments,,no-pic,2023
andre_street,André Street,Street,39.0,1986.0,Male,Brazil,fintech,Technology,,no-pic,2021
andrea_della_valle,Andrea Della Valle,Della Valle,57.0,1968.0,Male,Italy,shoes,Fashion & Retail,,,2018
andrea_pignataro,Andrea Pignataro,Pignataro,55.0,1970.0,Male,Italy,Financial software,Finance & Investments,,no-pic,2025
andrea_reimann_ciardelli,Andrea Reimann-Ciardelli,Reimann-Ciardelli,66.0,1959.0,Female,United States,consumer goods,Fashion & Retail,,no-pic-female,2018
andreas_halvorsen,Andreas Halvorsen,Halvorsen,64.0,1961.0,Male,Norway,Hedge funds,Finance & Investments,"Founding Partner & Chief Executive Officer, Viking Global Investors",,2025
andreas_martinos,Andreas Martinos,Martinos,69.0,1956.0,Male,Greece,Shipping,Logistics,,no-pic,2025
andreas_pohl,Andreas Pohl,Pohl,61.0,1964.0,Male,Germany,Mutual funds,Finance & Investments,,,2025
andreas_struengmann,Andreas Struengmann,Struengmann,75.0,1950.0,Male,Germany,Pharmaceuticals,Healthcare,,,2025
andreas_von_bechtolsheim,Andreas von Bechtolsheim,von Bechtolsheim,69.0,1956.0,Male,Germany,Google,Technology,"Cofounder, Chief Development Officer and Chairman, Arista Networks",,2025
andrei_bokarev,Andrei Bokarev,Bokarev,58.0,1967.0,Male,Russia,"Metals, mining",Manufacturing,,,2025
andrei_borodin,Andrei Borodin,Borodin,55.0,1970.0,Male,Russia,banking,Finance,,,2011
andrei_filatov,Andrei Filatov,Filatov,53.0,1972.0,Male,Russia,"ports, railway transport",Logistics,,,2025
andrei_guriev_family,Andrei Guriev,Guriev & family,63.0,1962.0,Male,Russia,Fertilizers,Manufacturing,,no-pic,2023
andrei_guryev_family,Andrei Guryev,Guryev & family,65.0,1960.0,Male,Russia,Fertilizers,Manufacturing,,no-pic,2025
andrei_klyamko,Andrei Klyamko,Klyamko,61.0,1964.0,Male,Russia,steel,Metals & Mining,,,2014
